AAABC;ABACA
ESSTW;STEWS,WESTS
ESSTX;SEXTS
ESSTY;STEYS,STYES,YESTS
ESSTZ;ZESTS
ESSUW;WUSES
ESSWY;SWEYS
ESTTX;TEXTS
ESTTY;STYTE,TESTY,YETTS
ESTUX;TUXES
ESTUY;SUETY
ESTWY;STEWY,WYTES
ESTYY;YESTY
ESTYZ;ZESTY
FFFLU;FLUFF
FFFSU;FUFFS
FFFUY;FUFFY
FFGIL;GLIFF
FFGIR;GRIFF
FFGOS;GOFFS
FFGRU;GRUFF
FFGSU;GUFFS
FFHIT;FIFTH
FFHIW;WHIFF
FFHOU;HOUFF
FFHOW;HOWFF
FFHSU;HUFFS
FFHUY;HUFFY
FFIIS;FIFIS
FFIJS;JIFFS
FFIJY;JIFFY
FFIKS;SKIFF
FFIMS;MIFFS
FFIMY;MIFFY
FFINS;NIFFS,SNIFF
FFINY;NIFFY
FFIPS;SPIFF
FFIQU;QUIFF
FFIRS;RIFFS
FFIRT;TRIFF
FFIST;STIFF,TIFFS
FFISV;VIFFS
FFISZ;ZIFFS
FFITY;FIFTY
FFKOS;KOFFS,SKOFF
FFLPU;PLUFF
FFLSU;LUFFS,SLUFF
FFMSU;MUFFS
FFNSU;NUFFS,SNUFF
FFOPU;POUFF
FFOST;TOFFS
FFOSW;SOWFF
FFOTY;TOFFY
FFPSU;PUFFS
FFPUY;PUFFY
FFRSU;RUFFS
FFSTU;STUFF,TUFFS
FGGIY;FIGGY
FGGOY;FOGGY
FGGUY;FUGGY
FGHIT;FIGHT
FGILN;FLING
FGILT;GLIFT
FGINO;GONIF
FGINU;FUNGI
FGIOS;FIGOS
FGIOU;FUGIO
FGIRS;FRIGS
FGIRT;GRIFT
FGIST;GIFTS
FGLNO;FLONG
FGLNU;FLUNG
FGLOS;FLOGS,GOLFS
FGLSU;GULFS
FGLUY;FUGLY,GULFY
FGNOO;GONOF
FGNOU;FUNGO
FGNSU;FUNGS
FGOOR;FORGO,GROOF
FGOOS;GOOFS
FGOOU;FOGOU
FGOOY;GOOFY
FGORS;FROGS
FGORU;GROUF
FGOSW;GOWFS
FGRSU;FRUGS
FGSUU;FUGUS
FHILT;FILTH
FHIQS;FIQHS
FHIRT;FIRTH,FRITH
FHIST;SHIFT
FHISY;FISHY
FHITW;WHIFT
FHLOS;FLOSH
FHLSU;FLUSH
FHMSU;HUMFS
FHNOS;FOHNS
FHOOS;HOOFS
FHOOW;WHOOF
FHORS;FROSH
FHORT;FORTH,FROTH
FHOSU;HOUFS
FHOSW;HOWFS
FHOTT;THOFT
FHOTU;FOUTH
FHOTW;FOWTH
FHRSU;FRUSH
FHRTU;FURTH
FIIIL;FILII
FIILM;FILMI
FIINS;FINIS
FIINX;INFIX
FIITX;FIXIT
FIJSU;FUJIS
FIKLS;FILKS,FLISK
FIKLU;KULFI
FIKNS;FINKS
FIKRS;FIRKS,FRISK
FIKSS;FISKS
FIKSU;KUFIS
FILLO;FILLO
FILLR;FRILL
FILLS;FILLS
FILLY;FILLY
FILMP;FLIMP
FILMS;FILMS,FLIMS,MILFS
FILMU;FILUM
FILMY;FILMY
FILNT;FLINT
FILOO;FOLIO
FILOS;FILOS,FOILS
FILPS;FLIPS
FILRS;FLIRS
FILRT;FLIRT
FILST;FLITS,LIFTS
FILSU;FUSIL
FILTT;FLITT
FILTY;FITLY
FILUZ;FUZIL
FIMOT;MOTIF
FIMRS;FIRMS
FIMTU;MUFTI
FIMTY;MIFTY
FINNY;FINNY
FINOS;FINOS,FOINS,INFOS
FINRS;FIRNS
FINST;SNIFT
FINTU;UNFIT
FINTY;NIFTY
FINUX;UNFIX
FINUY;UNIFY
FIOQU;QUOIF
FIOST;FOIST,TIFOS
FIPSS;SPIFS
FIRRY;FIRRY
FIRST;FIRST,FRIST,FRITS,RIFTS
FIRTT;FRITT
FIRTU;FRUIT
FIRTY;RIFTY
FIRTZ;FRITZ
FIRZZ;FRIZZ
FISST;FISTS,SIFTS
FISTT;FITTS,TIFTS
FISTW;SWIFT
FISTY;FISTY
FITWY;WIFTY
FIYZZ;FIZZY
FKLNU;FLUNK
FKLOO;KLOOF
FKLOS;FOLKS
FKLOY;FOLKY
FKLUY;FLUKY
FKNSU;FUNKS
FKNUY;FUNKY
FKORS;FORKS
FKORY;FORKY
FKSSU;FUSKS
FKSSY;SKYFS
FLLOY;FOLLY
FLLSU;FULLS
FLLUY;FULLY
FLMPU;FLUMP
FLNOW;FLOWN
FLNOY;FONLY
FLOOR;FLOOR
FLOOS;FOOLS,LOOFS
FLOPS;FLOPS
FLORS;FLORS,ROLFS
FLORU;FLOUR,FLUOR,FUROL
FLORY;FLORY
FLOSS;FLOSS
FLOST;LOFTS
FLOSU;FOULS,SULFO
FLOSW;FLOWS,FOWLS,WOLFS
FLOTU;FLOUT
FLOTY;LOFTY
FLOUW;WOFUL
FLRRU;FLURR
FLRSU;FURLS
FLTUY;FLUTY,FLUYT
FMOOS;MOFOS
FMORS;FORMS
FMORU;FORUM
FMPRU;FRUMP
FNNUY;FUNNY
FNORR;FRORN
FNORS;FRONS
FNORT;FRONT
FNORW;FROWN
FNOST;FONTS
FNOTU;FOUNT,FUTON
FOOPR;PROOF
FOOPS;POOFS,SPOOF
FOOPY;POOFY
FOORS;ROOFS
FOORY;ROOFY
FOOST;FOOTS
FOOSW;WOOFS
FOOSY;YOOFS
FOOTY;FOOTY
FOOWY;WOOFY
FOPRS;PROFS
FOPSU;POUFS
FORRU;FUROR
FORRY;FRORY
FORST;FORTS,FROST
FORSU;FOURS
FORSW;FROWS
FORTY;FORTY
FORWY;FROWY
FOSST;SOFTS
FOSSW;SOWFS
FOSTT;TOFTS
FOSTU;TOFUS
FOSTY;SOFTY
FRRSU;FURRS
FRRUY;FURRY
FRSSU;SURFS
FRSTU;FRUST,TURFS
FRSUY;SURFY
FRSUZ;ZURFS
FRTUY;TURFY
FRUYZ;FURZY
FSSTU;FUSTS
FSSUY;FUSSY
FSTTU;TUFTS
FSTUY;FUSTY,YUFTS
FTTUY;TUFTY
FUYZZ;FUZZY
GGGLO;GLOGG
GGHOS;HOGGS
GGHUY;HUGGY
GGIJY;JIGGY
GGIMS;MIGGS
GGINO;GOING,OGGIN
GGINS;GINGS
GGIOT;GIGOT
GGIPY;PIGGY
GGIRS;GRIGS,RIGGS
GGIWY;WIGGY
GGLOY;LOGGY
GGLSU;GLUGS
GGMOY;MOGGY
GGMSU;MUGGS
GGMUY;MUGGY
GGNOS;GONGS,NOGGS
GGNUY;GUNGY
GGOOS;GOGOS,GOOGS
GGORS;GROGS
GGOSY;SOGGY
GGPUY;PUGGY
GGRUY;RUGGY
GGSUV;VUGGS
GGUVY;VUGGY
GHHIS;HIGHS
GHHIT;HIGHT,THIGH
GHHOS;HOGHS
GHHOU;HOUGH
GHIKT;KIGHT
GHILT;LIGHT
GHIMT;MIGHT
GHINO;HOING,HONGI,OHING
GHINS;HINGS,NIGHS
GHINT;NIGHT,THING
GHINY;HYING
GHIOS;SHOGI
GHIPT;PIGHT
GHIRS;GIRSH
GHIRT;GIRTH,GRITH,RIGHT
GHISS;SIGHS
GHIST;SIGHT,THIGS
GHISW;WHIGS
GHITT;TIGHT
GHITW;WIGHT
GHLLY;GHYLL
GHLOU;GHOUL,LOUGH
GHLPU;GULPH
GHLPY;GLYPH
GHNOS;HONGS
GHNOT;THONG
GHORU;ROUGH
GHOSS;SHOGS
GHOST;GHOST,GOSHT,GOTHS
GHOSU;SOUGH
GHOSY;YOGHS
GHOTU;OUGHT,TOUGH
GHOTY;GOTHY
GHRSU;GURSH,SHRUG
GHSSU;SUGHS
GHSTU;THUGS
GHSUV;VUGHS
GHSUY;GUSHY
GHUVY;VUGHY
GIILS;SIGIL
GIILV;VIGIL
GIINP;PIING
GIINR;IRING
GIJNO;JINGO
GIJOS;GOJIS
GIJOT;JIGOT
GIKLS;GLISK
GIKNS;GINKS,KINGS
GIKOP;GOPIK
GILLR;GRILL
GILLS;GILLS
GILLY;GILLY
GILMS;GLIMS
GILNO;LINGO,LOGIN
GILNP;PLING
GILNS;LINGS,SLING
GILNT;GLINT
GILNU;LUNGI
GILNY;LINGY,LYING
GILOO;IGLOO,LOGOI
GILOR;RIGOL
GILPU;PUGIL
GILPY;GILPY
GILRS;GIRLS
GILRU;LURGI
GILRY;GIRLY
GILST;GILTS,GLITS
GILSU;GUSLI,IGLUS
GILTU;GUILT
GILTZ;GLITZ
GIMMU;GUMMI
GIMNS;MINGS
GIMNY;MINGY
GIMOS;GISMO,MISGO
GIMOY;GOYIM
GIMOZ;GIZMO
GIMPS;GIMPS
GIMPU;GUIMP
GIMPY;GIMPY,PIGMY
GIMRY;GRIMY
GIMSS;GISMS
GINNY;GINNY,NYING
GINOP;GIPON,OPING,PINGO
GINOR;GIRON,GROIN
GINOT;INGOT,TIGON,TOING
GINOW;OWING,WONGI
GINOY;YOGIN
GINOZ;GINZO
GINPS;PINGS
GINQU;GUQIN
GINRS;GIRNS,GRINS,RINGS
GINRU;RUING,UNRIG
GINRW;WRING
GINSS;SIGNS,SINGS,SNIGS
GINST;STING,TINGS
GINSU;SUING,USING
GINSW;SWING,WINGS
GINSZ;ZINGS
GINTY;TYING
GINVY;VYING
GINWY;WINGY
GINYZ;ZINGY
GIOPP;GIPPO
GIOPR;PIROG
GIORR;RIGOR
GIORS;GIROS,GORIS
GIORT;GRIOT,TRIGO
GIORU;GUIRO
GIORV;VIGOR
GIOSY;YOGIS
GIPPY;GIPPY
GIPRS;GRIPS,PRIGS,SPRIG
GIPRT;GRIPT
GIPRY;GRIPY
GIPSY;GIPSY
GIRRS;GIRRS
GIRST;GIRTS,GRIST,GRITS,STRIG,TRIGS
GIRSY;GRISY
GISST;GISTS
GISSW;SWIGS
GISTU;GIUST
GISTW;TWIGS
GJMUU;JUGUM
GJNOS;JONGS
GJOSU;JOUGS
GKLNO;KLONG
GKNOS;GONKS
GKNSU;GUNKS
GKNUY;GUNKY
GKOOS;GOOKS
GKOOY;GOOKY
GKORS;GROKS
GKOSS;SKOGS
GKOSU;GOUKS
GKOSW;GOWKS
GKSSU;SKUGS
GLLOO;LOLOG
GLLOY;GOLLY
GLLSU;GULLS
GLLUY;GULLY
GLMOO;GLOOM
GLMOS;GLOMS
GLMOU;MOGUL
GLMSU;GLUMS
GLNOO;LOGON
GLNOP;PLONG
GLNOS;LONGS
GLNOU;GLUON
GLNSU;LUNGS,SLUNG
GLOOP;GLOOP
GLOOS;GOOLS,LOGOS
GLOOY;GOOLY,OLOGY
GLOPS;GLOPS,GOLPS,SPLOG
GLORW;GROWL
GLORY;GLORY
GLOSS;GLOSS,SLOGS
GLOST;GLOST
GLOSV;VLOGS
GLOSW;GLOWS,GOWLS
GLOTU;GLOUT
GLOUV;VULGO
GLPSU;GULPS,PLUGS
GLPUY;GULPY
GLRRR;GRRRL
GLRRS;GRRLS
GLRSU;GURLS
GLRUY;GURLY,LURGY
GLSSU;SLUGS
GLSTU;GLUTS
GMMUY;GUMMY
GMNOO;MONGO,MOONG
GMNOS;MONGS
GMNOU;MUNGO
GMNSU;MUNGS
GMNUU;UNGUM
GMOOR;GROOM
GMORS;GORMS,SMORG
GMORY;GORMY
GMOSS;SMOGS
GMPRU;GRUMP
GMPSU;GUMPS
GMPSY;GYMPS
GMPYY;PYGMY
GMSSU;SMUGS
GNNOS;NONGS
GNNUY;GUNNY
GNNYY;GYNNY
GNOOP;PONGO
GNOOS;GOONS
GNOOY;GOONY
GNOOZ;GONZO
GNOPR;PRONG
GNOPS;PONGS
GNOPY;PONGY
GNORW;GROWN,WRONG
GNORY;GYRON
GNOSS;SNOGS,SONGS
GNOST;STONG,TONGS
GNOSW;GNOWS,GOWNS
GNOSY;GONYS,GYNOS
GNOTU;UNGOT
GNOUY;YOUNG
GNOYZ;ZYGON
GNPSU;PUNGS
GNRSU;GURNS,RUNGS
GNRTU;GRUNT
GNRUW;WRUNG
GNSSU;SNUGS
GNSTU;STUNG,TUNGS
GNSUW;SWUNG
GOOPS;GOOPS,POGOS
GOOPY;GOOPY
GOORS;GOORS,SORGO
GOORY;GOORY
GOOSY;GOOSY
GOOTU;OUTGO
GOPPY;GYPPO
GOPRS;GORPS,PROGS,SPROG
GOPRU;GROUP
GOPRY;PORGY
GOPSY;GYPOS
GORSS;GROSS
GORST;GROTS,TROGS
GORSW;GROWS
GORSY;GORSY,GYROS
GORSZ;GROSZ
GORTU;GROUT,TRUGO
GORUY;ROGUY
GORVY;GROVY
GOSSU;SUGOS
GOSTU;GOUTS,GUSTO
GOSTY;STOGY
GOTUY;GOUTY,GUYOT
GPPUY;GUPPY
GPPYY;GYPPY
GPRSU;SPRUG
GPRTY;GRYPT
GPSSU;SPUGS
GPSYY;GYPSY
GRRUY;GURRY
GRSTU;TRUGS
GRSUU;GURUS
GRSUY;GYRUS,SURGY
GSSTU;GUSTS
GSSUY;GUSSY
GSTUY;GUSTY,GUTSY
GTTUY;GUTTY
HHIPS;PHISH
HHISS;SHISH
HHISW;WHISH
HHMPU;HUMPH
HHOOS;HOOSH
HHPPT;PHPHT
HHPYY;HYPHY
HHSSU;SHUSH
HHSUU;HUHUS
HHSUY;HUSHY
HIIKO;HIKOI
HIILN;NIHIL
HIIMS;IMSHI,MIHIS
HIIOS;HIOIS
HIIRS;RISHI,SIRIH
HIJOS;SHOJI
HIKLT;THILK
HIKLW;WHILK
HIKNS;KNISH
HIKNT;THINK
HIKNY;HINKY
HIKOS;HOIKS,HOKIS
HIKRS;SHIRK
HIKST;KITHS,SHTIK
HIKSW;WHISK
HILLO;HILLO
HILLS;HILLS,SHILL
HILLT;ILLTH,THILL
HILLY;HILLY
HILMU;HILUM
HILOT;LITHO,THIOL,THOLI
HILPY;HIPLY
HILRT;THIRL
HILRW;WHIRL
HILSS;SLISH
HILST;HILTS,LITHS
HILSU;HILUS
HILSY;SHILY
HILTT;TILTH
HIMRT;MIRTH
HIMSS;SHIMS
HIMST;SMITH
HIMSW;WHIMS
HIMSY;IMSHY
HIMTY;MYTHI,THYMI
HINNT;NINTH
HINNY;HINNY
HINOR;RHINO
HINPU;UNHIP
HINSS;SHINS,SINHS
HINST;HINTS,THINS
HINSW;WHINS
HINSY;SHINY
HINWY;WHINY
HIOPP;HIPPO
HIOPT;TOPHI
HIORS;HORIS,ROSHI
HIORU;HOURI
HIOSS;SHISO
HIOST;HOIST
HIOSW;WHIOS
HIPPY;HIPPY
HIPRT;THRIP
HIPSS;SHIPS
HIPST;PITHS
HIPSW;WHIPS
HIPTW;WHIPT
HIPTY;PITHY
HIPZZ;PHIZZ
HIRRS;SHIRR
HIRRW;WHIRR
HIRSS;SHIRS,SHRIS
HIRST;SHIRT
HIRSU;SHIUR
HIRSW;WHIRS
HIRTY;YIRTH
HISST;HISTS,SHIST,SHITS
HISSU;SUSHI
HISSV;SHIVS
HISSW;SWISH,WHISS
HISSY;HISSY
HISTW;SWITH,WHIST,WHITS,WISHT,WITHS
HISTX;SIXTH
HITWY;WHITY,WITHY
HIWZZ;WHIZZ
HJNOS;JOHNS
HJOOS;SHOJO
HKKOU;HOKKU
HKLOS;HOLKS,KOHLS
HKLSU;HULKS
HKLUY;HULKY
HKMOU;HOKUM,KHOUM
HKNOS;HONKS
HKNOY;HONKY
HKNSU;HUNKS
HKNTU;THUNK
HKNUY;HUNKY
HKOOS;HOOKS,SHOOK
HKOOY;HOOKY
HKOPS;KOPHS
HKORS;HORKS,KHORS
HKOSS;SKOSH
HKOSW;HOWKS
HKRSU;RUKHS
HKSSU;HUSKS,SUKHS
HKSUY;HUSKY
HLLOO;HOLLO
HLLOU;HULLO
HLLOY;HOLLY
HLLSU;HULLS
HLLUY;HULLY
HLMOS;HOLMS
HLMPY;LYMPH
HLMSU;MULSH
HLMUY;MUHLY
HLNOO;HOLON
HLNSU;SHULN
HLOOS;HOLOS,SHOOL
HLOOY;HOOLY
HLOPX;PHLOX
HLORS;SHORL
HLORW;WHORL
HLOSS;SLOSH
HLOST;HOLTS,SLOTH
HLOSW;HOWLS
HLOTW;THOWL
HLOTY;HOTLY
HLPSU;PLUSH,SULPH
HLPSY;SYLPH
HLRSU;HURLS
HLRTU;THURL
HLRUY;HURLY
HLSSU;SHULS,SLUSH
HLSUY;LUSHY
HLSWY;HWYLS
HLSYY;SHYLY
HMNOT;MONTH
HMNPY;NYMPH
HMNSY;HYMNS
HMOOP;OOMPH
HMOOS;HOMOS,MOHOS
HMOOZ;ZHOMO
HMOPR;MORPH
HMOPW;WHOMP
HMORR;MHORR
HMORS;MOHRS
HMORU;HUMOR,MOHUR
HMOST;MOTHS
HMOTU;MOUTH
HMOTY;MOTHY
HMPSU;HUMPS,SUMPH,UMPHS
HMPTU;THUMP
HMPUW;WHUMP
HMPUY;HUMPY
HMRRY;MYRRH
HMRTU;THRUM
HMSSU;SMUSH
HMSTU;MUSTH,SHTUM
HMSTY;MYTHS
HMSUU;HUMUS
HMSUY;MUSHY
HMTYY;MYTHY,THYMY
HNOOP;PHONO
HNOOR;HONOR
HNOOS;HOONS,SHOON
HNOOW;NOHOW
HNOPS;PHONS
HNOPY;PHONY
HNORS;HORNS,SHORN
HNORT;NORTH,THORN
HNORY;HORNY
HNOSW;SHOWN
HNOSY;HYSON
HNSSU;SHUNS,SNUSH
HNSTU;HUNTS,SHUNT
HNSTY;SYNTH
HOOPS;HOOPS,POOHS,POSHO
HOOPT;PHOTO
HOOPW;WHOOP
HOORS;HOORS
HOORT;ORTHO,THORO
HOOSS;SHOOS
HOOST;HOOTS,SHOOT,SOOTH,TOHOS
HOOSW;HOWSO,WHOSO,WOOSH
HOOTT;TOOTH
HOOTW;WHOOT
HOOTY;HOOTY
HOPPY;HOPPY
HOPQS;QOPHS
HOPRT;THORP
HOPSS;SHOPS,SOPHS,SPOSH
HOPST;PHOTS,TOPHS
HOPSU;OUPHS
HOPSW;WHOPS
HOPSY;HYPOS,SOPHY
HOQTU;QUOTH
HORST;HORST,SHORT
HORSU;HOURS,SOHUR
HORSW;SHROW
HORSY;HORSY
HORTT;TROTH
HORTU;ROUTH
HORTW;ROWTH,THROW,WHORT,WORTH,WROTH
HOSST;HOSTS,SHOTS,SOTHS
HOSSU;HUSOS
HOSSW;SHOWS
HOSTT;SHOTT
HOSTU;HOUTS,SHOUT,SOUTH,THOUS
HOSTW;SOWTH
HOSTY;TOSHY
HOSUY;SHOYU
HOSWW;WHOWS
HOSWY;SHOWY
HOTTY;HOTTY
HOTUY;YOUTH
HPSSY;SYPHS
HPSTU;PHUTS,SHTUP
HPSUW;WHUPS
HPSUY;PUSHY
HQRSU;QURSH
HRRUY;HURRY
HRSTU;HURST,HURTS,RUTHS
HRSUU;SUHUR
HRSUY;RUSHY
HRTTU;TRUTH
HRUUU;UHURU
HSSTU;SHUTS
HSSUY;HUSSY
HSTUY;TUSHY
HSUUW;WUSHU
HUYZZ;HUZZY
IIJNN;JINNI
IIKKO;KIKOI
IIKLM;KILIM
IIKLN;LIKIN
IIKNN;KININ
IIKPS;PIKIS
IIKRR;KIRRI
IIKST;TIKIS
IIKSW;KIWIS,WIKIS
IILLV;VILLI
IILMT;LIMIT
IILMU;ILIUM
IILNN;LININ
IILNP;LIPIN
IILNT;INTIL
IILPS;PILIS
IILSW;WILIS
IIMMN;MINIM
IIMMT;IMMIT
IIMMX;IMMIX
IIMNO;IMINO
IIMNR;MIRIN
IIMNS;MINIS
IIMPR;PRIMI
IIMPS;IMPIS
IIMSS;SIMIS
IIMST;MITIS
IINNO;INION
IINNT;INNIT
IINST;INTIS
IINTW;INWIT
IINTY;TIYIN
IIORT;TORII
IIPPS;PIPIS
IIPPT;PIPIT
IIPST;TIPIS
IIRSS;SIRIS
IIRVZ;VIZIR
IISTT;TITIS
IISTV;VISIT
IISTZ;ZITIS
IITZZ;ZIZIT
IJKMU;MUJIK
IJKNS;JINKS
IJKOS;KOJIS
IJLLS;JILLS
IJLST;JILTS
IJMMY;JIMMY
IJMPY;JIMPY
IJMSS;JISMS
IJNNS;JINNS
IJNOS;JOINS
IJNOT;JOINT
IJNPU;PUNJI
IJORS;ROJIS
IJOSS;SIJOS
IJOST;JOIST
IKKLS;KLIKS
IKKNS;KINKS,SKINK
IKKNY;KINKY
IKKOS;KIOSK
IKKRS;KIRKS,SKRIK
IKKRU;KUKRI
IKLLR;KRILL
IKLLS;KILLS,SKILL
IKLMO;MILKO
IKLMS;MILKS,SKLIM
IKLMY;MILKY
IKLNP;PLINK
IKLNS;KILNS,LINKS,SLINK
IKLNY;KYLIN,LINKY
IKLOS;KILOS
IKLPS;KILPS
IKLPU;PIKUL,PULIK
IKLRS;LIRKS,SKIRL
IKLSS;LISKS,SILKS
IKLST;KILTS
IKLSY;SILKY
IKLTU;KITUL
IKLTY;KILTY
IKLXY;KYLIX
IKMNS;MINKS
IKMOS;MOKIS,SKIMO
IKMPS;SKIMP
IKMRS;MIRKS,SMIRK
IKMRY;MIRKY
IKMSS;SKIMS
IKMSU;KUMIS
IKNOP;PINKO
IKNOS;IKONS,KINOS,NKOSI,OINKS
IKNPR;PRINK
IKNPS;PINKS,SPINK
IKNPY;PINKY
IKNRS;KIRNS,RINKS
IKNSS;SINKS,SKINS
IKNST;KNITS,SKINT,STINK,TINKS
IKNSW;SWINK,WINKS
IKNSY;SINKY
IKNTW;TWINK
IKNYZ;ZINKY
IKOOR;IROKO,KOORI
IKOSS;SKIOS
IKPPS;KIPPS
IKPSS;SKIPS,SPIKS
IKPSY;PISKY,SPIKY
IKPTU;TUPIK
IKQRU;QUIRK
IKRRS;SKIRR
IKRSS;RISKS
IKRST;SKIRT,STIRK
IKRSU;KURIS
IKRSY;RISKY,YIRKS
IKSST;KISTS,SKITS
IKSSY;KISSY
IKSTU;KUTIS
IKSVY;SKIVY
IKTTY;KITTY
ILLLS;LILLS
ILLMS;MILLS
ILLNS;NILLS
ILLOS;LILOS
ILLPR;PRILL
ILLPS;PILLS,SPILL
ILLPU;PULLI
ILLQU;QUILL
ILLRS;RILLS
ILLRT;TRILL
ILLSS;SILLS
ILLST;LILTS,STILL,TILLS
ILLSV;VILLS
ILLSW;SWILL,WILLS
ILLSY;SILLY,SLILY,YILLS
ILLSZ;ZILLS
ILLTW;TWILL
ILLTY;TILLY
ILLWY;WILLY
ILMNS;LIMNS
ILMNU;LINUM,ULMIN
ILMOO;MOOLI
ILMOR;MILOR
ILMOS;LIMOS,MILOS,MOILS
ILMPS;LIMPS,PLIMS
ILMPU;PILUM
ILMPY;IMPLY
ILMRY;MIRLY
ILMSS;SLIMS
ILMST;MILTS
ILMSU;MUILS,SIMUL
ILMSY;SLIMY
ILMTY;MILTY
ILMTZ;MILTZ
ILNNS;LINNS
ILNNY;LINNY
ILNOS;LINOS,LIONS,LOINS,NOILS
ILNOY;NOILY
ILNPU;LUPIN
ILNRS;NIRLS
ILNRY;NIRLY
ILNST;LINTS
ILNSY;LYSIN
ILNTU;UNLIT,UNTIL
ILNTY;LINTY
ILNUX;LINUX
ILNVY;VINYL
ILOOP;POLIO
ILOOS;OLIOS
ILOOV;OVOLI
ILOPS;LIPOS,POLIS,SPOIL
ILOPT;PILOT
ILOPU;POILU
ILOPW;PILOW
ILOPX;OXLIP
ILORS;LOIRS,LORIS,ROILS
ILORT;LIROT,TRIOL
ILORV;LIVOR
ILORY;ROILY
ILORZ;ZORIL
ILOSS;SILOS,SOILS
ILOST;TOILS
ILOSU;LOUIS
ILOSV;VIOLS
ILOSY;SOILY
ILOTV;VOLTI
ILPPU;PIPUL,PUPIL
ILPPY;LIPPY
ILPRS;PIRLS
ILPSS;LISPS,SLIPS
ILPST;SLIPT,SPILT,SPLIT
ILPSU;PILUS,PULIS
ILPTU;TULIP,UPLIT
ILQTU;QUILT
ILRST;TIRLS
ILRSV;VIRLS,VRILS
ILRSW;SWIRL
ILRTW;TWIRL
ILSST;LISTS,SILTS,SLITS
ILSSY;LYSIS,SYLIS
ILSTT;STILT,TILTS
ILSTU;SLUIT,TULSI
ILSTW;WILTS
ILSTY;SILTY,STYLI
ILTTW;TWILT
IMMOY;YOMIM
IMMSY;MIMSY
IMNNY;MINNY
IMNOO;NOMOI
IMNOR;MINOR
IMNOS;MINOS
IMNOT;TIMON
IMNOU;ONIUM
IMNPS;NIMPS
IMNST;MINTS
IMNSU;MINUS,MUNIS
IMNTY;MINTY
IMNUX;UNMIX
IMOPR;IMPRO,PRIMO
IMOPT;IMPOT
IMOPU;OPIUM
IMORS;MIROS
IMOSS;MISOS
IMOST;MOIST,MOITS,MOTIS,OMITS
IMOSX;OXIMS,SIXMO
IMOSZ;ZOISM
IMOTV;VOMIT
IMPPR;PRIMP
IMPPS;PIMPS
IMPRS;PRIMS,PRISM
IMPRY;PRIMY
IMPSS;SIMPS,SPIMS
IMPST;TIMPS
IMPSU;PIUMS
IMPSW;WIMPS
IMPUX;MIXUP
IMPWY;WIMPY
IMQSU;QUIMS
IMRRS;SMIRR
IMRRU;MURRI
IMRSS;SMIRS
IMRST;STRIM,TRIMS
IMRSU;MUIRS,RIMUS
IMRSV;MIRVS
IMRTU;MURTI
IMSST;MISTS,SMITS,STIMS
IMSSU;SUMIS
IMSSW;SWIMS
IMSSY;MISSY
IMSTT;MITTS
IMSTU;MUIST,MUSIT,MUTIS,TUISM
IMSTY;MISTY,STIMY
IMUZZ;ZUZIM
IMYZZ;MIZZY
INNNO;NINON
INNNY;NINNY
INNOO;ONION
INNOP;PINON
INNOR;RONIN
INNOS;NONIS
INNOT;NITON,NOINT
INNOU;UNION
INNPU;UNPIN
INNPY;PINNY
INNRU;INRUN,INURN
INNSW;WINNS
INNTU;UNTIN
INNTY;TINNY
INOOT;NOOIT
INOPP;IPPON
INOPR;ORPIN,PORIN,PRION,PROIN
INOPS;INSPO,OPSIN,PIONS,PSION
INOPT;PINOT,PINTO,PITON,POINT,POTIN
INOPW;POWIN
INOPY;PIONY
INOQU;QUINO,QUOIN
INORS;IRONS,NOIRS,NORIS,ORNIS,ROINS,ROSIN
INORT;INTRO,NITRO
INORY;IRONY
INOST;OINTS
INOSV;VINOS,VISON
INOSW;WINOS
INOSY;NOISY,YONIS
INOSZ;SOZIN
INOTX;TOXIN
INPPU;PINUP
INPPY;NIPPY
INPRS;PIRNS
INPRT;PRINT
INPRU;PURIN,UNRIP
INPSS;SNIPS,SPINS
INPST;PINTS
INPSY;PYINS,SNIPY,SPINY
INPTU;INPUT
INPUZ;UNZIP
INQSU;QUINS
INQTU;QUINT
INRST;SNIRT,TRINS
INRSU;RUINS
INRTU;RUTIN
INRTY;NITRY
INSST;SNITS
INSSU;NISUS,SINUS,SUNIS
INSTT;STINT,TINTS
INSTU;INUST,SUINT,UNITS
INSTV;VINTS
INSTW;TWINS
INSTY;TIYNS
INTTY;NITTY,TINTY
INTUW;UNWIT
INTUY;UNITY
INTWY;TWINY
INTYY;TYIYN
IOOPR;POORI
IOOPT;TOPOI
IOPPZ;ZIPPO
IOPQU;QUIPO
IOPRR;PRIOR
IOPSS;PISOS
IOPST;POSIT,TOPIS
IOPSU;PIOUS
IOPSV;VOIPS
IOPSY;PIOYS
IOPTT;PITOT
IOPTV;PIVOT
IOQTU;QUOIT
IORRS;ORRIS
IORRT;TRIOR
IORST;RIOTS,ROIST,ROSIT,ROSTI,ROTIS,TIROS,TORSI,TRIOS,TROIS
IORSV;VISOR
IORSZ;ZORIS
IORTV;VITRO
IORTZ;ROZIT
IORVY;IVORY
IORVZ;VIZOR
IOSTT;STOIT,TOITS
IOSTV;OVIST,VISTO
IOSTZ;ZOIST
IPPPY;PIPPY
IPPRS;RIPPS
IPPSY;SIPPY
IPPTY;TIPPY
IPPYY;YIPPY
IPPYZ;ZIPPY
IPQSU;QUIPS
IPQUU;QUIPU
IPRSS;PRISS,RISPS
