AAAARR;MPTT
HOORTT;AEEM,APPY,ARTW,CEEN,CENP,CNOR,DEEN,DENU,EEKN,EEMP,EEPY,EGSW,EMPY,EMRW,ENWY,EOPP,EPPY,FGHU,FILS,GHUU,HOPP,MMOU,OPPR,OPPY,OPRY
HOORUZ;
HOOSST;AFRR,AGPR,DILU,DNOW,DRRW,FNPR,GNRW,HNRR,ILYZ
HOOSSW;BDRU,CDKO,DNOT,DRRT,FLOR,GNRT
HOOSTT;ABEL,AINR,BCMO,BEGR,BIRR,CDEN,CLMR,EEGL,EEMN,EGRW,ENOR,ENTT,ORTW
HOOSTW;ADER,CDHI,CDNU,CDOR,CDOU,CEIR,DEIW,DGIL,DHRU,DNRW,DRRS,EGRT,EIPR,ERRV,ORTT
HOOTTY;AEPS,ANPS,ANPU,APPR,APRU,CIMR,CIPP,CIPX,ENRW,INPX,IPRX,MPTU,OPPR,OPRR
HOPPSU;AGIX,DEMR,DOPY,EENR,EHRT,HORS,ORRY
HOPPSY;AAET,ACGR,ACHT,ADEP,AGLR,AGRT,AIRR,ALTY,BEHO,CLTY,CMOP,DLLO,DOPU,EGHY,EGLO,EHSY,HISY,HLLY,HMOR,INRR,IORR,ORRU
HOPPTU;
HOPRST;AGPY,DGIL,DINY
HOPRTY;BCIY,CCII,DINS,IOTX,OOPT,OORT
HOPRYY;ADHT,AGLP,AGLX,AGPT,AKLM,AMOT,BCIT,BDIL,CDIL,CLMO,DEHT,DHIL,DLOP,EGHT,EMST,GMOZ,HLMT
HOPSSY;ABLT,ALLT,EHPY,LMUY
HOPSTU;ACLN
HORSST;AALP,ACCH,ACDY,ACFK,ACGU,ADHN,ADTY,ADUW,AFLL,AFOR,AGOP,AGTY,AHNR,AKLW,ALTW,CKNO,DORW,FNOP,GIRY,GITW,GNOW,HNOR,IRTY,ITUU,NNUY,TTUU
HORSSU;ACGT,BKRW,FKLW,HOPP,LPUU,NNTY,TTTU
HORSSW;AABD,ADTU,AKLT,ALTT,AMRT,BDOU,BJOT,BKRU,DORT,FKLU,FLOO,GITT,GNOT
HORSTT;BIOR,CCIY,CLMO,COOP,DIIU,FGIN,FILO,FINR,IILN,ISUU,NOPY
HORSTU;NNSY
HORSTW;BINR,CDOO,DHOU,DINW,DNOW,DORS
HORSTY;AAWW,ADEX,ADHP,AEOS,AGPP,CEET
HORTTW;ACEW,AEHY,AERV,AGIN,AORT,EHIN,EMOR,ENOY
HORTWY;ADOR,AEHT,AEMN,ELOV,ENNP,ENOT,ENSW
HOSSTT;ADRY,AGRY,ALRW
HOSSTU;AHMM,BIMU,EFLU,ELLO,ELOO,HMMU
HOSSTW;AEFR,AERV,AKLR,ALRT,AMRR,DNOO,DORR,EEKR,EENT,ENOU,ENRT,ERRT,GNOR
HOSSUY;AAAC,ACMY,AELP,ILMP,LLNP,LMPY,NNRT
HOSTTU;AABW,ABEN,ABFR,ADHN,AEPY,AMMR,AMPR,EENP,ENPR
HOSTUY;ADEH,ADNR,CINR,DHOO,FLLL,LMOO,NNRS
HOTUYY;
HPPSUU;
HPRSSU;ABIR,ACHI,ADGI,HOOP
HPRSUU;ADGT,AEMN
HPSSTU;AALM,AILN
HPSTUY;AMNY,EMRR
HQRSUU;EEMO
HQSSUU;
HRSSTU;ABCF,ACGO,ADNN,ADOW,AEEX,CCIO,GHIL
HRSSUU;AEGO,DGOO,DIMO,ELMO,ENTT,IOTT,OTTT
HRSTTU;ABFO,AMMO,AMOP,AOOP
HRSUUU;AHRU,LOPS,MNOO,MOOT
HRTTUY;ABOR,AOOP,EIMS,FLLU,GILO
HSSUUW;
IIIMRT;ACLO,ADNO,AELZ,ALLY,CCLO,CEVZ,CLNU,CNOU,DFGO,DGOU,ELLL,GNNP
IIIRST;ACHS,AEHL,AELN,AELV,AHKO,ALOV,APSY,BCEU,BFOS,BILY,CGOR,DGNN,EENV,EGNV,EILV,ELNO,ELOV,EOPR,FKUW,GNSY,NOQU
IIIRTT;ACEV,AEEN,AERV,AGNR,AGNT,AINX,ALVY,BCLO,CHNO,CLPY
IIJMNY;
IIJNNS;AAGP
IIKKOR;
IIKKOS;
IIKKSS;CCNT,CCRT,CFLN,CHNT,ELNO,ENRT
IIKLMS;LLTU,MOPS
IIKLNS;EEEV,EELS,EHPX
IIKMNS;ABER,ACCK,ACET,ACGO,ACRT,CGOO,GNOW
IIKNNO;EFPT
IIKNNS;ADLU,AEIP,CEEL
IIKNOS;ACGM,BBBG,CCEF,CGMO
IIKNPP;
IIKNSS;ACRT,AHJR,BDRT,CCKT,CFKL,CHKT,FLNT
IIKOST;AELN,AHIR,AHMR,CCEL,CEIN,CMRR,CNNP,CNNY,DGLO,ELLR,ELNR,EMNR
IIKOTT;CCGN
IIKPUW;
IIKRRS;ADKY,BGIP,CMOT
IILLMU;AATX,ABNS,ANNT,ANOT,CEIR,CELS,COOS,DEPT,EPST,IMMS,KLST,OOST
IILLOY;ABCT,ABMN,ABNV,ABTV,ACFF,ACGT,ADRT,AGNR,AMNR,ANSV,ARST,ATTV,BBGO,BBOP,BTUV,CCNP,CDGP,CSTT,EHPS,EHPZ,EMNV,EMPT,FGJN,GNPR,LRSU
IILLPU;DEMT,DEVZ,EFRT,EMRT
IILLWY;DENU
IILMMU;ADET,ADPS,BFOR,CNTU,ELNN,ILMS
IILMNS;BETW,EPRU
IILMST;AAAG,AAMX,GOOS,GOOX,LLOV
IILNNS;LNOO
IILNNU;AACR,ALMT,AMOT,BGGO,CCGY,CEMO,CIIQ,ELMM,EOTV,FGLY,MOTU,OOTV,OTTY
IILNOV;AADT,ABFR,ABLY,ACGZ,AGRZ,ALTU,ANRT,GIRT,GMUZ
IILNPS;AAOP,DOOS,HORZ,NORU
IILNRT;AACT,AAIM,AAJO,AAOR,ACCU,AFOO,ANOV,CIMU,OOPP
IILNRV;AABE,AABY,AACF,ABFO,ACEO,ACOP,AEOT,AETT,ANOT,BEET,CETU,EELU,GIIZ,GIOT
IILNST;AACN,AANT,AAOV,ACNU,AOQU,BDII,CCUY,CDTY
IILNTY;CCGR,CCSU,CDER,CDIO,CDST,CEGX,CGHL,CGHW,CHOR,CIIV,CIUV,DDKW,DEGL,DEPR,DGHM,DIOS,EEGV,EELV,EGIU,EGRR,EGRV,EMOZ,EORR,GGHL,GHRV,GILM,GMMR,MOPS,MOSU
IILPST;AILP
IILRWY;BDHR,GHLN,GLNS
IILSTU;ACNN,ADNR,ADQY,AFGO,AFLV,ANNO,ANOQ,ANRY,AQRY,BFIY,BLOY,CCNY,COOS,COOV,COPP,CRRY,DITY,FNOX
IILTTU;AEMV,BESS,CLMU,DEFS,EFRS,EFSS,MNOP
IILTTW;BEHM,DDES,EKNS
IIMMNS;BGOO,CEEN,DEHP,EEGS,EEGT,EELS,GIIN,HOPR
IIMMNU;ANOT,CGKY,CLTU,ELLN,GINZ,INOT
IIMMNW;
IIMMST;AALR,ACNU,AILR,ALOR,CNOY
IIMNNO;ADDG,ADET,ADGT,ADGZ,AEFZ,AEGT,AELZ,AENT,AETT,AETV,AGNT,AGWZ,DDEU,DEGZ,EGNT,EGTZ,EILP,GLLU
IIMNOU;ALLT,ALTT,APTT,CELN,CFGR,CIRT,DDEF,DDEN,EGPR,FGLR,FGNR,FRTY,GLLN,GLRT,GLVZ
IIMNRS;AAAL,AADZ,AAEL,AAEN,AAHP,AALN,AAVZ,AELN,AGIS,AGLO,AGOU,AOSY,AQSU,BEIK,CGNO,DEUU,DGIV,ENOU,GGOW,GIUV,GNOO
IIMOSS;ACCH,ACPR,APRR
IIMRST;DNOO,FGOR
IIMRSU;ACCN,ACEM,AFFN,AGNO,CCCE,CEEQ,CEGR,CERT,DENU,EEFL,EIPT,ELLN,EMOT,EMTX,ENNO,EOTZ,FLOT,GINV,LOOV
IIMRTX;ADNO,DEOY
IIMSSS;ABOR,ACCL,ACMO,ACNR,AGMT,ALOT,ALPR,CMTY,GNRU,IPRT,LTTY
IIMSSZ;
IIMSTT;AALR,AILR,ALLW,APRR,CORR
IINNOP;EFKT,EILM,ERTT
IINNOS;AANT,AATT,AINT,AIOT,ARTT,ATTX,CFHO,LLNO
IINNPY;AERT,CCEI,CGHL,EGLR,FGOT,GLOT
IINNQU;CIIL
IINOPT;AAMN,AANT,AEPV,AEUZ,AMRY,AMTU,CMRR,CNNO,DEEX,EFKN,GIMZ,GRUZ,GTUY
IINORT;AAJL,AALR,AFLO,ALNV,LOPP
IINORV;ACEL,ACLP,AELT,ALNT,ATTY,CGNT,DEGR,DGHO,DGTU,EGGV,EGKN,EGLV,EGMN,EGMT,EGMX,EGRT,GGNO,GILT
IINOSV;AITT,CCMT,CHKN,EHOP
IINPPP;AHIL,EHIL
IINPRT;AABS,CEIP,DOSU,EGRW,EJKY,GIYZ,GOUZ,HLOT,LOOP,OOST
IINPTX;AGIL,AILO,CEIL,COOR,DEEG,DEEO,EGLO,EGOS,EOOS,FGOS
IINSST;BCOY,BDKR,CCKK,CFHP,CHKK,DFPR,IKMR,NOOT
IINSTW;
IINSTY;ACDM,ACGR,ACRU,ADEM,AEGR,AFGS,AMPT,CCLU,CDLT,CDOR,CKNO,CMMO,COSS,DEHM,DHOP,DHWW,DIIP,DILO,EFGT,ERUV,FGIP,FGJU,FKLN,GHOR,GIPR,GIRS,GKRW,LMOP,LMOU
IINTTU;ABDG,ABLY,ACGR,AGNN,AGNR,ALPY,CGNR,GKNN
IINTTW;DEER,EEMR,EENR,EORZ,ERTY
IIOOPP;AHLT,ALNT
IIOOTT;ACGN,ACNX,AELN,ALNV,AMNV,ANNN,CDHR
IIOSTT;ACLT,AELT,ALLS,AMST,BBIL,CDRR,CLLY,CMRR,EEHL,EFLM,EILM,ENNN,ERVY,ILNS,IPSV
IIPPST;ADNO,AILL,ANOO,CLOU,NOOO
IIPPUU;
IIPRRU;ADTY,AEEN,AMMT,CEHR,CGHN,DMMO
IIPRST;GHHW,HOOO,NOOT,OOOV
IIPRTU;AAMN,AENZ,ALPY,AMMR,CDEM,CHIP,EFLL,GHMN,GNOZ
IIQTUV;AENT
IIRRTT;BGHH,CEHU,CEHY,EEFP,EETW
IIRSVZ;AAMN
IISSTV;ACHR,AMPR,APRT,IMOP,IOPT
IISSTZ;
IJKLOY;
IJKMOU;
IJKMSU;
IJKMUZ;
IJKNOS;
IJLMPY;
IJMNOS;ABGK,ALRU,DEEW,ELLT,ORTW
IJMOOT;
IJMOSS;AHPR,CEKY,EHKT
IJNORU;AABT,AADG,AADT,ABOT,ADGN,AELZ,AGLN,DFGG,EGNR,EGNY
IJNOST;AACT,CDRU,MORW
IJNPSU;
IJNRUY;
IJOSST;AGNR,CEIO,EHKM
IJRSTU;ACDO,ALNO,BEGT,CDNO,DDEE
IKKNNU;EGIL
IKKNSS;ACDT,BCOT,BDRU,CCIT,CFIL,CHIT,EILO
IKKORR;BEEN,CDEP,CEWW
IKKOSS;BCNT,CCLR,CRTW,EEMR,EERT,EILN,EIRS,EJRR
IKKRSS;ACTT,BDNU,CCIT,CCLO,COTW
IKKRSU;BDEO
IKKUUY;
IKLLRS;ABCW,ACTU,BOST,FHOO,FOOT,GORW,OQUW
IKLLSS;ABCT,ABHW,ADNN,BORT,IINP
IKLLSY;DENS
IKLLTU;
IKLMOS;AABT,ACEI,AGNS,DDET
IKLMSS;CHOT,EHPT,FNUY,GIIN
IKLNNU;GGHO
IKLNOU;AEEP,AGTT,AGTW,BCGL,BGTU,CCDG,CDEI,CEEP,EEGT,EEHM,GGHN,GILT,GOOT
IKLNPS;AHRY,AORW,CGIR,EEEL,EHIX,GIPY
IKLNPU;ABCE,AEEO,CEEO
IKLNPY;AAGM,AEGS,AGNR,AGNS,AHRS,GIMS,GIPS
IKLNSS;AAMM,ABCG,ADLN,AGMO,AGPR,AOTT,BNOW,CFIK,DGOP,FINT,GIIM
IKLNSY;CGHO,FGIR,FINT,GIMM,GIMP,GIMR,GINT,GIPP,GIRT,GKLU
IKLNTY;AAIL,AALO,AEMS,CERS,DESU,FINS,GILN,GINS,GIRS
IKLOOT;
IKLOPY;EHMN,EHRS
IKLPSU;
IKLPSY;AGNN
IKLRSS;AADO,AGNP,AHPY,AOYY,BLOT,CCKO,COTW,EEGU
IKLSSU;
IKLSTU;AGNP,GNOU
IKLSTY;AABM,ADHO,AEMN,CENR,DENU,FINN,GINN,GINR,HIST
IKLTTU;ACMR,AGNO,BEMR
IKLTTY;HISS
IKMNOO;AGLT,CPPU
IKMNOR;AADG,ACGL,AGNW
IKMNRU;
IKMOSS;ALTT,CHLT
IKMOSU;BDGN,CERT,GNOT
IKMOSV;AAKR
IKMOTV;
IKMPRS;
IKMPSS;CEIL,EHLT
IKMPSY;
IKMRSS;DIIT,IINT
IKMRSY;AHOT
IKMSSU;AGNN,FLNY
IKMSTU;GNOO,ILLL
IKNNNO;DERR
IKNNPU;
IKNNSY;AACM,AGLO,AGLP,FILT,GILT,HORW
IKNNTU;EELL,GINT
IKNOOR;
IKNOPS;ACOR,AFHI,CCCH
IKNOPT;ABER,ACEM,ACLN,AEHK,CCEH,CCOU,EEGU,EFIN,ERTY,GHRU
IKNORW;
IKNOSS;ACHT,BCKT,BGPR,BLNW,HNRT
IKNOST;CHTW
IKNPRS;BCGU,GILN
IKNPSS;BGOR,CDEE,DGLO,DGOW,EHRR,EIPT
IKNPTU;EEGO,GHOR
IKNSST;BCKO,BDIR,CCIK,CHIK,DEEW,FILN,GHIT,HNOR,IIMR
IKNSSU;ACDQ,AGMN,AGQW,FGRY
IKNSSW;ABCG,AGQU,BLNO,CDEE,DEEL,DEET,DGOP
IKNSTW;ACGH,AGHH,CGHI,CHOT,EEGH,ERTY,GILN,GIRY
IKNSTY;CDEI,CELR,DELU,EORT,ERTW,FILN
IKNTWY;ERST,GIRS
IKOOPT;ABHO,CCNU
IKOORS;ACNP,CDPW,FLLT
IKOORU;CGNT,GNTW
IKOPTU;CCNO,EEGN,GHNR
IKPPSY;GILN
IKPRSU;BCGN
IKPSTU;
IKQRSU;AANT,CEEN,EEIL,EINS,LLOW
IKQRUY;
IKRRSS;
IKRSST;BDIN,BLLO,DIIM,HNNO,HOOP,IIMN,IOPW
IKRSTU;AANQ,ACLL
IKSVVY;
ILLMOU;ACFT,ACTU,ACTV,AFRT,APRT,COQU,CORT,DHPY,QTUY
ILLMPY;AABC,AABP,ABCO,ACOY,AEOS,ANOO,BHIS,CIIT,EIOT
ILLMSY;BGNO,DENS,EEST,EOOT,NOUU
ILLNOT;AABO,AAEM,AAKY,ACQU,ANOY,AOPY,CEIN,DENY,EIMO
ILLNOY;AAKT,AANT,AARS,AART,ABIM,ABIV,ABSV,ACHP,ACUV,ADFM,AERT,AFMR,AIMR,AISV,ANSU,ARST,ASVY,BBGH,CCIP,CHSW,DENT,DEVV,EGTU,EIMV,ENST,MSUU
ILLNUW;
ILLOPW;
ILLORT;BKSS,CDKS,CMOU,EEHZ,EEMM,EOPR,ERUY,FIMS,FKOS
ILLOWW;EIKL
ILLPRS;COTU,HOOT
ILLPSS;AAGW,ACIO,AHOV,AMRU,ARTU,BNOO,DHIR,HNUY,IIKN,INOO,NOOU
ILLPUV;DEIZ
ILLQQU;
ILLQSU;CHIY,COOT,ERRY,IOOU
ILLRST;AAAG,AACI,AAGO,AAOP,ACKU,BKOS,CDKO,FGIL,FIJL,FIMO,FKOO
ILLSST;ABCI,ABCK,ABGO,ABIR,AHIO,AIOT,AIPR,AIRT,APRU,BGNU,BKOR,GIMR,HTUY,MOOR
ILLSSW;AAGP,AHPT,BDOR,BEEO,DENY,EEOP,EEVY,EFNU
ILLSTW;ABHR,AIMT
ILLSTY;CHIK,CIOT,COOO,COOV,EEMS,EEOW,EIPS,ELSS,EMOO,FGIN
ILLSUV;AITV,DELL
ILLTWY;AELO,EEOS
ILMNOU;AACT,AAEF,ACCN,ACEE,ACGR,AFRT,AGGR,AINT,AMRT,AORT,ARTY,BDRY,BMOT,CCEN,CDEE,CEER,CEIN,DEPR,EEFQ,EEHK,EEHR,FGIR,FGMX,GGPR,GMOY,GNRY,INTU
ILMNRU;CCOU,CEFU,CIIT,COUV,ENTU
ILMNSU;DPUU
ILMOOS;AGTT,AGTU,BHPR,BRWW,DHYY,DPPY,FHOT,GITX,GOPT,HIPZ,HPUY,IJTU,ILLM,IMNU,RTUY,TTXY
ILMOOV;
ILMOPY;AAST,ABBR,ABRV,ACCC,ACHT,ACLY,ACOT,ACRR,AEGS,AEGZ,AELS,AGST,AHHT,AITT,ALRX,APRU,BEOR,BISS,CDOU,CEFX,CNOY,EESS,EHKN,EILT,ENTT,EOSS,EPRR,ERSV,FINP,FIRS,INST
ILMORS;BHOP,CLUY,GOOY
ILMORW;AEFT,CDOR,EPTU
ILMOSS;ABGL,CCTU,NPTU
ILMOSU;EPUX,IJOT,IORV
ILMOTU;AACN,ACFL,ACLU,ACLV,ACNU,ADEV,ADLM,ADNO,AILN,AINN,BMNO,ILOS,INNU,LQUY
ILMPPY;AABL,AACR,AORU,EORR,FINO
ILMPRY;AACP,ABBO,ABOV,ACOR,AOPU,ATTU,CHLO,FIOS
ILMPSY;CIIT,DOOP,FHRU,INOT,NOOO,NOXY
ILMRSY;AGNT,AIIT,BFIO,CLOU,FHPU,FIOP,GHPU,GOOO
ILMRTY;ACHH,AGNS,ANNU,APTU,BGOO,CFOO,FHLU,FIMO,GIMN,HNOT
ILMSSU;ABTT,AKTT,COOR,GIRT
ILMSSY;CCCI,GIOO,GOOT
ILMSTU;EEHV,LOOT
ILMTUU;ACLO,ACNO,CIMN,CNOS,ENNR,GOPR,INNO,IOSV,LOQY,NOSY,OSTY
ILMYZZ;
ILNOOS;ILNN,IMMU,MUUV
ILNOOT;AAER,AART,ADEV,AEIT,AERT,AHRZ,BCOR,BDIP,CJNY,DEOT,ENNV
ILNOPP;ACIR,CHOY,DHOY,FIMY,IORT
ILNOPT;
ILNOQU;CEFI,CHOR,EEFM,EENT,EGRY
ILNOST;
ILNOSU;
ILNOSY;AADL,AALR,ADMN,AEFR,AFMU,ALNU,BCEM,CENV,CESZ,LMUU,OOSZ
ILNOTU;IMNU,INTY
ILNPRU;
ILNPST;
ILNPSU;
ILNPUY;ADEO,AITT,ASST,BDLR,DEMT,EHLM,EITV,ELOT
ILNRTY;CCGI,DFGI,FGIL,GGNU,GHIV,GIMM,GINU
ILNSSY;ACCT,ACHO,ACLN,AHPP,AIMR,AIRU,APTU,BBHO,CIOZ,FFHI,FKMU,GGLO,HLPU,OOOZ
ILNSTU;
ILNSVY;GIRT,LOPY
ILOOPS;ACHH,AHIZ,BHMR,CEEH,CIMR,CMOS,CRSY,CRUU,DDDL,DHIS,DHPY,DLPY,DMPY,EGHL,EGHU,EGOS,EHHP,FHLW,GGHR,GHYY,HHPY,HIMZ,HMUY,HOUZ,IRUV,IRUX
ILOORT;AABN,AABU,AANT,ACIN,ACNO,ACNU,BCNO,CCIP,CGOP,CGPT,CIPP,CLMU,DGPT,FGHP
ILOOST;IJMU
ILOOYZ;AAPR,EGMS,GMST,NOSS
ILOPPY;AAGH,AGHR,AMRU,ARTU,EMRR,FIMN,HHOT
ILOPRX;ACET,ENSS,IOSU
ILOPRY;AAOZ,ABBM,ABEN,ABMV,ADEH,AGHP,BEMO,DEHH,DEHP,DHHY,EGNV,EHOT,GINZ,GNYZ
ILOPSS;AAFR,ACIL,ACMR,ACUY,AGNN,AMPR,BCHK,CMOO,CMOY,CORY,DGKN,HMUY,RUUY
ILOPST;CCYY
ILOPSU;AADL,ADHI,ADMM,FHRW,HOOZ,IORV,IORX
ILOPSW;AANU,AKNR,DNOT,DOTU,EGGR,EGHU,FHRU
ILOPSX;AACM,AALY,ADEH,ADRY,AEEN,AEEP,DEHU,EEHN,EEHR,EIMN,EMUU,IORU,MNYY,NRYY
ILOPTU;AACT,AANP,AANV,AGHL,ANOP,EMRW,EORW,GMRU
ILOPTY;AAMS,ABCM,ABES,ABHS,ABIT,ACDO,ACHH,ACHM,ACIT,ACMO,ACMS,ACSU,ADEV,AETV,AGMS,AHHM,AHHS,AIMT,CCHI,CCIM,CCLO,CCOR,CCSY,CHLS,CIRV,EGOS,EHHS,EHMS,EHOR,FGNS,FLOT,GHHL,GINN,GLNT,GNOS,GNSY,HHOP,HOSS
ILOQRU;AAET,ADIT,AEFT,CHNO,EGNY
ILORST;DGHP
ILORSV;AMNU,BILY,CDHO,CMOT,GOUY,IMOU,IOPU,TUUY
ILORSY;ACGU,AFFS,AKSY,BEGO,BFIM,BGOT,BILV,CCGO,CCGU,DFGI,EEVW,EGLS,EGLZ,EGUV,EITT,ETUV,GMOO,GOOT,GOUV,OUUX,SUUU,TUUV
ILORSZ;AAOT,ACHU,AGIN,BEIM,BEMY,DEEM,EEGU,EEMN,EENV,EFMU,EGOP,EMUV,HINP
ILORTU;AABO,ABIR,ACJY,ACLR
ILOSSU;ACIV,ACPY,EEFH,EHLM,FGOT,HMPY,PRUY,RUUY
ILOSTV;CLOY,CMOR,RUUY
ILOSTW;DNOP,DOPU
ILOTTW;EERR
ILPPRY;AACM,AEGN,AGHO,DEHO,EETX,EMOR
ILPPSU;NOOR
ILPPSY;
ILPPTU;AANO,AGNO,ANOO,EEKP
ILPRTY;AABU,AAIT,ADEI,AMTU,CCOO,CDEE,CEFH,CEMO,CIIT,CIOV,DEIN,EEMV,EEMX,EENX,EEPX,EEUV,EHOO,ENRU
ILPSST;
ILPSTU;
ILPTTU;AACC,AACE,AACO,AEVY,ENQU,IMNO
ILQRSU;DEII,EFII,EGIN,EHIN
ILQSTU;ACIM,ADIY,CEEN,CLOO,DEII,DEIY,EEEN,EGNY,EIOP,LORW
ILRSSW;ADOT,BDLO,CKOT
ILRSTU;FGHP
ILRSTW;AEEM,AEEN,AEOU,AEPS,CGHI,DELO,EEES,EENS,EGGI,LOQU
ILRSTY;
ILRSWY;ABDE,ADFH,AEGN,EELS,EEOV,EHHS,GILN
ILRTWY;
ILSSTT;AAMN,ACHW,ADLN,BDIR,FNOR,GHOP,GOOO,IINO
ILSSTU;DHOO,DOUY,EELV,FGOO
ILSTTU;AABO,DIIY,LMOO
ILSTTW;DDEI,EIKN
ILSTTY;CGOO,DIIU,GINN,MOOX
ILSTUU;ACOY,ARRV,BCOO,BELO,CDDE,CEKN,CFNO,CMNO,DEIN,DORS,DOSY,EFGR,ENOV,GOOP,MNOP,MNOY,NOPR,ORVY
ILSTWY;EELO
IMMMOS;AILR,BIIL,CGHU,FMRU
IMMNOS;AGGN,AGOT,AILN,BEEG,BEGO,BEHO,BGIO,CGNO,EEEN,EEGH,EETY,EGNO,EHOT,EHOY,HIPR,LOOP
IMMNOU;AGPT,AINT,ALRT,BLOT,CGHK,DOOP,ELOP,FGLX,GLOY,IINT
IMMOOR;ABEF,BCEI,CCIT
IMMOOS;AANN,AEGH,AEGN,AELY,AENN,AGNT,CDDE,CGNN,CNNU,EGNN,EHNT,EHNY,ILLL,ILNU,LNOP
IMMOSU;ADLP,AFQR,BCLU,CGHM,CPPR,DEFR,DIIR,FMMR
IMMOTU;AENU,AFRU,AINN,ALNR,BEHR,BLNO,CERX,IINN
IMMOTW;
IMMSTU;AART
IMMSWY;
IMNNOW;BGIR,BGRU,EGKR
IMNNTU;CEFI,ELRU
IMNOOR;BDHY,HLOP,HOOP
IMNOOS;AAMN,ACNP
IMNOOT;HMYY
IMNORS;
IMNOST;FHTU,HILL,ILUY,NYYY
IMNOSU;ADDY,ETTT,FHTT
IMNOSY;AANR,AAPT,ACDI,ACEM,ACNT,ADDU,ADHR,ADLN,AEER,AFLU,AHLW,ALNT,CCEK,CEIZ,CIMT,DEMU,DHRU,EEMR,EEMT,ENYZ,ILPT,ILTU,LLUU,LPXY,LTUU,NTYY
IMNRRU;CGRU
IMNRTU;BDOT,BHPT,CHHY,CIIL,CIIO,FIOY,GILO
IMNRUY;ACEN,ADNS,AGNR,BDLO,BGLL,CHHT,EOST,FIOT,GLNO
IMNTUX;ABLO,AEGH,AEHO
IMNTUY;ACLS,ACOT,AEIQ,AILR,ALNR,ALOR,CESS,CHHR,DEIS,EORS,FIOR,GHLP,ILOS,LOSU
IMOOTV;AETU,AINT,CDHI,CELO,CEMR,IMRU
IMOPRS;ACMR,ACXY,CCOY,CILO,CIMR,CMPU,CNUY,FGNO,GUUY
IMOPRT;ABEL,AEEM,AEHL,ALOR,CCEY,CEIP,CELY,EHHL
IMOPRV;ABLY,AFOR,AINT
IMOPST;DFOY,GLOO
IMOPSU;AACR,AEEQ,CCER,CEEE,CELV,CERR,CMPR,EFLL,EFLR,EGHP,EHPS,ELUX,GRUY,HLOY,HLSY
IMORRR;AACY,EEPP,EEPT,EIKL
IMORRS;AAFM,AAFO,AAMS,AAMY,ACGM,ACGN,ACMP,BCTU,BEMN,CFIT,CFMO,CHIT,CIMP,CITT,CMOT,EENZ,EGOU,GLLO
IMORSU;ADDO,AFMQ,BBNO,BDDN,BLLO,DIIM,FMMM,GPUY,ILOV,NOOV
IMOSST;BBGH,OOTZ
IMOSSX;IQTU
IMOSSY;AQTU,BILP,DPRU,EELP,ELMP,ELOP,ERTT,ERTU,ERUV,HLPU,OPRR
IMOSSZ;EELN,EHLZ,NOOT,OOTT
IMOSTU;AATT,FHNT,IJLO,ILLO,LLOT
IMOSTV;AFIR,CCIN,IIPS,ILLL
IMOTTT;ACER,ACGN,AENP
IMOTVY;ABIL,CERS,CERT,EGHR
IMOTYY;ACLL,AHHP,CCEL,CCHR,HMNO,NNSS,NNSY
IMPPRS;AAEN,ACEN,AEGH,AEGN,AENT,ALNT,CMOU,DEKU,EHIU,EHLY,GNOT,MOTU
IMPRSS;AAAN,ADII,AGIN,AIMV,FILT,GIIN
IMPRSU;ACCT,ACNT,AGNO,AGNW,AINT,CMOP,CNOY,DHII,GOUY
IMPRSY;BEST,DOSU,EELO,EIMU,ELMO,ELOV,EOTZ,FILO,GOUU
IMPSTU;ACCR
IMPSUX;ELOU,EOOR
IMQRSU;
IMRRSS;AABB,AACU,AAGG,AAMO,AGOP,AIOP,BDOT,EHTY,EIPZ
IMRRSU;ABIT,BCOT
IMRRSY;BEEU
IMRSST;
IMRSTU;
IMRSUU;AHOT,DNOP,ENNO
IMSSSU;AACL,ACLT,ADJT,FINO,GINR,MOPY
IMSSTU;
IMUZZZ;
INNNOS;AAGH,ABDO,AIPR,GILV,GIRV,ILLO
INNOOR;ACCE,ACCL,GGIV,GGLP,GKTW
INNOOS;AAMM,ABDN,BOUV,CCLU,CCNU,CFHI,CLUV,CMMU,ILLN,IMSU
INNOOT;ABMU,AEHN,AEIP,CCCG,CCCO,CCEF,CCIV,ELNV,FGOT,GINR,GKRW,GMNO
INNOOY;AGMN,ARTV,CDDT,CDGP,EGMS,GMST
INNOPS;
INNOPY;ACLT
INNORS;AABC,AAMY,AAXY,AMUV,CCHY
INNORT;AABY,AAIM,AALM,AALZ,ACMU,AFRU,AILV,GKOW
INNORW;DEER,DETU,EMMS
INNOST;MSYY,MYYY
INNOSU;ADFR,AEMP,AMRV
INNOTW;ADEI,DEMS,DERU,EEPS,EERV,EESS
INNOWW;
INNPSU;AEMO,CEMO
INNPSY;AGKL,AGLP
INNRSU;BDII
INNRTU;CCEE,EEFQ,EERV,ELMU
INNSTU;DHWY
INOOPS;ABEW,AFRR,BPRU,DFRW,DOOW
INOOPT;AACC,ACCU,ACNP,AEIN,BDIL,CCKU,CELL,ETTT
INOORS;
INOORZ;ADDE,BGIT,CEEM,CEGR,CGIL,GIMT
INOOST;IQTU
INOPPR;AAAH,AACH,ABGH,ACIL,GHLT,GRTU,ILOT,LOSU,OORT,OSST
INOPPS;BORU,DIOU
INOPRS;DHII,DIXY,HILZ,HPRY,LXYY
INOPRT;HILT
INOPRU;ACCO,CDOT
INOPSS;
INOPST;AAHX
