AAAARR;CC,CJ,JK,PP
EGLOSS;CU,CY,LY,NN,NY
EGLOST;FR,HO,PR,PU
EGLOSV;
EGLOSY;AU,DE,RU
EGLOSZ;AO,DI,EN
EGLOUV;
EGLOUY;AS,GR,RS
EGLPRU;HO,MO,OO,OT
EGLRSU;AH,AM,AR,DS,ZZ
EGLRTU;II,OP
EGLRUY;AN,AT,DG,GJ,GO,HN,IN,NT
EGLRYY;CL
EGLSSU;CO,GR,LP,OR,PR,UV
EGLSTU;AF,AV,CH,MM,OP
EGLSUY;AO,AU,IN
EGLTTU;AE,AN
EGLUZZ;
EGMMRU;
EGMMRY;IL
EGMNNU;GI,II,IL,IW
EGMNOO;AT,BY,CN,HY,IR,MR,NY,RY
EGMNOR;DE,MO
EGMNOS;
EGMNOU;
EGMNOY;AC,AD,AH,AL,AX,CE,CI,EH,HO,LO,NO
EGMNRU;AK,AT,DE,EE,SS
EGMNSU;AD,LS,RS,SS
EGMNTU;DJ,GY
EGMNUU;DM
EGMOOS;AI,AR,BL,LR,RR
EGMORS;EL,EW,LO,LS,OR
EGMORT;AB,AG,AH,EE,EH,EY
EGMORU;LP
EGMOST;AP
EGMOSU;AL,BE,IL
EGMRSU;BE,BL,ET,IN,IP,NS
EGMRTU;AA,AN
EGNNNU;BI,DI,IR,IY
EGNNOO;LR,MY,TY
EGNNOS;DE,ES,EV,IJ,IP,IR,LS,RT
EGNNOU;TT
EGNNRU;DO
EGNNYY;
EGNOOR;BU,DG,EV,LN,LP,LV,MM,OP,RV
EGNOOT;AM,CY,DL,HP,HY,NY
EGNOOY;BM,CI,CT,HM,HT,MN,NT
EGNOPS;AT
EGNOPU;AD,DE,DP,IS,PR
EGNOPW;IR
EGNORS;RW
EGNORT;BU,CE,DH,DU
EGNORV;AG,AH,AM,AU,CE,DE,EO,HU,LO,OR
EGNORY;DH,DY,IK
EGNOSS;AB,AD,AI,CI,CT,DD,DO,EI,EN,FT,HI,HO,IL,IO,LN,LS
EGNOTT;AR,NU,RS
EGNOTU;AR,AY,IR,IV,JL,NT
EGNOXY;AM,CI,EN,IP
EGNPRU;AP,DE,DU,EX,OP
EGNPSU;
EGNPUX;
EGNRTU;BO,CY
EGNRTY;CU,LU
EGNRUY;AL,BI,DE,HL,IL,IM,IQ,LT
EGNSTU;AB,AD,AN,AT,NT,NU
EGNSUU;BS,FS,HO,IQ,NT,PR
EGNUVY;
EGOOPR;BE,DL,DM,LL,LN,LU,NO,RU
EGOOPS;IT
EGOOPY;DL,LL,LN,LT
EGOORV;EN,IN,LN
EGOOSS;CR,DN,FU,HL,HN,LR
EGOOST;AF,AR,BL,HL,RT
EGOOSY;AW
EGOPPT;
EGOPRR;AD,AI,AN,DI
EGOPRS;ET,EU
EGOPRY;AC,AL,HL,IS
EGOPSU;AP,AS,EI,ER,HI,IN,IR,LT,RR,SY
EGOPSY;AB,IN,IR,LL,NR,SU
EGORRS;AN,MO,OV
EGORRU;DN,EV
EGORRW;AM,EV,HT,OV
EGORSS;CO,IM,IP
EGORST;CE,EP,EU,HU,LP,OT,OU
EGORSU;EJ,EP,ET,HI,HT,IP,IT,OT
EGORSV;AE,AI,AY,EG,FI
EGORSY;AV,EF,IP,IT,LU
EGORSZ;IT
EGORTV;AL
EGORUV;ER,HN
EGOSSS;
EGOSTU;ER,FR,HI,HR,IL,IR,IV,LP,MR,RR
EGOSTY;IR,NU
EGOSUV;IT
EGOSYZ;MN
EGOTTU;NN
EGOTYZ;EN
EGOUVY;AR
EGPPRY;
EGPRRU;AD,IM,IN
EGPRSU;GI,IM,IO
EGPRSY;IO,LU,NO
EGPRUW;
EGPSSU;DL,GI,HU,LL,OY
EGPSTU;DI,GI,IL,LO
EGQSSU;DI
EGRRSU;DD,DT,NT
EGRSSU;DL,DM,GL,LN,MN
EGRSTU;AB,AC,AO,AP,AU,CH,FF,FO,HO,MM,MO,OO,OR
EGRSYY;
EGRTTU;AH,AO,DE
EGRTUZ;
EGSSTU;AB,AC,AP,AU,EN,HI,IT
EGSSUY;IW,OP
EHHIIS;GR,PR,TV
EHHIKS;
EHHIRT;AE,DE
EHHISS;AN,AT,FR,GN,TU
EHHIST;DW,EL,IV,LO,PS,SU
EHHKST;BO
EHHNPY;CI,DE
EHHRST;DE,EL,ER,ES,OU,SU
EHHRSU;AC,CC,DE,EO,OT
EHHSSU;IT
EHHSTY;
EHIIMS;AC,CC,CF,CO,CT,DM,DN,DT,DW,FU,LO,NO,PT,RW
EHIINN;AT,CL,GG,GR,MO,OT,QU,RW
EHIIPP;GM
EHIIRS;CZ,GH,HP,LV,LW,MW,PV,RW
EHIIST;AK,AL,CE,CK,CM,CN,CT,DM,DN,DT,EG,FL,GN,GY,HV,IK,KN,LL,LT,MP,PP,PT,TX
EHIKKS;LU
EHIKMV;
EHIKNO;LR
EHIKNU;
EHIKOR;LN,NS,PS
EHIKPR;
EHIKRS;
EHIKSS;BO,CO,CT,IL,IW,TW,WY
EHIKST;BN,II,IN,LU,MN,NR,NU,SU
EHILLR;AB,AF
EHILMU;AR,CO,EN,KP,QU
EHILNS;DE,DI,EM,ET,FI,IR,KO,MO,OT,OV,TY,WY
EHILOO;DD,DK,FK,KK,KP,NP,PZ
EHILOR;BR,BS,CC,CD,CN,CS,CT,CY,DN,EM,ET,GM,GT,HP,KN,NT,NU,PS,PT,SS,SU,TY
EHILOS;AM,AR,CD,CN,CR,DM,DP,EK,EP,FP,GU,IM,KN,KY,MN,NP,NV,PR,RU
EHILOT;AM,AR,AZ,CI,CR,ER,GR,KM,KY,RY
EHILPR;BU,HO
EHILRS;BO,CF,CK,CO,GG,GN,IN,IW,RW
EHILRT;EO,FI,NO,OY,TY
EHILSS;EV,IK,LW,ZZ
EHILST;DY,IL,KU,LU,NY,PU
EHILSV;AD,AS,AU,CE,DE,DI,ES,GN,LY,NO
EHILSW;CE,EE,FF,GN,IL,IR,LS,MP,NY,PS,RR,SS
EHILTV;
EHIMMS;IS
EHIMNR;CO,EJ,ET,GO,OP,OT,RY
EHIMNS;CY,EL,ES,IS,KT,TY
EHIMNT;CP,ER,HL,OR,OS,OT,PS
EHIMNU;AN,AT,AZ,EL,GX,MY
EHIMOR;EL,GL,GN,LO,NP
EHIMOS;AB,AL,BO,BU,BY,IL,OS,PS
EHIMRS;IW,PR,PW
EHIMRT;AK,AP,BU,DE,EN,EP,GI,UU
EHIMRU;AA,AL,BT,ER,OT,TU
EHIMST;BL,EP,GP,GT,IP,KN,LT,NP
EHIMSU;BO,EF,FI
EHIMTU;AN,AY,BR,OR,PT,RU
EHINNN;
EHINNS;AC,BO,CO,GM,GT,GU,JO,RT,TT
EHINOR;AT,BG,GM,GT,GV,KL,LT,LU,MT,NT,TV,ZZ
EHINOT;AR,AT,BG,ER,FN,GR,GZ,HP,IN,MR,MT,NR,NW,PR,RR,RV
EHINPP;AY,OR,RU
EHINPX;AR,ES,SS
EHINRS;NY,PU
EHINRT;LO,MO,OP,OR
EHINRW;AU
EHINSS;BE,EE,EM,EV,GG,GH,GM,GO,MO,UW
EHINST;DI,IK,KM,KU,LY,MP,MY,NT
EHINSW;BO,DU,LY,OP,SU
EHINSZ;AG,AS,IR
EHINTW;DE,GT,NO
EHINTY;CO
EHINTZ;AI,AL,GO
EHINUV;
EHINWY;LS
EHIOPR;AC,AU,AZ,BO,CT,CU,DT,HL,LT
EHIOPT;AT,DR,HN,NR,TW
EHIORS;AL,BL,FV
EHIORT;AL,AN,EL,EN,EZ,LN,LP,LY,NN,NP,WZ
EHIOSS;BK,CE,CK,CM,CW,DD,DM,DU,DW,GN,GO,KN,MN,MO,SW
EHIOST;EX
EHIOTT;AD,AN,AP,MN,PW,UW
EHIPPR;NU
EHIPRS;DE,DM,EE,EM,EN,ER,FI,GN,IV,MN,MR
EHIPSS;CT,DI,DU,ET,IP,MP,PU,TU
EHIPSZ;AT
EHIRRS;BT,GN,GT,IT,IW,LL,LW,MP,TT,TW
EHIRSS;BT,BU,BY,CC,CM,CT,DD,MM,MT,MU,TT,TU
EHIRST;
EHIRSV;FO,IP
EHIRSW;DD,DE,EG,ER,FF,IL,IM,IR,LR,ZZ
EHIRSX;EE,ES
EHIRTT;AA,AP,EN,EP,LY,RU
EHIRTV;CE,EY
EHIRTW;CY,OZ
EHIRTZ;AY,EE,EO,OW
EHISSS;AM,AT,AY,ET
EHISST;BR,CK,CP,CR,CW,FR,GR,GY,HP,KW,PR,RW,SW,VZ
EHISSV;CE,EL,EN,TZ,UW
EHISSW;AL,AP,AT,CO,CT,CU,ET,FU,IK,IM,KT,KY,LL,LP,LT,MY,NU,OT,TU,UV
EHISTT;GM,GN,GT,IX,MY,NN
EHISTU;AB,CF,CG,CH,CQ,DO,FF,GG,GO,GV,KL,KN,LL,LP,LT,NO,PU
EHISTW;AS,ES,FF,MO,OS,PP,SS,SU
EHISZZ;
EHITTW;CD,DG,GN,OP,OU
EHITWY;CR
EHJOPS;
EHJORS;AB
EHJOSS;
EHKLPT;CI,II
EHKLSW;
EHKLWY;EI
EHKMSS;CC,OO,OY
EHKNOR;AB
EHKNOY;
EHKNRU;DE
EHKNUY;CP
EHKOOR;MW
EHKOOY;
EHKORS;AD,DE,IP,MU
EHKORW;AD,CC,MO
EHKORY;
EHKRSU;AB,AE,MO
EHKSTY;LO,LU
EHLLOR;AC,AW,DE,EV,OW
EHLLOS;BP,CK,CM,CY,DG
EHLLRU;
EHLLSS;AC,AE,AR,AS,AT,BU,EE,EM,EN,EO,EP,ER,IN,IT,IW,NU
EHLLSY;AD,IV
EHLMMU;AB
EHLMNU;AY,CO,DE,EI,OT,OY
EHLMOP;AL,GN,IL,LY
EHLMOS;AE,AI,AN,AR,AU,BW,CK,CL,CR,DI,DU,ES,EY,II,IN,IT,MW,NT,NY
EHLMOY;AD,DR,ES,EZ,IL,LP,PS,RT,TX
EHLMSW;AI,AP,BO,DE,EM,IP,MO,MU
EHLMTY;AL,BI,CI,DI,OR,OX
EHLNOP;ET,GM,NU
EHLNPY;AT,BI,CI,DI
EHLOOS;BT,FX,HT,KT,KZ,PT
EHLOOY;BP,GR,GT,PT,RV
EHLOPP;EE
EHLORT;EI,GI,IP,OP,PP,TT
EHLORW;AL,LO,MO
EHLOSS;CE,EL,EM,EP,NR,PY
EHLOST;BO,EL,EP,FP,GO,HO,KO,MN,MO,OP
EHLOSU;AE,AM,CD,CK,CR,CT,DE,DF,DG,DM,DR,FP,FU,FY,GI,IR,NP,RV
EHLOSV;DE,ER,IN,RU
EHLOSW;AJ,CE,DO,MM
EHLOSY;AR,CL,EE,EK,EM,FR,FU,IK,MN
EHLOTW;
EHLPPS;DE,ER
EHLPSS;DO,OO,OS,OY
EHLPSW;AM,EE,IM,IS
EHLRRU;AT
EHLRSU;OV
EHLRTU;AC,AG,AR
EHLRUY;CC,GN
EHLSSU;AN,CC,LN
EHLSTT;FW
EHLSTU;AF,AP,CC,CF,CG,CO,CY,IK,IL,IP,KY,LN
EHLSTY;AC,AI,AN,AT,CI,CN,CU,DI,ER,IN,IR,KU,NY
EHLSVY;IL
EHLSXY;OT
EHMMOS;CI,LW,OS
EHMMRU;CI,DT,RT
EHMNOP;AC,AG,AR,CI,GL,IR,OR
EHMNOT;BY,IR,IT,NY,OW,OY
EHMNPU;AR
EHMNSU;AO,AT,EG,EO,ER,ES,GO,NT,TT
EHMNSY;ER,IT,LO,LS,PT
EHMORS;AD,AG,AL,AN,DO,GN,KU,KW,NO,OR,OZ,PW
EHMORT;OP
EHMOSS;DI,EL,GU,IN,IP,KY,UU
EHMOST;AC,AP,AT,AU,AW,AY,BU
EHMOSY;AD,AT,BI,BO,EL,LN,LP,RT
EHMPRU;AN,DG
EHMRRY;IN,IR,IT
EHMRST;CU,MU,PU,RU,UV
EHMRSU;AB,AC,AL,AT,BL,CN,CO,CT,EN,EX,KO,OT,RT,TV
EHMRSY;BE,EN,IM,IT,OT
EHMRUY;CG,DN,TY
EHMSSU;AB,AG,CN,CO,CT,EN,GO,TY
EHMSTY;AC,AO,AT,ES,NP,OR,SU
EHMTYY;RU
EHNNUW;
EHNOOR;TW
EHNOOV;
EHNOPR;AC,AD,AE,AM,AT,EU,MO
EHNOPS;AC,AT,AW,CE,CO,EG,ET,SS
EHNOPU;AI,CI,CN,CT,ER,LN
EHNOPY;DE,EG,ET,OT
EHNORR;AC,DE
EHNORS;CV,FL
EHNORT;GI,IM,IN,IP,IV,NU,OW,UV
EHNOSS;AD,AX,CZ,DW,EN,GI,GO,IK,IL,IM,OW,PS,PY
EHNOST;AL,AP,DZ,EP,GU,NU,OU,UU
EHNOSU;AM,EH,EM,NT,OT,TY
EHNOSY;CI,GI,LM
EHNRSU;AE,EM,EP,IM,IP,IS
EHNRSY;AB,AG,CL,EG,EM,IN
EHNRTU;EO,ET,NO,OV
EHNSTT;AC,AI,AS,CU,GI,GR,IN,MU
EHNSTY;IL,IM,LY,MP
EHOOOP;BZ,DP,LL
EHOOPR;AK,BI,CE,DT,EV,LT,MN,MT,RT,TY
EHOOPY;BL
EHOORT;DP,EM,LP,MP,MU,NW,PR,PY
EHOORV;DE,DL,EP,LY
EHOOST;BL,BO,BX,CC,CH,CN,GL,HL,HP,HU,KL,LP,NU,PT,PU,PY,UU
EHOOSV;BE
EHOOSY;BM,BU,PT
EHOPPR;AG,EY
EHOPPS;EI,EW,IP,IT,IU
EHOPRS;AD,AS
EHOPRT;DE,DI,DO,IL,IN,LO,MO,OR
EHOPRU;AI,CI,DL,GL
EHOPSS;AC,AL,AR,DL,KY,LO,LY,NY,RW
EHOPST;FL,HO,LO,OT,OU
EHOPSU;AT,FL,GI,IP,OT
EHOPUV;RS
EHORRS;CC,CE,DE,DG,EV,EW,GU,MO,PY
EHORRT;DE,EX,OP
EHORSS;AP,PP
EHORST;
EHORSU;AV,AW,DD,DL,GR,KM,LV
EHORSV;AR,AU,AW,CN,CU,EL,ER,EW,FI,IT,LU,PU
EHORSW;AR,AU,AV,BC,FO,GO
EHORSY;AL,BD,FL,LT,MT,RT,TU
EHORTT;AC,CC,LT,UW
EHORTU;EN,ET,EW,NN,NV,TW
EHORTV;AE,EN,MU,NU
EHORTW;IZ,NO,TU
EHORTX;DE,ER
EHORTY;BC,DI,DN,FR,NR,RS
EHORTZ;EI,IW
EHOSSS;CO,HO,IW,MO,OW
EHOSST;AB,AG,AU,BU,CC,CH,DU
EHOSSU;AG,AT,BT,DI,DT,GM,IT,MU
EHOSSV;
EHOSSY;BK,ET,IT,KM,KP,LP,LT,NP,PT
EHOSTT;AM,AP,CU,CY,OP
EHOSTW;IM,IS
EHOSUY;BO,FL,NT,RT
EHOTXY;
EHPRSU;AX,AY,DU,EN,ET,TT
EHPRSY;AU,DE,ET,IL,IW
EHPRYZ;
EHPSST;CE,CI,CN,CU,EI,ER,HI,IL,IR,IU,LU,UY
EHPSSU;AB,AK,AN,AP,CT,DI,GU,IN,IP,IT,TY
EHPSSY;EL,IL,KO,LO,NO,NX,OT,TU
EHRRSU;GO
EHRRSY;AT,OP,OT
EHRRTU;IO
EHRRWY;
EHRSSU;DD,II,IN,IT,NN,NT,TT
EHRSSW;
EHRSSY;AA,AD,BI
EHRSTW;
EHRSTY;AD,AI,AR,AT,EL,EP,IL,IM,LO,MO,OP,OR
EHRTUW;DE,EO,OT
EHSSSU;AC,AQ,CD,CR,CS,ER,PR,QU
EHSSTU;AO,AX,BO,DO,EN,EY,HR,KR,MY,NR,OR,PY,RT
EHSSTY;AN,EM,EO,EU,GI,IM,IO,LO,MU,OP,PU
EHSTTY;AL,AM,AR,CO,CR,IM
EIIJMM;
EIIJRV;
EIIKLL;AT,EF,EN,ER,ET,EV,FM,GO,KM,KT,LY,MN,NO
EIIKLS;AB,EV,EW,KN
EIIKLT;AL,CR,DE,EK,EL,GW,KL
EIIKNP;EL
EIIKNR;GN,JT
EIIKRS;CD,CT,DD,MT
EIIKSV;DV,EL,ST,SV
EIILLM;CF,DP,FK,KK
EIILLN;AF,CO,DF,EF,EK,FT,GG,GO,KO,OR,PR,ST,SU
EIILLP;AC,CO,CT,DF,DM,EO,NR
EIILLS;NU,NV,UV
EIILLT;CP,EK,FH,FN,KK
EIILLW;
EIILMR;DU,ZZ
EIILMS;AD,AN,BC,BO,CN,DM,DN,DW,HO,IZ,MO
EIILMU;DR,LN
EIILNR;CN,DD,EN,EW,IV,LM,LP
EIILNS;AC,AF,AM,AZ,BB,BL,CM,EF,FH,KK,LM,LU,LV,VY
EIILNT;AF,AZ,CC,CH,CM,DE,EM,EV,FL,FY,LV,MN
EIILOR;CC,CT,DF,DZ,TT
EIILOT;CD,CH,CM,CR,CZ,MM,MP,PP,RT,VV
EIILPP;AT,EK,EN,OT
EIILPR;AD,AT,CT,CU,DD,DT,GN,KN,KS,LN,ST,SU,TT
EIILRR;CK,FL,FT,HW,PP,SW,TW
EIILRV;CT,GN,LY
EIILRW;DE,DF,EF,EK,EN,ES,GG,HR,HS,KN,RS,RT
EIILRX;
EIILSV;AT,CI,DH,DT,EK,ET,FI,GN,LN,LU,NO,NY
EIILZZ;MR
EIIMMS;AD,DH,DL,FN,IN,LL,LO,NU
EIIMNN;AD,AL,AT,BR,BU,EF,HO,LT,MO,MT
EIIMNR;AD,AU,BN,DF,FR,FS,LL,RU,SS
EIIMNS;AD,AF,AG,AL,AZ,BG,BO,DG,DH,DL,DO,FG,FI,FM,FO,FR,FU,GK,GO,GP,GR,GV,HO,HS,IM,LL,LS,MU,OS,OV,OZ,PR,RS,RV
EIIMNT;CI,CL,CO,DU,EL,EO,KL,LN,LO,LT,MN,MU,OP
EIIMPS;AY,DS,OS,OZ
EIIMRR;AP,CP,CT,NU,PS,RS
EIIMRT;BT,CH,CR,CT,GH,OV
EIIMRX;GN,NT,OP,ST
EIIMST;OY,QU
EIINNP;CO,DO,DP
EIINNT;AH,AM,CD,CG,CO,DG,FG,FI,GG,GL,GU,HO,LM,LO,MM
EIINOS;BE,BM,FM,GM,HM,MV
EIINOZ;BE,HM,NU
EIINPR;AT,CG,DT,DY,EV,GL,GN,GV,GX,LL
EIINPS;DS,FV,FX,PS,SX
EIINPT;AR,AZ,CE,CO,DR,DU,MO,OR,UV
EIINQU;BU,CL
EIINRT;BS,JK,KS,OP,OR,OS,PS,SS,SU,UZ
EIINRV;AF,AR,IL,OS
EIINRW;EL,ES,KL,SS
EIINSS;AN,AR,AX,ER,EV,EW,MR,NP,NW,PP,PR,PX,QU,RW
EIINST;HR
EIINSX;CG,CO,DE,GT,HV,PS
EIINSZ;AD,AF,AL,AM,AT,CI,CT,ER,HR,KT,LP,PT
EIINTV;AC,CO,LL
EIIPPR;KS,QU
EIIPPY;
EIIPRS;AA,EX,FF,FH,FU,GO,HH,LO,LP,LU
EIIPRT;AL,AN,AZ,ET,LM,LT,NO,TU,YZ
EIIPRU;CL,DE,DF,DM,FR,FS,LS,MM,PQ,PT,RS,ST,TT
EIIPST;AD,AS,AX,FY,GG,GS,KS,OV,SS,SW
EIIPSX;AT,ER,FN,HI,NS
EIIRRW;AH,DH,GN,HL,HR,HS,LS,LT,NT,PT,ST
EIIRSS;AD,AL,AN,AT,BE,BL,BT,DE,DI,DN,DO,DU,EN,EO,FO,GL,IT,LN,NO,NT,NW,OT,TU
EIIRSV;AA,AC,AM,AR,AV,DD,DE,DM,DN,EF,EN,ER,GN,MN
EIIRSZ;AD,AL,AT,CH,CU,DI,DO,DP,EN,FZ,GN,HN,MP,NO,OT,TT
EIIRVZ;AL,AT,IL
EIIRWZ;HZ
EIISSS;AL,DE,FO,KT,PT,TZ
EIISSV;EN,KV
EIISTV;AC,AG,AL,AT,AZ,CO,CV,HH,OP
EIISTY;CF,CN,FL,FP,GH,LM,LN,LP,LU,MO,PR
EIISVV;AN,AR,FI,KS,PR
EIISVZ;AT
EIITTT;AN,AR,AV,CK,OV
EIIVZZ;
EIJKNR;DE,IT
EIJKNT;IR
EIJKNU;
EIJKOR;RS
EIJLLT;
EIJLMS;AS,ES
EIJLRT;EN
EIJLTU;AB,EK,MT
EIJMOS;BU
EIJMPR;
EIJNNO;DE,DU,ER,GY
EIJNOR;BW,CU,EN
EIJNRU;AT,CO,GL,GQ,OT
EIJNSX;
EIJNTY;GT,JU
EIJOPT;
EIJRSU;TY
EIJRSV;
EIJRTT;
EIJSTU;AN,BE,DG,KN,MP,RY
EIJSTV;
EIJSUV;
EIJSZZ;AT
EIKKLN;AT,BO,CE,DO,EE,OO,OT
EIKKOO;AL,BL,HL,LN,ST
EIKKRS;BE,ET
EIKKRY;DE
EIKLLR;AD,DE,DO,EI,EY,NO,OV
EIKLLY;ER,IL,NU,NX
EIKLMN;DU,HY,IL,IT,OO,OS
EIKLMR;DU,EG,FO,OV,OW
EIKLMS;AE,AH,AK,AL,AT,DH,DM,EE,EH,ET,LS,NN,NO,OS
EIKLNN;AP,CE,DE,EG,GI,GL
EIKLNR;EF,HO,LO,OO
EIKLNS;EL
EIKLNT;KO
EIKLNU;GL,LY
EIKLNV;DI,EI,EO,GL
EIKLNW;AF
EIKLOO;AB,AK,BC,BK,DH,DR,FH,FR,FT,HK,KN,LM,LW,MN,NR,RT
EIKLOX;AD
EIKLRS;EE,EF,EO,FO,SS
EIKLRT;EE,EO,FU,OO,OY,UZ
EIKLSS;BO,DL,FF,LM,LO,LR,LT,MO,RT,TT
EIKLST;BO,BU,FO,FU,HU,KU,OY,SU
EIKLSV;AE,AR,CO,EI,ET
EIKLSY;HO,OT
EIKLTT;AM
EIKMMR;AE,CI
EIKMNR;BN
EIKMNS;LO,OU
EIKMOS;BD,CH,DH,LN,NT,NU
EIKMRR;AA,AF
EIKMRS;AP,IP
EIKMSS;EG,EP,IL,LL
EIKMST;EL,IL
EIKMSU;CD,CL,NO
EIKMSY;DE
EIKMTU;
EIKNNO;BT,CT,GT,MO
EIKNNP;AL,DE,DU,EF
EIKNOO;DM,KL,LM,MN
EIKNOS;BT,CT,FR,GG,GJ,MR,MT,MU,RT,TW
EIKNOV;AL,EL
EIKNPP;
EIKNPR;
EIKNPS;AC,AG,AL,CG,CL,EG,GL,GM,GP
EIKNPU;CD,DL,DN
EIKNPY;
EIKNRS;GR,GU,GY,OO,OV
EIKNRT;CG,GK,GW,IJ,PU,RU
EIKNRW;CG,GT
EIKNSS;DG,DN,NP,TT
EIKNSU;AT,CN,CQ,CR,FR,FT,GR,GT,KR,MO,TZ
EIKNSV;AT
EIKNSZ;IT,TU
EIKNTT;
EIKOOR;DL,FL,LP,LT
EIKOPP;EL
EIKOPR;DL,EL,LN,LO,LU,LW
EIKOPS;AL,LU,MS
EIKORR;WW
EIKORS;CC,CV,EL,EN,EU,FL,FN,HN,NN,NV
EIKORY;GN
EIKOSS;BH,BL,CD,CH,CY,DR,DY,LL,LU,RR
EIKOSZ;CD
EIKPPR;DE,ER
EIKPPT;
EIKPRS;DM,DU,LU,RU
EIKPRU;CL,DS,LO,LS,RS
EIKPSS;AL,AM,CE,CT,EM,ET,LU,MO,MU,NN,NO,NU,PT
EIKPSY;
EIKRRS;GN,NP,PU
EIKRSS;BW,LL
EIKRST;WY
EIKRSV;AL,CO,DE,DY,EE,NO,OP
EIKRSY;DV,GN,TT,TW
EIKRUY;BL
EIKSSS;BE,CN,IT,MU,NU
EIKSST;AH,AN,DU,HU,IL,IN,IP,IS,IV,LL,LN,LU,PP
EIKSSV;DY,IT,IV
EIKSTT;
EIKSTW;AG,AM,AN,AP,AR,IN,LN,NO,OR,RY
EILLMO;AL,CY,EK,HL,HP,HY,KO,NN,PR
EILLMR;AA,AC,BY,EP,EU,OP
EILLMS;AB,AG,AK,AL,AN,AY,EH,GN
EILLMT;AC
EILLMU;ER,KP,VX
EILLNO;AN,AR,BB,BE,DE,ER,IK,IR,KR,LY,MN,MU,PT,PY,TU
EILLNP;AS,AY,EH,ES,IR,OT,OY,SW,UU
EILLNT;AA,AB,AC,AE,AF,AH,BE,BU,CE,DE,DU,FI,IV,OP,OU
EILLOR;AN,BV,EN,EV,FV,IN,KN,KV,MP,TT
EILLOS;AB,AS,BU,BX,SS
EILLOT;AC,AF,AV,BK,CU,DR,FK,NP,NU,PY,RT
EILLPU;CD,DF,KM,LV,MT,NU
EILLRS;DR,DV,VY
EILLRT;CU
EILLRW;EF
EILLSS;HW,KO,KS,OS
EILLST;
EILLTT;AA,AB,BE
EILLTU;AG,AR,AZ,BE,BN,CK,CO,CR,DN,EK,FY,GN,NO
EILLTW;
EILLVY;AG,AN,DE,ET,EW,HS,IL,IR,LO,NS,NU,RS
EILLWY;DE,EV
EILMMR;IL
EILMNO;BD,BR,BU,CD,CG,CP,DG,EN,EP,ER,GN,LN,LU
EILMNR;IL
EILMNS;CI,IL,KN,LT
EILMNU;BO,BR,BU,EH,EN,ER,OT,PT,TY
EILMNY;AC,AD,AH,AL,AM,CI,DD,HK,OT,TU
EILMOR;CE,CK,EH,EN,FK,HO,KV,KW
EILMOS;AC,AH,AP,AV,AW,CP,CU,EF,EP,HI,IM,UV
EILMOT;AH,AK,AM,BK,DO,DV,HK,IM,IP
EILMPP;BE,IR
EILMPR;BE,EL
EILMPS;BE,CE,CO,EO,LO,OO
EILMPT;BU,DU,LU,NO,NU
EILMPU;BT,CU,DT,GN,HK,KL,LT,NT
EILMPW;
EILMPX;
EILMRS;DD,EE
EILMRT;
EILMRV;AP,AU,DO,KO
EILMSS;BE,DH,EJ,GG
EILMST;AB,AC,AK,AM,AN,AU,AY,BH,BN,CK,MU,NU,UU
EILMSU;AT,AV,DD,DO,DT,EV,FY,GO,MT,OT,OV,TU,UV
EILMSY;AD,AF,AH,AL,AT,CD,CH,ET,FU,IT
EILMTU;AC,AG,AM,AS,AT,BP,CU,DP,DS,EQ,JT,MS,NO,NP,NS,NY,OS,PS,RS,SS,SU,TU,TY
EILMTY;BH,CH,DH,ES,IS,NO,NU,SS,TU
EILMZZ;IR
EILNNO;AD,AL,AM,AS,BD,CT,DG,DT,GG,GI,GL,GM,IT,LM,MO,ST,SV,SW,TT,TV
EILNNS;AA,AE,AF,AL,AM,AO,BE,EM,EV,OR,OV
EILNNT;AD,AG,AR,AY,BU,CO,DO,FU,GG,GI,GT,GU,IM,IO,OT,OV,TY
EILNNU;AG,AL,BT,EJ,EM,FT,GG,GH,GI,GM,GT
EILNNW;AB,AG
EILNNY;BG,CE,TT
EILNOO;CG,CZ,KK
EILNOP;EM,LY
EILNOR;BG,BM,CC,CH,CK,DF,DH,FG,FU,GU,GW,HK,HU,KL,VV
EILNOS;HV,NV,NW,VV
EILNOT;EN,KK,NT,XY,YZ
EILNPP;AT,EI,EZ
EILNPS;LW
EILNPT;MU
EILNPU;AO,CE,CG,GM,LU,MT,OT
EILNRS;DF,DS,DW,FF
EILNRT;CU,EE,EJ,ET,FT,UV
EILNRU;AA,AB,AF,AH,AM,AS,AT,BB,BC,BD,BM,CE,CG,CT,CV,DD,DE,DF,DG,DT,EG,EM,EV,FG,FO,GG,GJ,GM,GO,GR,GV,GY,HO,OT,RU,ST,TV
EILNSS;DR
EILNST;
EILNSU;EE,IL
EILNSV;DE,DG,EG,EN,EO,GH,GI,HO,IL,IO,MO,NO,OO,OV
EILNSY;CG,FL,GG,GL,GP,HP,HW
EILNTT;AA,AF,AO,AP,AR,DU,FR,NO,NY,OR,SS,SU
EILNTU;BL,BN,EV,FN,MP,MY,RV
EILNTV;IL,IU,RU
EILNTW;RY
EILNTY;AB,AN,AV,DU,FI,MO,MU,NT,OX,OZ
EILNUV;CR,GR,IT,OT,RT
EILNUY;CC,DT,DW,EQ,FW,KL,LV,MT,PR,QU
EILOOR;AF,AV,CR,CZ,DG,DK,DR,FK,GL,GM,GR
EILOOS;
EILOOT;DM,FK,GY
EILOOW;CD,DP,KL
