AAABC;AABDRR
EEEIR;ABHNOV,BOQTUU,QSSSSU
EEEJZ;
EEEKV;
EEEKW;AADHRT,ACLORT
EEELM;ACCFIN,ACLNOV,AGIMRR,AGMRRY,DENNOW,DGIILR,DHORVW,DIMNUV
EEELN;AABCPU,AACHPP,AFLNTT,AHPTTT,MNOOPY
EEELP;AACHNP,ABBEVW,ABCITT,ABIINZ,ACCHLO,AHHTTT,AHITTZ,AHNTTT,CHHKNO,HHILLN
EEELS;
EEELV;ABBEPW
EEELZ;ABIINP,ADDFIU,ADISUX,AEHIRT,AHIPTT,AINTUV,CLORTY,IKNOST
EEEMR;
EEEMS;
EEEMX;
EEENS;CCFFII
EEENT;ABCFII,AILUVZ,CFFIIV
EEENV;CFFIIT,CMMOOT
EEENZ;ABIILP,AGGILO,AILTUV,HIMNOP
EEEPP;AACHLN
EEEPS;AAIKSS
EEEPT;ABCILT,AHHLTT,AHILTZ
EEEPV;
EEEPW;
EEERS;
EEERV;
EEETW;
EEFHM;AARRRS,DDIITY,DIISTT,DIISTY
EEFHT;ALNSSU,ALOPSS
EEFIR;
EEFJS;BCIIOT,DIIRTU,HILLSY,IIRSTU
EEFKL;ABRRRY,DIORRW
EEFKS;AEGINP,AHINSS,CCINOY,DHIIWY,HIIPSS,INNSSU,INORSS
EEFLM;CIPRTY,COORRT,EIIPRX
EEFLR;
EEFLS;
EEFLT;
EEFMM;AENNRT
EEFMS;AACINS,ACEFNT,ACENNT,AEFINT,AINOSS,AINOST,BERRUZ,CCEENR,CDNOOT,CINOSS,DENRRU,FINNTT
EEFNS;
EEFRR;
EEFRS;
EEFRT;
EEFRV;IILTXY
EEFRW;CHIKSS
EEFRY;ABCIIN
EEFSS;
EEFST;ACEMNN,BCIIJO,CIIMNO
EEFSU;BINNOT
EEFSZ;DIIINT
EEFTW;
EEFUZ;
EEGGL;
EEGGR;
EEGHN;ABINPP
EEGHS;ACEHRT,AHIOPT,AIILMP,BLOOPR,CIILMP,ERRTWY,IILLOO
EEGIL;
EEGIN;
EEGIR;
EEGIS;
EEGIV;AHHTWY,DILTTU
EEGKL;
EEGKR;EEENPR
EEGKS;AEEMPR,AEEPRT,AORRWW,EENNOS,EENOST
EEGKY;
EEGLM;AACHPY,DEIILR,HIILRT,IOOTYZ
EEGLO;ACCHIM,ACETTT,ILRRRU,IMOTYZ
EEGLR;
EEGLS;
EEGLT;
EEGLY;AACHMP,AACILL,AINNPS,BIILNV,CINNOS,EHNOSS,FLOORX,GIORSU,HIOORS,IILORS,ILLSSU,MNOOSU,NOOSUX
EEGMN;
EEGMR;
EEGNR;
EEGNS;
EEGNT;
EEGNV;
EEGNW;CLMORY,ELMNOT
EEGOS;AIMRRS,AKRRWW,EEKNST
EEGOY;ADGMRU,ADGPRU,ADHNRT,AGLLRR,CCNNRV,DHINRZ,ILMOTZ
EEGPR;AHORRX
EEGPS;CLLOOT,HIMPSU
EEGRS;
EEGRT;
EEGRV;
EEGRY;
EEGSS;
EEGST;
EEGSU;AIOTTV
EEGSV;
EEHIR;
EEHKT;ACDDHI,BILORR,CNOOPP
EEHLS;
EEHLT;DNORRW,FGIIRR,GHIRWW
EEHLV;AANPTT,MNOTTW
EEHLW;DNORRT,MNOTTV
EEHMR;
EEHMS;
EEHMT;
EEHMV;ACDORT,ACORST,AINNST,AIRSTT,LNOTTW
EEHNP;
EEHNS;
EEHNT;
EEHNW;AADMRR,LMOTTV
EEHOV;ACEIRV,ADINNS,DEIQTU,DINSSS,ILNSTT,INPSTY,LMNTTW
EEHPR;
EEHPS;
EEHPW;ACDDIP
EEHRS;
EEHRT;
EEHRW;
EEHRX;AAIOTT,ACIOTT,AGOPRR,AINOTU,AIOPRY,AIOTTV,ALLOPY,DENPTY
EEHRY;
EEHST;
EEHSX;
EEHSY;
EEHTT;AGMOPY
EEIJT;AACLUV,BCDFIO,DINNOR
EEIJW;
EEIKV;
EEILM;GOOTYZ
EEILR;
EEILS;
EEILT;
EEILV;
EEILX;FGNNOU
EEIMS;
EEIMV;AABCLN,AACLTX,ACEHNT,AGNNPT,AIILNT,ELNNNT,EORRRR
EEINP;
EEINS;
EEINV;
EEINW;CLMOOP
EEINX;FGLNOU
EEINZ;ADFLUU,AELTUV,CGIMRR,CHIMOP,COORVY,EHMNOP,IIORRT,LMMTUY
EEIPS;
EEIPZ;AAGNNO,AALLLR,BHLORY,CHIMNO,EHMNNO,GILLNT
EEIRS;
EEIRT;
EEIRV;
EEIRY;AADDMR,ACDMNT,ACGRRT,ADINTV,AHOPRX,ANOTVX,CCEGNV,CFNNQU,CNOOVZ,DIORTT,HHMNRT,HMMNPU,IORTTX
EEISS;
EEISV;
EEISW;
EEISX;
EEISZ;ACILLX,AILLTT
EEITV;CFFITY
EEIWZ;
EEJLS;ACEKPT,ACMNOT,ADHORT,AGLNOR,CEORTT,CIOPRT
EEJLW;
EEJLY;ACDITV,BCIOTV
EEJNU;ALOSSS,CDOPRT,CEERSV,CENSTV,CIISSS,CMNORT,IKNSSS,IMPSSS
EEJPS;ACEKLT,CILORT,HIINOT
EEJRS;ACEINS,CEENUV
EEJSS;AAPRRW
EEJST;
EEJSU;ABBCLT,ABCKLT,AENRTV,CCNORT,CEENRV,CENNTV,DFIIRT
EEKKS;DINPRU
EEKLN;
EEKLP;CEHHNO
EEKLR;
EEKLS;
EEKLV;
EEKLW;
EEKMS;CCHLOU,GLLNUU
EEKNO;AGGILP,CCDFIY,DLORRU,HIILPX
EEKNR;
EEKNS;
EEKNT;
EEKOP;AACGRV,AGGILN,AHRRTY,BGIKNO,CEHHLN,CFIKNT,HIILNX
EEKOV;
EEKPR;
EEKPS;FHIISS,MNNSTU
EEKRS;
EEKRT;DMNORU,DOOTUY
EEKRV;
EEKRW;
EEKRY;AHOPRT,BFLLUU
EEKSS;
EEKST;
EEKSW;MNOOPS
EEKSX;AELLOT,BCORTU,ELNOOT,MNOOPY
EELLM;
EELLS;CCEENX
EELLV;
EELMM;AAHISS,AEGRRY,AORTTV,DEINUV,GGIOOS,OORTUV
EELMN;CEOSSW,COPSSX,DDDSSU,FILLTU,PPSSSU
EELMR;
EELMS;
EELMU;CEMOTT
EELNO;BEMMTW,DKORRU
EELNS;
EELNV;
EELNW;BEMMOT,CGMORY,CIMOOP,EGMNOT,HMOTTV,IKNNPY
EELOP;ACCCMN,AGGIKN,CEHHKN
EELPR;
EELPS;
EELPX;ACNTTY
EELRS;
EELRT;
EELRV;
EELRY;
EELSS;
EELST;
EELSV;
EELSW;
EELSX;BGGGOO,DORRTY
EELSY;DELOWW,GILLSU
EELSZ;CDIIIV,CHIILR,DFIRUU,DGIIIN,DGIIOO,EHIIPT,GIIIMT,GIINQU
EELTT;AAACOX
EELTU;BGMMPY,BHRRRY,BIMMMR,IKMPRT
EELTW;BEMMNO,EGMNNO
EELTX;AACHHU,AACIMV,ACNPTY,BCEIPR,CIIMPR,DORRSY,FIIRVY,ORRTVY
EEMMN;CEEIPT,DEILUV,ILTUYZ
EEMMR;AIILLP
EEMMS;GGILOO,LOOOPP
EEMMT;BCORYY,BELNRT,BGLPUY,EHINPR,GIINNP,LOORUV
EEMMW;AACNOR,ENOPRT
EEMNR;
EEMNS;
EEMNU;AABBLL,AABLLL,ACCOPP,ACHINZ,AINNOQ
EEMNW;AADHRR,AGIOTT,BCHITT,BEEITT,EGLNOT,EINNTT,EMOPRT,HLOTTV,IINNTT
EEMNY;AENRTT,AGRTTU
EEMOT;
EEMOV;
EEMOX;APRRTY
EEMQU;AINNNO
EEMRR;EFHNPS
EEMRS;
EEMRT;
EEMRU;
EEMRX;EFIILP,EILLUV,GIINNT
EEMRY;EORSTT
EEMSS;
EEMST;
EEMSU;
EEMSV;
EEMSW;BHHLTU,BHIIRR,HHIORT
EEMSZ;AEGHRT,BEFRRU,CGOTYY,EEHIRU,GHINOO,GIIMNR
EEMZZ;
EENNP;
EENNR;
EENNS;EIMMSS,ILSSSS
EENNT;CEMNOU,EFFFMO
EENPR;
EENPS;
EENQU;ABCLOR,AMORTT
EENRS;
EENRT;
EENRU;
EENRV;
EENRW;
EENRY;ACIILL
EENSS;
EENST;
EENSU;CCFFII
EENSV;
EENSW;
EENSY;
EENTT;
EENTU;IINNVV
EENTV;
EENTW;
EENTY;ADIIRV,AIORVX,BCDIOR,CCIIMU,CELLLX,CFFIIL,CFIILV,CIILNV,CIILPV,CIILVV,DEILPX,FFGLLU,FGLLRU,IILNVV
EENUV;
EENVY;CCINNO
EENWY;ADILRU,CGLMOR,CLLMOU,DGHILL
EEOPP;ACCMNU
EEOPT;
EEOPY;ABHNRR,ACCNRR,ADGGRU,AHIRRX,AHLLRX,CNPPRR,HHMNOR
EEORS;
EEOWW;ABHLRR,ADEMST,ADLLRS,AHNRRT
EEOWZ;INOSSS
EEOXY;ACCHLN,AHIPRR,AHLLPR,AINRTV,AMPRRT,ANRTTU,FGLLOR,IIRRTT,LRRTTV
EEPPS;GHIMSU
EEPRS;
EEPRT;
EEPRU;
EEPRV;
EEPRY;
EEPSS;
EEPST;
EEPSU;DGLOOU
EEPSV;
EEPSW;
EEPSY;
EEPTW;
EEPWY;GHINNT
EEQRU;
EEQSU;DIIOSX
EEQUU;
EERRS;
EERSS;
EERST;
EERSU;
EERSV;
EERSW;
EERSX;CCCEEN,CCCENY
EERSY;
EERSZ;
EERTV;
EERTW;
EERTX;
EERUV;
EERVV;
EERVX;AILNOP,CLMOOP,EILLMU
EERVY;CIIPTT
EESSS;
EESSW;
EESSX;EIIPUZ
EESSY;GILLLU,IILMRV
EESTT;
EESTU;
EESTV;
EESTW;
EESTX;
EESTY;
EESVX;
EESVY;BILOSS,CEILSX,CILLOS,ILLOPX
EESWX;
EESXY;CCCENR,CEILSV,CIINNT,CILLUV,CILRUV,IILQTU
EESXZ;ACIILL
EESZZ;ABENNO,AIJNSS,CIIINT,DIINSS
EETTU;AAHINZ,AGINNV,AINNTV,BGGINN,DGIILV,EIMNQR
EETTW;HLMNOV
EFFFO;
EFFIO;
EFFIR;
EFFIS;CCEEIN
EFFJS;
EFFMS;ADDIIR,AGITUU,ALOOPR,EINNTT
EFFOR;AIIMNR
EFFRU;
EFFST;
EFFTU;ACGINN
EFGIN;
EFGIO;ABCKNO,DINTXY,ELLLRW,ELNNUX,EMRTTU,ILLLRW,LLLRWY
EFGIR;ELLLOW,ILLLOW,LLLOWY
EFGIU;
EFGLO;CINPTY,EINNUX
EFGLS;
EFGLU;
EFGNO;ABCIKO,ADIILT,CELRTU,CILPTY,DIITXY,EILNUX
EFGOR;
EFGOY;AHLPRX,CDIINR,CILNPT,DIIMNR,DIINTX,FLLRTU,IINNRT,ILLLRW
EFGRU;
EFGUU;AAAINN
EFHIT;DDEIMY
EFHLS;
EFHLT;DLMOUU,DMOOUU,EEFIRW,GNRSTU
EFHNO;ABCOPR,ACILPR,ACNOPR,CDDIIR,DDILOP,GIIOOR
EFHRS;
EFHST;
EFHTT;ABDOOR,ACMORR,AEGORR,AGORRW,CEHNOR,GHOORU
EFHTW;AGORRT,CEHNOR
EFHTY;AADDEL,ACCIIN,ACIINR,AGIPST,DDEIIM,DEIIMS
EFIIR;GHNOOO,GLLLOW
EFIIW;AGLLNR,GLLLOR
EFIKN;
EFIKR;
EFIKS;CHOSST
EFILL;
EFILN;
EFILO;
EFILR;
EFILS;
EFILT;
EFILX;CIRTUY,EEIMPR,EIRTVY
EFIMR;
EFIMT;DDEHIY
EFINR;
EFINS;CCCIOP,CCEEFI,HOPPSS
EFINT;
EFINX;
EFIOX;
EFIPR;
EFIQU;AABILL,ABEILL,ABIILL,CEENNR,CENNRY,EEELRT
EFIRR;
EFIRS;
EFIRT;
EFIRV;AAFIMT,CMORRU
EFIRX;EILTVY
EFIRY;GOPSSU
EFIRZ;
EFISS;
EFIST;
EFISV;AACINT,ACFOTU
EFISW;DDDLOO,DHORSS,EHMNOR,GLNNOS,HLNOSS
EFISX;
EFITT;CEFIVY,CIINVY
EFIWY;AGNORR
EFKLS;
EFKLU;
EFKNS;EGLLOT
EFKRS;
EFKSY;CCEINO,ELLOOW
EFLLS;
EFLLY;ACGHNU,CCCNOU,EGMNOR,ELNPSU
EFLMU;GIILOR,IORRTY,OORRTY
EFLNO;
EFLOR;
EFLOS;
EFLOT;
EFLOU;
EFLOX;
EFLOY;FFLRTU,FGLRTU
EFLPS;ADDLOO,EEIILT,EEIIMX,IOOTTT
EFLPY;ILLNTU
EFLRU;
EFLRY;
EFLSS;
EFLST;
EFLSU;
EFLSW;CHINOS,DDDIOO,DNOTTY,EHIOUY,GINNOS,HINOSS,HINSSU,INSSTU
EFLSY;DEEINV
EFLTU;
EFLTY;
EFLUY;DDNNOU,DILOPS
EFLYY;ALPRRU
EFMMY;AILNOT
EFMOR;
EFMOS;
EFMRS;CCEEEN
EFMRU;
EFMSU;
EFMTU;AABLNU,AADLLM,AANNOO,CCCILR,DHLLOU,DHLOOU,EHORRR
EFNNY;ABDIIL,ADEGIL,ADGIIZ,AIMNRT,CDIITU,CEGIRR,CEIQRU,CLLOTU,DDLOUU,DEGILU,DELLUU,DGIIIT,DGIIRT,EGILLU,GGIIPU,GGIIRT,GIIIRS,GIIORT,LLTUUU
EFNOR;
EFNOS;CCCIIP
EFNOT;ABCEIN,ACDDEN,CEIKKP
EFNOY;ABCERT,ACCIRR,AGIRRW,CCIIPR,CPRRTU
EFNRS;
EFNRY;AAASSW,ABCEOT,ACCDEO,ACDOTU,CELPTU,COPRTU,DEOPTU,DOPTUY,ELLSTU
EFNST;CEEPRS,EENRSV
EFORR;AHISSZ
EFORS;
EFORT;
EFORU;
EFORX;
EFORY;CCIINP,FFLLTU,FGLLTU
EFORZ;
EFOSS;
EFOSX;
EFOTU;
EFRRY;EELOWW
EFRSS;CEEEFV
EFRST;
EFRSW;
EFRTY;LLNOSS,LNOOSS
EFRUZ;
EFSST;DOOPUY
EFSSU;
EFSTT;
EFSTU;
EFSTW;DLNOTY
EFSTY;BDGSUU
EFSUZ;
EFTTY;ACIILV,ALLLNU,BGIILN,CEFIIV,CIIINV,EFHILN
EFYZZ;
EGGHI;ADOPSU,CEENNS
EGGHY;IILNNW,ILNNRU
EGGIL;
EGGIN;
EGGIU;AAMMNT,BINNNN,HINOTW
EGGKS;
EGGLO;
EGGLY;AAOPTU,BISSTU
EGGNU;BIINNN,FIINPY
EGGOP;AHIMNN,DEFITT,IIILNZ
EGGOR;
EGGOU;AALNNN,AALPTY,ACILLN,AEEMMN,AILMNT,HIINTW
EGGPY;AALOTU,ABCDIK,FIINNU
EGGRU;
EGGST;
EGGSY;AIMOST,BILSTU,CDLRUU,DKLRUU,EENNOS,EINNOS,IINNOX
EGHHI;
EGHHU;ADINNT
EGHHW;ACCITT,AEITVY,EILRTW,GIILTT
EGHIN;
EGHIT;
EGHIW;
EGHLU;BFILRT,FNRSTT,HOSSTT
EGHLY;ABDDEI,ADDEIP,AEIMRW,CINNRW,DDEILT,DEILNW,DIINNR,GIINNW
EGHNO;AACHTT
EGHNT;
EGHOT;AOPPRR,APPRRY,ENRSYY
EGHPS;BIRRTU,CLOTYY,FIIRTZ
EGHRU;BFILLT
EGHST;EERRWY,HOPRYY,LOPPRY,MOOOYZ
EGHSU;CINWZZ
EGHTU;AAINNZ,ADHINN,AIINNZ,BDEINN,BFILLR,EIMNNN
EGIIN;
EGIJR;ABOTUV,AMNOTT,MNOPUV
EGIKL;
EGIKN;
EGIKR;ACCMRY
EGILM;
EGILN;
EGILO;
EGILR;
EGILS;
EGILT;
EGILU;
EGIMM;AKNNOY
EGIMN;
EGIMR;
EGINP;
EGINR;
EGINS;
EGINT;
EGINV;
EGINW;
EGINX;ANOPTU,DDIIOZ,DIIOPZ,DIIORZ
EGINY;
EGIOR;
EGIOV;AABDNZ,ACILLT,LLLOXY
EGIPR;
EGIRR;
EGIRS;
EGIRT;
EGIRV;
EGIRZ;BFILMO,HLMOOO
EGIST;
EGISU;
EGISV;
EGKLU;
EGKNR;ADEFLP,EEEEPR
EGKRY;
EGKSS;AILOSU,ALORRW,BINNOU,CIIMNR,CIIPRT,CINORT,EEENNO,EEENOT,EIILPR,IINPPR,ILORRW,INNNOW
EGLLY;CCCIOP,EFOORX,FILORW,HISSST,ILOOVX
EGLMO;AAAIMN,AACDGI,ACCEHI,ACCITY,ACGILO,ACHIOT,ACIOTY,EIOTYZ,HIOTYZ
EGLMU;
EGLNO;
EGLNS;EEERSV
EGLNT;MNOOPR
EGLNU;
EGLOP;
EGLOR;
EGLOS;
EGLOV;ILLOXY
EGLOY;ACCILP,ACCIMT,ACILLL,ADGGLL,BCIKNN,BINNRR,CCCILP,CEMNRW,FILLRW,HIINPT
EGLOZ;ABIMNN,AGINRV,ALPRUY,BFIIMR,EIMOTY,GGIINO,GIIINP,GIINNO,HIMOTY,IILNPW
EGLRU;
EGLST;
EGLSU;
EGLSY;
EGLTU;
EGLUY;BEMMPT
EGMMY;AIKNNO,BELPTU,INOSTU
EGMNO;
EGMNS;
EGMNU;
EGMOR;
EGMOT;ACCILY,ACHILO,ACHIMO,ACILOY,DHLOOY,HILOYZ
EGMRS;
EGMRU;
EGMRY;AALNTT,ADEGOU,AENTTU,AHOPSU,BDIORS,BILLNT,CHIORT,HIILNP
EGMSU;AAMPPW
EGNNO;GIIXYZ
EGNNY;AAHLOP,AALLTT,ADKLMO,AELLMT,AOPSTU,CCEORV,CEGIOT,EEGOSS,EGILLT,FGIIPU,GHIILW,GIIOXZ,HOOPSU
EGNOP;
EGNOR;
EGNOS;
EGNPU;
EGNRS;
EGNST;
EGNSU;
EGNTU;
EGNTY;AMSSSU
EGOOS;
EGOOY;
EGOPR;
EGOPY;AAGLTU,ACCILL,CCCILL,HIILNT,IINPTT
EGORR;
EGORS;
EGORT;
EGORU;
EGORV;
EGOSS;
EGOST;EEEKNS
EGOSV;
EGOSX;AILNOS,BCHINS,BEGGLO,BNORST,DDIIIN,DIIINR,EEILTT
EGOTU;
EGOTY;AAGLPU,ADHPPR,FFLLRU,NOPRRY
EGOUV;
EGPRU;
EGPRY;
EGPSU;AAMMPW
EGPTU;BELMMY,DEJMNR
EGQSU;AADLNR,AAERRT,AAILLM,IIINOP
EGRRU;
EGRSU;
EGRSW;EEHRTY
EGRSY;
EGSST;
EGSSU;
EGSTU;
EGSTY;BDFSUU,BGILSU,DDILSU,FIILLN,ILNPTU,ILNPUX
EGSUY;ACGHOP,ADGHOR,ADINNT,ADORTT,DEHINO
EGSVY;AIILLT,BILNOR,DEIILT,DEILNR,EINORT,HIILNR
EHHIT;AABOPP,AACIMP,ABCOPP,ACETTT,ACINNY,ACLNOT,ACMOOP,BCLNOO,CCENOT,CILOTY,EOPTYZ
EHHKT;
EHHST;DLNOUU,EEMOTT,GLOSTU
EHHTY;CIILOT,EIMNRR,EIOPTZ,EMPRRY,ENOOPR,OPPRRY
EHIKR;
EHIKS;
EHIKT;BELORR
EHILO;BBIILP
EHILS;BIILLL
EHILT;
EHILW;GGINNY
EHILX;AAANPR,AACDEM,AACHST,AAIMTY,AAORRT,ACGIPR,IMNNUU,IOOPST,IOOPTT,OOPRSU
EHIMN;
EHIMO;AGGNNP,GLOTYZ,LNOPTY
EHIMR;
EHIMS;
EHIMT;DDEFIY
EHINR;
EHINS;
EHINT;
EHINW;
EHINZ;DORXYY,EEMNOP,GHINPY,GINOPU
EHIOS;
EHIRR;AAANPP,BDDOOY
EHIRS;
EHIRT;
EHIRV;ADGOPY
EHISS;
EHIST;
EHISV;
EHITT;
EHITW;
EHJSU;AAHLLL,ADLOOO,BCIPST,CIIPST
EHKLW;ACGGOO,AEORRT,AGINRT
EHKMS;
EHKNO;CEOPPT
EHKOS;
EHKOY;AAILMP
EHKST;
EHKSY;
EHKTY;ACIMRU,AEMPRR,AEOPRR,ANOORR
EHLLO;AAGNXY,AALLNW,AALPTY,ACCEEP,AHPTTY,ALNPPY
EHLLS;ABBIPU,ABIIIP,BIIILL,EEITWW
EHLMO;
EHLMS;IILNRY,PPRUUY
EHLMW;AEGIRY,ENOTTV
EHLOS;
EHLOT;
EHLOV;EMNTTW
EHLOW;AALLLN,ACGGKO
EHLOY;AACPTU,AALLPT,ACCENX,ADDEHT,ADDFFN,ALLNPP,CHIITT,GIINPT
EHLPS;GIIOOO
EHLPW;BDILPU
EHLPY;COORRU,MMOOOR
EHLRS;
EHLSU;
EHLSW;
EHLSY;
EHLTY;BERRRU
EHLXY;AAGLNO,AAIIMT,ACCDNO,ACCENO
EHMMO;ACHLRT,OPRRTY
EHMNS;
EHMNY;CCEENO,CORTTU
EHMOR;
EHMOS;
EHMOT;GILOYZ
EHMOY;AABDDR,AEGPTT,CCEENN,CCINTZ,EHNOPR,HMOOPR
EHMPS;EEERSY
EHMPY;AAIKLO,ACGIOS,BCELOT,BEORTY,CCEOTY,CHOORS,EEERSS,EEIRSS,EESSTU,EHNOOR,EHRRTY,EIMNRU,EISSTU,HIISST,HMOOOR,LMOOOR,LPRSUU
EHMRS;
EHMRT;
EHMRU;
EHMRY;AAGNOP,AEGILW,AIMNNN,CHILOO,HMOOOP,LMOOOP
EHMST;
EHMSY;AELLSS
EHMTY;DDEFII
EHNNY;AACELP,ABOOTT,ACDEKU,ACHIIT,ACLRTT,AESSST,AIMMNR,CCEEMO,CGIKPU,CGILRW,DGIILR,GGIILW,GGILRU
EHNOO;ABNTTY,BBBIST,BIKSSS,FILSSS,IIOPTZ
EHNOP;GIINTZ,IIOOTZ
EHNOR;
EHNOS;
EHNOT;
EHNOV;ABEEIR,ADEINS,ELMTTW,GIITTU,GISSSU
EHNOY;ABNOTT,ACCCRT,ACCELX,ACCLLR,CCEEMN,CCHLOR
EHNRS;
EHNRY;AACIPP,ACFIIT,ADILPY,AIMMNN,CDDOOO,CMOTTU,DEEPTX,DILRUU,DIOXYZ
EHNST;
EHNSW;
EHNSY;
EHNTT;AAEIUZ,ABNOOY,AEELPT,AHOPRY,AOOPRR,AOPPRY,BEMORT,CEFHOR,FIIRRU,IIOPRY,IOOPRR
EHNTU;BILMPS,CIIMOQ,EGIMNN,GIIMMS,GIPSST
EHOOV;ACIPTT
EHOOY;ABNNTT,ACMRTT,ARRTTX,BDDIRR,CCDNRT,CDDNOR,DGNRXY,QRTTUW
EHOPR;
EHOPS;
EHOPT;
EHOPU;AACLTY
EHORS;
EHORT;
EHORV;ACEEIV,ADGIPY
EHORW;CCHMNU
EHOSS;
EHOST;
EHOSU;
EHOSV;
EHOSW;
EHOSX;BCGINS,BIIINT
EHOSY;
EHOTW;
EHOWW;ABELRR,ACKRRT,AENRRT
EHPRY;AADDEL,ADILNY,BDILOO,EIMMNU,HMMOOO,LMMOOO
EHPSS;
EHPST;
EHPSY;
EHRRY;ADOOTT,AOOTTX,BDDIOO,BELRTU
EHRST;
EHRSU;
EHRSW;
EHRSY;
EHRTW;
EHRTZ;AABELY
EHSST;
EHSSW;
EHSTT;
EHSTU;
EHSTW;
EHSTY;
EHSWW;ACIILT,ACORTT,ADIRRT,AEELRT,AEHOOT,ALLOOR,BILLOR,EEILLT
EHSWY;EEGRRT
EHTTY;AAEMNR,ABEORR,ABNNOO,AEGMOP,AINOPR,ANOPPR,AOORRX,EHIOPZ,EMMORR,IINOPR,OOQRUW
EHTWY;LLORSS,OOQRTU
EIIKR;
EIILP;AENNTT,KNNNWY
EIIMN;
EIINS;
EIINX;BCOTVY,CENOTU,COPRTY,DDGIOZ,DDIORU,DEENPT,DERTTY,DGIOPZ,DGIORZ,EFLORR,EHKLOP,GGNOYZ,HLMNUU
EIIPX;AAETTV,ACGHLR,AERTTV,CNORTY,DEEFLM,DEENNT,DGINOZ,EEFLMR,EHKLNO,HLOOTT,OPRRRT
EIISS;EEPUXZ
EIISV;EENNPX
EIITY;AABLMT,AADHNP,AANNTX,ABCLMR,ABIKLL,ABILLV,ABLLMT,ABLLOV,ABLMOV,ABLNNP,ABLNOP,ABLOPR,ABLPRT,ABLTTW,ACCFHN,ACCPRV,ACCPTV,ACFFTV,ACFORR,ACHHNN,AILMTV,ALPRVV,ANOPRT,AOPRRT,AOPRTV,BCJOTV,BCNOVX,BILRRT,CCHPRR,CCKNOT,CCOPRR,CEFFTV,CEHMRT,CELNNV,CELNVV,CFINTV,CGLNOV,CHNOPR,CNOPRX,DDEFHM,DDKLNW,EFGHNR,EGNPRR,ELNNVV,EORRTX,FGGNNR,FGNNOR,FINORR,GGKLNW,GHLNOP,GLLNOR,GNOPPT,HNOPRT,INORRT
EIJMO;AAIRRT,AGNRTT,GNPRUV
EIJNN;
EIJRR;AAIMOT,ABINRS
EIJRV;GMNOPU
EIJSV;
EIJUV;AACELT,ABGORT,GMNOPR
EIJVY;ACDELT,BCELOT,BCIOTT
EIKKS;CCOPPT
EIKLM;
EIKLN;
EIKLR;
EIKLS;
EIKLV;
EIKLY;AAHMOP,ACHMOP,DDINTW,GGINTW,INNNPW
EIKMN;
EIKMS;
EIKNO;BERRRT,EELRTU
EIKNP;CEFKOT
EIKNR;
EIKNS;
EIKNV;
EIKNZ;CGIILN
EIKOP;AAHLMY,AEGGLN,BEGKNO,CEFKNT,CINOTT,EHILNX
EIKOR;
EIKOZ;
EIKPR;
EIKPS;
EIKPY;AAHLMO,ABCDGG,ACHLMO,CILOOT
EIKRS;
EIKRT;
EIKRY;
EIKSS;
EIKST;
EIKSV;
EIKSY;CCEFNO
EILLM;
EILLO;AAKKPU,BBHIIP
EILLR;
EILLS;
EILMN;
EILMO;
EILMP;
EILMR;
EILMS;
EILMU;CCORVV
EILMY;
EILNN;
EILNO;
EILNR;
EILNS;
EILNT;
EILNV;
EILNY;DIOPRR
EILOO;
EILOP;BBHIIL
EILOR;
EILOS;
EILOT;
EILOU;AAKKMN,ACMMNZ,CEENNQ
EILOV;AFMNUX
EILPR;
EILPS;
EILPX;ACGHIR
EILRS;
EILRT;
EILRV;
EILRY;
EILSS;
EILST;
EILSU;
EILSV;
EILSW;
EILSX;
EILSZ;EEHIPT,GGIMOO
EILTT;
EILTU;
EILTX;AACCOO,AACMNO,AADENR,AAHORR,ABCINO,AILNOV,AILNUU,ALNUUY
EILUY;ACLMRR,AELMTV,AGLRRR,AGPRTV,CEETVX,FMORRT
EILUZ;ACEIPR,ACMMNO,AEENTV,AGINNR,AGOOTT,CDIINV,EMMNTY,GINPRV,GMNOOO
EILVX;ACEIPT,ADIOTY,AEFIOT,AENOPR,AEOPRT,CEETUY,EFIRTY,EOOPRT,GLLOOY
EILVY;CEESSX,DFFISU
EILZZ;
EIMMO;LLTUUV
EIMMR;
EIMMS;
EIMMW;
EIMNO;
EIMNR;
EIMNS;
EIMNT;
EIMNV;AAACDT,ACEEHT,AESSSS,CEEEHS,DEELMU,EELNNT,ELNOTV
EIMNX;
EIMNY;ABORRR,AINOPR,DOSSSS
EIMNZ;ACGHIL,ACGHIN,ACIILR,ADGIIN,AGGINR,AGGINT,AGHIPT,AGHITT,AGIKRT,AGILMR,AIIRTU,BEGILM,CCEHOR,CEGIRR,CGINOO,CGIRRU,DDOORU,EEHNOP,EGHIPU,ELMTUY,GIOPRT
EIMOR;ABEIKK,EERRRV
EIMOV;AFLNUX,CCLRUV,CFRRRU,CGOORR,EERRRR,ILMRRU
EIMOX;LLPRTU
EIMPR;
EIMPT;
EIMPU;
EIMRR;
EIMRS;
EIMRT;
EIMRX;EELLUV
EIMSS;
EIMST;
EIMSX;
EIMTX;AAHILY
EINNP;CHMNOO
EINNR;
EINNS;EEMMSS
EINNU;AAOTTT,AEOTTX,CMMOOX,EINTVV,INOPTV
EINNV;DLNOOV
EINOP;
EINOR;
EINOS;
EINOV;AFLMUX
EINPR;
EINPS;
EINPT;
EINPY;ABDLSS,AEHLMN,DDELMU,ELLSSS
EINQU;
EINRS;
EINRT;
