AABB;ACL,ELT,ERT,IJL
OTTW;ABO,AHN,AHP,CNO,EHT,ELN,ENU,EPU,GIN,KRU,MNO,NOY
OTWY;AAW,AFO,ALL,DFL
PPSU;BEI,EEK,EEW,EEY,EGI,EIP,EIY,GNO,NOR,OOT,OPR,ORT,ORY
PPTY;EER
PPUU;AHN,ARR,ERR
PRRU;APU,CHI,COT,DGO,GIN,GIO,OPT
PRSU;
PRSY;
PRTY;
PSST;CLU,DUU
PSSU;AHN,ANN,HIN,HPU,ILP
PSTU;
PSUY;
PTTU;AAA,AAD,AEM,HRU
PTUZ;GIN
PTYY;AMN
QSSU;BEO,EEL,EHR,EIN,EIR,EMO,HOO,ILL,ILR,IMR,IRR
RRTU;AAB,ABY,AFK,AOO,BIO,CIT,COP,DOO,OPP
RRUU;AEG,APP,EEM,ENT,EPP,EPT
RSTU;
RSUU;ACD,ALS,ALT,ALV,CCO,CIL,CIO,CLN,COO,FMT,FNT,ILV,INO,LMT,LOT,MOQ,MOT,NNT,NOT,NTT,OOT,OSU,OTT
RSUY;EES,EMM,IMQ
RTUY;BBI,BCI,CDI,CIV,HMM
SSSU;ABB,AFO,AHM,AHR,AHT,AIR,ART,GIN,IKL,MOP,OPT,ORT
SSUU;AFM,AGT,CEF,CFO,CKT,DEF,DKO,DPT,EFF,EHM,EMM,FNY,HKN,HNT,HPP,INO,INT,KOO,MOP,MOT,MPT,ORU
SSUW;ABH,ACH,ADR,ADT,BGO
STTU;CHI,EGI,EIJ,EIW
STUU;ABO,ABR,AFO,AHO,ALM,ALR,ANP,BCD,BCI,BEL,BFL,BGO,BIU,BNU,BOR,BOY,BPR,DEO,DGO,DNN,EGL,ELM,ELO,ELP,ENN,ENO,ENP,FGI,FGL,FLL,FMR,FNR,GHO,GNN,GNO,HOP,HOR,IJJ,IPR,JJU,LMM,LMR,LMU,LNP,LOR,MMU,NNR,NOR,NPR,OOR
STXY;ALO,BOR
SZZZ;AEP
TTUU;HNO,HNR,HPR,NOR
TUYZ;AQR
TUZZ;BCU,EMO
UUYZ;
