AAAARR;0
ELOSSU;3907
ELOSSV;
ELOSSW;24801,24802,26470,27253
ELOSSY;1336,16473,18306,18307,18429,23391,23830,24379,24386,26270
ELOSTT;
ELOSTU;
ELOSTV;
ELOSTW;26289
ELOSTX;14428,14691,14697,14950,16295,19368,23831,24691,25021,25038,25236,26088,27575,27671
ELOSTY;23831,26088
ELOSUV;
ELOSUZ;19185,22120,23930,27055,27444
ELOSVV;
ELOSVW;
ELOSVX;16295,26088
ELOSVY;18599,26088
ELOSXY;844,10033,12743,15831,15842,16295,23831,26028,26088
ELOSZZ;
ELOTTU;18239,24044,24098,27558,27563
ELOTTY;15630,17545,19481,20294,21781
ELOTUV;
ELOTUZ;2327,15472,16235,25895
ELOTWY;6635,27332
ELOTYZ;20813,25494,26736,27460
ELOWYY;
ELPPRU;10528,27674
ELPPSU;
ELPQUU;
ELPRRU;1342,5044,5318,27464
ELPRSU;
ELPRSY;18836,26870,27681
ELPRTY;27382
ELPRUV;15474,16263,26051,26269,27464,27554
ELPRUY;21945,22273,22277,22286,24385,24388,27674,27681
ELPSST;
ELPSSU;
ELPSSY;18600,18836,21283,22880,23391,23830,24046,24386,24784,26014,26270
ELPSTU;21432
ELPSTZ;24807,26282
ELPSUX;10033,10365,27250,27681
ELPSUY;1326,27668,27681
ELPSUZ;
ELPUZZ;
ELRRSU;26290
ELRSSU;24237
ELRSTU;
ELRSTY;
ELRSUV;
ELRSUY;15956,22741,27681
ELRTTU;18800,25991,27558,27563
ELRTTY;4067,6274,14734,23252
ELRUWY;23951
ELRUWZ;
ELSSSU;17675
ELSSTU;
ELSSTW;
ELSSTY;27670
ELSTTU;
ELSTTY;21422,23822
ELSTUX;22045,22046,25053
ELSTUZ;26282
ELSUZZ;18852
ELUWZZ;
EMMMOT;8542,9411
EMMMRU;18585
EMMNNO;8542,19791
EMMNOT;
EMMNTU;26033
EMMORS;26492
EMMORY;4080,4384,21764,22122,27166,27333,27347
EMMORZ;15970,18807
EMMOST;26492
EMMOSU;14954,16195,18790
EMMOYZ;
EMMPRU;20482
EMMPTU;3839,20482,21435,24334
EMMRRU;
EMMRSU;
EMMRSY;
EMMSTY;10246,15845,16194,16312,21436,27667
EMMSUU;19553,22168,26443
EMNNNO;1049,3397,6677,9415,10168,14510,14955,15587,18426,19404,19554,20165,20829,20830,20911,21437,21891,23731,24947,26112,26519
EMNNOS;18910,22295,22296,23262,23264,23389,25782,26478,26545,27228,27381,27654,27658,27683
EMNOOR;
EMNOPT;21435
EMNOPY;3945,7139,13747,14211,14743,14745,16055,21421,21435,23576,25031,25623
EMNORS;
EMNORT;18431
EMNOSS;20815,21418,24719,24790
EMNOST;
EMNOSV;10038,15575,22188
EMNOSY;9951,21799,23264,23844,24346
EMNOTY;20836
EMNOXY;15714
EMNPSU;23680,24393
EMNRRU;
EMNRSU;
EMNRTU;
EMNSSU;22729,24113,25268,26278,27687
EMNSUW;10297,23567,24082,25766
EMNSYZ;10549,26916,27449,27550
EMNTTU;20839,20931,21340,21438,22027,23838,24961,27688
EMOORR;2270,5037,14995,20879,21800,23820,26567,27346
EMOORS;
EMOORT;
EMOOSS;10376
EMOOSV;22058,24278,24349,26154,26622,27606
EMOPPR;27336
EMOPPT;4334,12749,16314,27336
EMOPPY;15835,27479
EMOPRR;15205,21800
EMOPRS;
EMOPRT;
EMOPRY;3945,4080,10036,13747,14211,14745,15212,16055,18549,27479
EMOPST;16465
EMOPSY;4080,10044,15212
EMOQSU;25228
EMORRS;
EMORRT;4030,4164,15910,26567,27346
EMORRW;25377
EMORSS;
EMORST;
EMORSU;
EMORSV;
EMORSW;26314
EMORTU;24352
EMORUV;4419,15486,19547,21546,27446
EMOSSS;4428,10481,13612,14738,23844,24856
EMOSSU;15078
EMOSSY;15078,23844,26106,26313,27580
EMOSTT;17808,18646
EMOSTY;9002,21011,25063
EMOSUY;8343,16334,16449,16465,18184,18310,18311,21898,22126,22281,23950,24311,27483,27652,27658,27666
EMOSZZ;
EMOTTT;4269,18548,21437,24281,27475
EMPPRU;15209,20392,24352
EMPPTU;
EMPRSS;27126
EMPRST;
EMPSSU;
EMPSTT;22196,22282,27605
EMPSTU;26282
EMRRSU;
EMRRUY;26535,26567
EMRSSU;
EMRSTU;
EMRTTU;14036,20839,21438,21955
EMSSSU;
EMSSTU;27687
EMSSTY;4393,10018,10551,15078,21440,26285,26313,27670
EMSSUY;2418,5041,15078,15592,15721,16465,17533,22281,26321,27329,27535,27670
EMSTTU;
EMSUZZ;
ENNNOP;3397,9426,15506,21891,21910,26918,27489
ENNOOR;17511
ENNOPT;20843,25032,27122
ENNOPU;3295,6575,9426,9429,12979,14771,15515,15598,16502,26324,26701,26703,26759,26788,27469,27489
ENNORT;
ENNORU;19086
ENNORW;10035,25137,26628
ENNOSS;
ENNOST;
ENNOSU;25103
ENNOSX;16370,22069,22214,24598,26630,27617
ENNOTW;24782
ENNOTZ;4190,21684,26702,26924,26929,26935
ENNPRU;3295,9426,10518,14770,14771,21127,26324
ENNPSU;22905,23758,24982,26788
ENNPTU;9435,14555,14770,14771,22297,24979,26324,27468,27489,27612
ENNRRU;9417,14771,19086,26324
ENNRSU;
ENNRTU;3460,18417,24979
ENNRUW;16201,26559,26708
ENNSTU;
ENNSUW;6794,17690,18905,23050,27659
ENNTTU;4281,4430,9435,9887,9975,10521,14559,14560,14569,19548,20931
ENNTUU;9241,9975,10521,16247,19583
ENOOPR;5434,6522,9392,12404,16427,20278,21128,21427,21466,22286,22920,24217,25626,26257,27129,27360,27364,27672
ENOORS;
ENOORT;15536,16427,25626,26353,26654,27129,27364,27672
ENOOSS;
ENOOSZ;
ENOPPU;7392,7637,16385,27026,27563
ENOPRR;1655,14743,15645,27129,27360,27672
ENOPRS;
ENOPRU;4422,16385,26970
ENOPRV;14745,25054,26257
ENOPRY;19420
ENOPST;
ENOPSY;
ENOPTT;9646
ENOPWY;
ENORRS;
ENORRT;19309,26324,27129,27672
ENORRW;25804,27653
ENORRY;6763,6810,11599,13055,13748,16109,16110,17519,18124,18737,19086,21466,21470,21560,21773,22311,24269,26290,26506,27030,27031,27067,27101,27129,27407,27653,27672
ENORRZ;16139,25717,25840,26710,26947,26953
ENORSS;
ENORST;
ENORSU;
ENORSW;
ENORSY;16169
ENORSZ;15727,21912
ENORTT;
ENORTU;
ENORUV;1205,4291,14575,16263,18727,26970,27077,27567
ENORUZ;12592,12603,12908,12926,12955,12962,15536,22982
ENORVY;2607,3826,14580,16268,16397,17898,23705,27567
ENORZZ;
ENOSSS;
ENOSST;24592
ENOSSU;10480,13048,14047,23858
ENOSSW;
ENOSSY;4292,16333,16447,16460,18307,24346,24379,27448,27506,27550,27634
ENOSTT;
ENOSTX;25021
ENOSTY;19207,20187,22274,27634
ENOSUV;10038,10571
ENOSUW;6794,18905,25555,25766,26718,26996
ENOSVW;
ENOSVY;
ENOSWW;12319,12980,16491,23942,24375,24396,25558,26537
ENOSXY;24298,24359,27566
ENOTTU;3459,4348,4422,16270,19295,19548,20931,21473,21559,21955,26712
ENOUVW;21374
ENPPRU;25459,27563
ENPRRU;11497,18195,23042,23101
ENPRST;
ENPRSU;
ENPRTU;3942,4422,7637,8856,10566,21560,22297,27364
ENPRUU;15597
ENPRUY;9009,10497,10501,10522,15579,19451,20925,21560,22273,22286,23397,23958,24385,25694,26426,26776,27364,27674
ENPRWY;26224,26963
ENPSTU;
ENPTTU;4422,4430,27548
ENPTUU;13033,15597
ENPTUW;3319
ENQRSU;436,4085,4379,14783,18654,23285,23860
ENQSUY;15384,16399
ENRRSU;2594
ENRRTU;14821,26324
ENRSST;
ENRSSU;
ENRSSY;25028
ENRSTU;
ENRSTW;24396,27686
ENRSTY;
ENRSUU;4049,18654,25283,25956
ENRSUY;17572,21119,24315,25265
ENRTTU;20839,21559
ENRTUU;1652,2275,5035,11949,14754,15597,16247,16495,17817,18008,22261,22280,22312,25457,26959,27669
ENRUZZ;
ENRVWY;
ENSSTT;
ENSSTU;
ENSSUW;
ENSUXY;
ENTTWY;26224,26963
ENTUVX;1857,13565
EOOPPR;12377,20333,27336
EOOPPS;18761,18764,22300
EOOPRR;9590,12486,15028,15090,15593,21128,21800,21945
EOOPRS;
EOOPRT;6628,10046,14151
EOOPRX;12486,15636,21423,26082,27603
EOOPST;
EOOPSV;16522,23549,24150,26943,27340,27495
EOOPTY;1343,6819,6835,12413,15003,16478,21466,22016,22132,22158,22228,22229,22286,22300,23960,26575,27129,27656,27672,27674,27678
EOORRS;17746,17812,18796,27124
EOORRT;5628,14995,15604,15868,19309,26251,26567,27346
EOORSS;11965,26663
EOORST;
EOORSW;27356
EOORTT;5962,6646,12761,15868,17489,22250,23797,23819,24668,26384,27346
EOOSST;9563
EOOSSW;11965,18442,22264,24389
EOOSTZ;
EOPPPR;9404,26288
EOPPPT;4367,9404,12749,23717
EOPPRR;4354,4367,14608,14792,15224,15736,16284,26371,27509
EOPPRS;
EOPPRT;7411,7637,9404,14791,14792,18436
EOPPRY;12477,12488,15198,15224
EOPPST;10053,18764
EOPPSU;
EOPRRS;
EOPRRT;
EOPRRU;
EOPRRV;
EOPRRW;20302,26497,27702
EOPRRY;1655,7405,16131,21466,21470,21489,21560,23802,25082,26448,27129,27513,27594
EOPRSS;
EOPRST;
EOPRSU;
EOPRSV;9428
EOPRSW;19386
EOPRSY;4080,7412,27513
EOPRTT;27702
EOPRTU;4422
EOPRTW;8340,25055,27702
EOPRTX;3833,15636,27509,27525
EOPRTY;20358
EOPRTZ;10149,14961,16427,27460
EOPRXY;14155,15842
EOPSSS;
EOPSST;
EOPSSU;
EOPSSY;4087,16504,18765,23830,23960
EOPSTX;14721
EOPSTY;18920,23960,26575
EOPTTU;4152,4422,6460,6830,6839,9424,10396,10566,14792,16417,16419,21473,26951,27548,27558,27563,27633
EOPTUV;10396,10576,14575,16263,16419,26051,27489,27554
EOQRSU;4085,10234,13038,14722,16445,20722,24288
EOQRTU;
EOQSTU;12292,15825,24302,27316
EOQTTU;27372
EORRRS;21776,25282,26329
EORRRT;3472,13755,14748,25189,25813,26251,26573
EORRRY;3472,6461,6763,14836,14995,15224,15605,21776,27323
EORRSS;
EORRST;
EORRSU;17543,25761
EORRSV;
EORRSW;
EORRSY;17519,18859,23293,24381,26290,27552
EORRTT;3472,4369,6309,6646,6827,12761,15868,16131,19253,19323,21158,24668,24854,25780,27346
EORRTU;26567
EORRTV;3391,27323
EORRZZ;
EORSST;
EORSSU;
EORSSV;
EORSSW;
EORSTT;
EORSTU;
EORSTV;
EORSTW;
EORSTX;14950,15601,18758
EORSTY;19585
EORSTZ;3841
EORSVW;
EORSWW;4150,10060,12319,16430,16491,21405,24396,25230,25558,26537,26558,27124,27663
EORSXY;844,8516,10472,12743,15601,15831,15842,18178,21942,23563,23831,24298,24359,26088,27607
EORTTT;6500,18548
EORTTU;19295
EORTTX;3722,3833,7381,8860,9087,9811,9963,15868,25918
EORTUV;26791
EORTVX;26082
EORTWY;6635,20461,27323,27332,27372
EORUVY;24090,27567
EOSSSS;14047,15203,15985,20852,21464,21525,21547,21989,23508,23844,23851,25495,26054,26250
EOSSST;
EOSSSU;14047,23781,24300,25592,26652,27410
EOSSSW;16524,17934,26198
EOSSTU;
EOSSTV;
EOSSTW;15650
EOSSTX;16483,27575
EOSSVW;21935
EOSTTU;
EOSTUZ;
EOSTWZ;27463
EOSUUV;10446,10571,16403,22139,26541
EPPPRY;
EPPPTU;
EPPRSU;
EPPSTU;18920,27104
EPRRSU;
EPRRSY;21775,22256
EPRSST;
EPRSSU;
EPRSSW;
EPRSSY;18600,18836,22880
EPRSTU;
EPRSTW;
EPRSUU;7620,17917,27339
EPRSUW;14729,26029
EPRTTU;4430,6839,10566,27702
EPRTTY;13589,14698,16351,21251,24248
EPRTUU;15597
EPRTWY;26963
EPRUVY;27464,27554
EPSSSU;
EPSSTU;
EPSSUY;23960
EPSTUZ;16107,18847,26282
EPSTXY;10472,16120,26208
EQRTWY;27372
EQSSTU;26621,27316,27687
EQSSUU;3475,4339,6531,13448,17724,18626,18654,24302,27131,27687
EQSTUU;3474,3475,13040,14797,15825,16526,23285,25283
EQSTUY;15825,16399,25585,25598,25901,25902,27515
ERRSTU;
ERRSTY;18677,23811,24721,24787,25818
ERRSUU;3474,9409,10536,14722,14797,16445,16526,19553,21324,21484,27648
ERRSUY;5566,10007,18677,18859,26557,27515,27650
ERRTTU;
ERSSST;
ERSSTT;
ERSSTU;
ERSSTV;
ERSSTW;17860
ERSSTY;
ERSSUU;24211,24216,24221,25781,26663,27123
ERSSUV;
ERSSVY;9283,14489,22165,25028,25876,25907,26341,27419
ERSTTU;
ERSTTY;
ERSTUU;
ERSTUV;
ERSTUY;18677,27515
ERSTVY;22165,22257,27419
ERSTWY;22256
ERSTXY;10472,15601,16311,23831,26088,26208
ERSUVY;26031
ERTTUX;
ESSSSU;12881,13636,14047,14603,14702,14717,14718,14784,15203,15804,18914,21432,21464,23804,23851,25044,25369,25583,25665,26175,26287,26336,27220,27618,27620,27699
ESSSTU;
ESSSUW;6463,6648,13743,25277
ESSTTU;
ESSTTY;4087,10551,16504,27355
ESTTUY;16334,21422,25802,26491,27042,27327,27365,27483,27535
ESTUYZ;
ESTUZZ;26282
FFFLOY;26350
FFFLSU;6841
FFFLUY;26350
FFGIIN;24403
FFGILS;11607
FFGINO;16537
FFGIRS;
FFGLOO;16537
FFGRSU;26360
FFGRUY;
FFHIOS;6841,17815
FFHIST;21496
FFHISW;
FFHIWY;
FFHORS;13649,21495
FFHOSU;6841,20634
FFHOSW;
FFIILY;22324
FFIINT;4452,4453
FFIKLS;
FFIKSS;
FFILLU;19604
FFILOT;16537,18923,19604
FFILPS;
FFILTU;3863,8870,9472,18923,19604
FFIMNU;
FFINNU;8565,9464,23870
FFINPU;
FFINRU;19946,23313,23874,23876
FFINSS;13065,16542,23314,27708,27710
FFINSY;19413,26356
FFIOPR;3477
FFIOPT;
FFIOST;4454,10587,10595,16543
FFIPSS;
FFIPSY;
FFIQSU;
FFISST;16536,27715
FFISTY;24404
FFISUX;
FFKOSS;
FFLOTY;26350,26361
FFLPSU;16533,16547
FFLPUY;
FFLRUY;16546
FFLSSU;
FFNORU;26358
FFNSSU;16542,23314
FFNSUY;19413
FFOPSU;16547
FFOPSY;
FFOPTU;
FFOPUY;
FFOSSW;
FFRRUU;26370
FFSSTU;27715
FFSTUY;24404
FGGIIS;24407,27722
FGGIIZ;
FGGORY;
FGHILT;14831
FGHIRT;
FGHIST;14833,23882,27735
FGHOTU;16533
FGIIKN;
FGIILN;
FGIINN;27716
FGIINR;26391
FGIINW;24414,24415,25130,27741
FGIINX;23896
FGIINY;19605,27740
FGIKNY;4457,19605
FGILNS;
FGILNU;22328
FGILNY;
FGILST;
FGILUY;10617,16597,18924,22342,23327,23898,24403,25134,27705,27743,27748,27751
FGIMNU;439,12356,22338,22990
FGINOR;18926
FGINOS;16581,18658,22329
FGINOX;14845,23896,25138,27767
FGINRY;27733
FGINSU;
FGINUZ;18451,27747,27750
FGIORT;25113,25144
FGIOSU;4470,14872,16585,25143,26360,26398,26425,26431,26435,26443,26446,26451,26453,27735,27756,27758,27766,27768
FGIOTZ;10612,16558,27757
FGIRST;
FGJLUU;
FGLMUU;18928,18929
FGLNOS;25124,25154,25155
FGLORU;26411
FGLTUU;10616
FGNOOS;12365,14877
FGNORY;18926,20209,22341,23892,25156,27733,27744
FGNOSU;4470,16585,27735,27756,27758,27766
FGNSUU;440,22346,27707
FGOORS;6846,27768
FGOORT;22344,26383,27764,27767
FGOOSU;6846,18925,27768
FGORSU;4470,6846,13075,16585,18316,22343,27756,27766,27768
FHIIKS;20211,21517,23330
FHIINS;
FHILST;8570
FHILSU;14887
FHILTY;
FHIMUY;21524
FHIRST;
FHIRTT;8882
FHISST;
FHISSU;
FHISTU;
FHISTW;7653
FHISTY;14814,14833,14885,23333,26471
FHLOSU;6841
FHLSUY;27705
FHOOOR;26490
FHOORW;
FHOOSW;
FHORST;27727
FHORTU;25189
FHORTY;16606
FHORWY;16606,25183
FHOSTT;9496,11810,13698,14887,14896,20880,25192,26494,27727
FHOSTU;
FHOSTW;
FHPRUY;
FHSTUY;26491
FIIKNR;14901,20883
FIILLN;24420
FIILLP;1192,1660,26413
FIILMS;5046,6855,10588,10636,16630,22356,24421
FIILNT;
FIILPR;24671
FIILSU;4479,5046,6485,6859,6862,13066,13083,16575,16615,16634,18925,22324,24421,25204,26513,27731,27746,27749,27750,27751
FIILVY;23873,25207,27724
FIIMNR;4453,4477,6858,14917,14918,16635,27781
FIIMNY;16568,26416,27736,27739,27781
FIIMST;10640,16552,16579,22358,24421
FIINOR;3477,4453,16577,16584,16628,16629,16635,23892,26391,27711,27713,27729,27781
FIINOT;4453,4459,4480,6858,16548,16577,16580,16635,24405,27713,27718,27729,27781
FIINVY;20887,21530,27724
FIIOST;6225,10595,16579,17600,17726,23911,26459,26507
FIISTX;16583
FIITXY;18669,21536,23896,25207
FIIVVY;
FIJLOR;
FIKLSS;5433,27787
FIKLSU;
FIKLSY;21511
FIKNOS;19292
FIKRSS;20875,27787
FIKRSY;
FILLLU;9532,16643,21541,22361,26527
FILLOS;6863,10648,10650,16624,16645,20502,22355,22361,27778,27788
FILLPU;27761
FILLRS;16645,27788
FILLRY;24677,26413,27788
FILLUW;27760,27761
FILMOU;1657,10651,14935,16591,16627,16628,16644,17938,18928,19609,25229,26411,26535
FILMPS;4482,14942,24672
FILMRY;3881,4465,4476,10628,20905,22363
FILMSY;10636,11608
FILMUU;6864,6865,13081,18317,18928,18929,21542,24421,26435,26527,27789
FILNOR;19610,20900,22349
FILNOW;
FILNST;23082,23940,24678,27790
FILNSU;11819,14911,14943,25171
FILNTU;19604,21543,25221
FILNTY;19610,20226,23311,25096,27790
FILNUX;
FILOOS;4482,6863,13085,27790
FILORT;22349
FILORV;26438
FILOSS;22348,22356,24424,27770
FILOTU;5047,16627
FILOUZ;27747
FILOXY;16643
FILPPY;22363
FILPTU;
FILRST;
FILRTY;
FILSSU;14862,14943,27749,27780
FILSTT;
FILSUZ;27750
FIMNOR;
FIMNOY;16629,16655,27739,27781
FIMNRU;439,18672
FIMNUY;
FIMOST;6866,16578,16579,16601,16654,27764
FIMSTU;6866,16638,22358
FINOOS;2012,5639,5643,7661,10665,12405,13078,13085,13088,16649,19425,20230,22359,26546,26550,27778
FINOPR;3477,10599,10643,22341
FINORT;22349,23313
FINORX;16640,19607,27767
FINOSU;4470,5643,16659,18461,22323,22325,22366,26446,27758
FINOTY;2630,10633,14933,18930,20226,20504,23896,27739
FINSST;2642,10644,13065,22365,24424,27772,27790
FINSTU;22366
FINSTY;13711,16567,16587,20504,20910,23923,25132,27739,27753,27790
FINTUX;10624,16543
FIOOST;5643,6863,6866,7661,10595,10665,13088,16649,18931,19611,22359
FIOPRT;1663,10643,10645,16557,16590,22353
FIOQSU;14952,25228
FIORRT;2614,16659,22349
FIORST;
FIOSST;2626,2642,10644,16637,16658,22354,27783,27785
FIOSSY;26453,26543,27763,27790
FIOTTU;4480,9539,9542,9546,10656,10660,10663,10666,16594
FIPRUY;26453,26533,26542,26544
FIPTYY;
FIRSST;16619,16637,16658,20503,22365
FIRSTT;4489,16579,16601,27776
FIRSTU;4481,27715
FIRTUY;20231,26533,26534,26542,26543,26544
FIRYZZ;
FISSTW;
FISTWY;
FJLLOO;
FJLOUY;
FKLNSU;13734
FKLNUY;
FKLOOS;25263
FKLOSY;23950,25263
FKNOTY;
FLLLUY;14880,14974,14977,16546,16643,25264,26528
FLLOOW;
FLLOSY;14975,23938,25263,25266,26530,27788,27792,27793
FLLOUY;16546,16643,18205,18930,19069,21552,23938,25266,26350,26361,27788,27794
FLMNOU;18928,24689
FLMOOR;4483,5442,6097,6498,20921,26511
FLMORY;2272,22363,25156,27744
FLMPSU;
FLNOOU;16594,21543
FLNOOW;
FLNRUU;22318,27703,27719
FLOORS;4490,6099,16610,20499,22350,22369,27790
FLOOSY;21544,22324,22369,25263,26530,26531,26569,26570,27788,27790,27792,27793
FLOOUZ;
FLOOYZ;
FLOPPY;22363
FLOPTU;
FLOPUW;
FLORSU;22370
FLORUY;10661,14988,18205,19609,22369,22370,23951,26350,26361,27788,27793,27794
FLOSSY;16611,19964,23391,26543,26569,27763,27790
FLOSTU;22370
FLOSTY;22370,26491,27792
FLOTUY;14988,16648,18930,21552,22370,26350,26535,26542,26543,26567
FLPRUU;
FLPRUY;22369
FLRRSU;
FLRRUY;12367,18466,25159,27793
FLRSUU;6853,17521,18931,26541
FLSTUY;14977,22370,26491
FMNORU;2646,24689
FMORSU;25143,25190,26443,26494
FMOSUU;9557,16654,18317,18674,22343,24421,26435,26443,26527
FMPRSU;26572
FMPRUY;
FNOORU;6100,16646,21543,26559
FNORST;
FNORSW;14891,27766
FNORWY;14870,23951
FNOSTU;5638,5643,7662,10587,10597,15000,16543,16578,16659,18461,18465,23952,25225,25236,26446,26532,27758
FNRTUU;2275,10619,10666,14969,17817,27726
FOOPRS;22369
FOOPSS;16610,24427,27770
FOOPSY;22369
FOORSS;16541,16610,20932,20933,26495,27708,27771,27787,27790
FOOSTY;16611,26569,26570,27790,27792
FOOTUX;
FORRSU;4470,6846,7664,13075,16657,16659,22372,27768
FORRUW;
FORSST;2642,7665,16541,16637,16658,20503,22365,27772,27783,27785
FORSTW;4493
FORSTY;5646,16605,17600,22370,26562,26569,26575,27753
FORSUU;2647,6853,22368,22923,25274
FORSWY;25183,27793
FORUYZ;
FORWYZ;
FOSTUY;5646,16605,20504,22370,26491,26542,26543,26557,26570
FRSSTU;2648,7665,10618,16602,16604,16652,16658,17730,18453,27715,27783,27785
GGGIIN;
GGGIIT;
GGGILY;6867,16665
GGGINU;
GGGLOS;
GGGLOY;6867,12424,16665
GGGORY;
GGHINO;4501,6872,16680,22376
GGHORU;16670,27804
GGHOTU;11514,16670,27804
GGHSUY;9570,12426
GGIIJJ;
GGIINP;
GGIINV;
GGIIRR;1362,4496,6874,12429,15038,15047,23973,24435
GGIJLY;
GGIKNO;5647,5648,10684
GGILNO;22377,22384
GGILNU;
GGILNY;2655,13093,16550,16705,27823
GGILOO;2653,6883,7666,22384,26615,27834
GGILOT;2657,22384
GGILWY;26590,26608
GGINNO;
GGINOQ;
GGINOR;18938,24444,25306,27831
GGINOS;
GGINRU;
GGINRY;
GGINUY;4524,16553,24431,26379
GGINVY;25300,26641,27724
GGIOOR;16726,16728,18690,18937,18938,24444,27799,27831,27834
GGIOST;27826,27827
GGITWY;26608
GGLLOO;2653,2654,7666
GGLOOO;6883,6884,13103,22384,26654,27802,27833,27834,27838
GGLOOY;13103,16682,27816,27838
GGLRUY;
GGMOSY;16683,27816
GGMRUU;
GGNOOR;9582,16728,16732,18690,18937,18938,24444,26654,27799,27831,27834
GGNOOY;16732,27838
GGNRUY;4524,24431
GGOORT;9582,12348,16558,16726,16728,18938,24444,26654,27831
GGORST;16554,27827
GGPRUY;
GGPSUY;9570
GGRRUU;
GGSTUY;18689
GHHHIT;22386,27804
GHHILY;22387
GHHINO;10696,16740,24445,26587,26661,27846
GHHIST;
GHHOSU;12456,15098,16741,16755
GHHOTU;15098
GHIIKN;9476,16760
GHIINO;6872,10711,13112,15103,16770,17939,18943,19612,20506,22376,22395,22406,23986,24405,26391,26702,26703,26711,26712,27718,27883
GHIINR;18322,18324,27729,27840
GHIINV;
GHIKNO;451,25323
GHIKNT;451,4537,15126,15129
GHIKST;13809,18947
GHILNO;19617,19623,21594,22395,27719
GHILNY;19621,26677
GHILPT;10731,13104,16765,22398,27844
GHILST;22388,27869
GHILSU;16802
GHIMNO;570,4537,4548,5051,6895,16770,16791,23986,23989,25325,25350
GHIMST;13115,16783
GHIMTY;10744,16808,21605,22415,24456,25350,26720,26735,26736,27890,27891
GHINNO;
GHINOO;19623,21594,27907
GHINOP;6872,13824,18943,20941
GHINOS;
GHINOT;570,4537,5051,8930,18943,22376,24405
GHINOV;26712
GHINOX;17825
GHINOY;5051,6896,10729,16791,16792,16794,16809,17552,19619,19624,23425,24431,24457,24459,25350,27733
GHINPY;4538,10716,21587,26677
GHINST;
GHINSY;18321
GHINTY;16781,16809,16811,19619,25115,25350,26758,27883,27914
GHINWY;10722,16794,16797,21593,23411,25357
GHIOPZ;6516,9644,15157,22416,26702,26703,27883,27899
GHIORS;10764,18947,19629,22388,22397,22400,27727,27849
GHIORT;2679,4551,4552,10741,10764,13122,16813,16814,18943,22400,24456,24460,27804,27844,27846,27895,27902,27912
GHIOSS;10734,13109,15104,16799,16800,18447,20950,22409,25324,26676,27877,27903,27913
GHIOSY;4552,6900,16808,16809,16817,27843,27849,27850,27873,27904,27911,27913
GHIPST;455,4550,10744,16815,26700,26714,26759,27882
GHIPTY;4550,4551,4552,10697,10716,10744,13122,14833,15085,16781,16808,22418,25362,26758,27882,27883,27914,27917
GHIQTU;
GHIRST;24456,24460
GHIRTW;27804
GHIRTY;4551,4552,4553,10716,13122,16781,16808,19619,21605,25115,25368,27839,27840,27850
GHISST;456,22393
GHISTT;22388,27727,27869,27877
GHISTW;
GHITTW;7428,10755,27919
GHLLSY;99,1208,15188,16818,22408,27705,27888
GHLMOU;2680
GHLNOS;4556,16682,23428
GHLOOS;24411,27868,27869,27875,27876,27877,27887
GHLOPU;
GHLOSU;
GHLOUY;
GHLPSU;
GHLPSY;7677,15188,16682,16741,16818,16819,16820,16821,19625,21601,21623,22399,22412,25333,26682,26684,26740,26746,27816,27843,27851,27857,27858,27873,27897,27904,27905
GHMOTU;
GHMPRU;15209
GHNNUU;19614,19622,21580,21581,22417
GHNOOP;10701,10702,10773,16827,27853
GHNORT;2292,11613,13105,13125,15096,16670,16747,18943,26353,27846,27895,27912
GHNOST;3665,13842,13845,15208,23428,25381
GHNOSU;10700,16824,27924
GHNOTU;
GHNOTY;5051,11878,16747,16809,17552,19619,25383,26683,26758,27733,27873,27882,27883,27895,27899,27914,27917
GHNPUU;22417
GHNRUY;26776
GHOOPT;13125,15157,25375,27853
GHOOQU;
GHOORS;1211,6525,9650,9652,10768,10770,13848,15183,15184,15221,15222,15223,16814,16831,18483,18484,18691,18704,19629,21622,25352,26401,26765,26783,27872,27893,27924
GHORSU;12487,27924
GHORTU;22332
GHORTW;
GHORUY;15212
GHOSST;10734,16800,16822,20950,24463,26662,27877,27903
GHOSSU;2687
GHOSTU;455,15098,16533,16789,16815
GHOSTY;4552,10744,10775,15099,15218,15223,16756,16808,16809,16830,25378,25383,26666,26787,27850,27882
GHOTUY;
GHPSUU;4566,27854
GHRSSU;24464
GIIINR;864,3506,5653,6535,6847,7682,10786,15032,15241,16531,16565,16690,16691,16693,16849,16858,16862,16870,18322,18693,18943,18957,19633,21569,21641,21645,22335,22423,22425,22434,24023,24027,24406,24435,25110,25392,25395,26402,26403,26405,26408,26577,26607,26801,26813,26831,27930
GIIJNV;
GIIKLN;
GIIKMN;3507,8263,9660,15248,15253,21651,24722,27855
GIIKNN;
GIIKNP;24722
GIIKNR;18960,26846
GIIKNS;
GIIKNT;18960,24722
GIIKNV;5657,8263,15248,26839,26841
GIIKNY;4457,16876,26608,26844
GIILMN;
GIILNN;25315
GIILNO;4503,16705,26580
GIILNP;25315
GIILNR;
GIILNS;
GIILNT;
GIILNV;
GIILNW;
GIILOS;15016,15256,20515,22399,25314,26613,26674,26690,26691,26865
GIILSS;2694,4591,5981,12492,13127,13128,14842,22933,24723,25389,26621,26795,26800
GIILSV;13860,23443
GIIMMN;22449
GIIMNN;
GIIMNP;
GIIMNR;
GIIMNT;4499,11614,16672,22420
GIIMNX;
GIINNN;16924
GIINNP;
GIINNS;
GIINNT;
GIINNV;
GIINNW;17449
GIINNX;10834,16583,25440,26630,26631,26818
