AAAARR;8,24,33
EINORS;
EINORT;
EINORV;531,3757
EINORX;10433,14651,17319
EINOSS;
EINOST;
EINOSV;
EINOSW;
EINOSZ;18220,18631
EINOTT;
EINOTW;
EINOTX;10433,12412
EINOVW;12692,12693,15912
EINPPR;15928
EINPPS;
EINPPW;
EINPRS;
EINPRT;
EINPRU;
EINPRY;11320,11331,12439,18615,19233,19432,19518,19525
EINPSS;
EINPST;
EINPSU;757
EINPTT;
EINQRU;
EINQSU;
EINQTU;
EINQUU;20259
EINQUZ;14317
EINRRS;
EINRRU;
EINRSS;
EINRST;
EINRSU;
EINRSV;
EINRSW;
EINRSX;12577,20115
EINRSY;11563,11729,14741,14821,18220,18615,19233,19518
EINRTT;
EINRTU;
EINRTV;3283
EINRTW;
EINRTY;
EINRUV;
EINRUW;
EINRVW;5085
EINRVX;8645,11285,16097,18486,18581,18775,19174
EINRVY;11729,13815,14741,14821,18643
EINRWY;19840
EINSSS;
EINSST;
EINSSV;14437
EINSSW;
EINSTT;
EINSTU;
EINSTV;
EINSTW;
EINSTY;
EINSUW;
EINSUX;11349,11714,20335
EINSVW;12692
EINSVX;11941,16376,19512
EINSWY;
EINSWZ;3199,19451
EINTTU;16694,18708,19422
EINTTY;5510,12574,12799,14980,16617,16623,19677
EINTWY;13836
EINUVW;5085
EINWZZ;
EIOOPW;19160
EIOORR;
EIOORS;
EIOORT;
EIOORZ;11269,20232
EIOOST;
EIOPPS;
EIOPPT;
EIOPRR;1188,5251
EIOPRS;
EIOPRT;
EIOPRU;
EIOPRX;5251,7831
EIOPSS;
EIOPST;
EIOPSY;6047,6925,13880,15443,15445,19541,19845
EIOPTT;
EIOPTU;
EIORRR;16700
EIORRS;
EIORRT;
EIORRU;11722,17269,18922
EIORRW;
EIORSS;
EIORST;
EIORSV;
EIORSW;
EIORSX;17543
EIORSY;7753,10449,19496,19708
EIORSZ;
EIORTT;
EIORTU;
EIORTW;
EIOSST;
EIOSTU;
EIOSTV;
EIOSTW;
EIOSTZ;
EIOSWY;12538,18213,19708,20135
EIOSZZ;
EIOTTT;
EIOTTU;7305,14558,14788,14989,20214
EIOTUV;8468,15919,20214
EIOTVV;12177,19463
EIPPRR;
EIPPRS;
EIPPRT;18582
EIPPRU;3408,11725,18582
EIPPRY;14914,19111
EIPPRZ;
EIPPSS;
EIPPST;
EIPPTT;
EIPPUY;14914
EIPQSU;
EIPQTU;18402,19387
EIPRRS;
EIPRRU;
EIPRRZ;786
EIPRSS;
EIPRST;
EIPRSU;
EIPRSV;
EIPRSW;
EIPRSZ;3242,3286,19886,20302
EIPRTT;20213
EIPRTV;17685
EIPRTX;
EIPRTY;12439,18171,20213
EIPRXY;18736,19111,19477
EIPSSS;
EIPSST;
EIPSSU;
EIPSSW;
EIPSTT;
EIPSTU;
EIPSTW;15533,20343
EIPSUZ;
EIPSWY;19993,20225
EIPSXY;383,3730,12795,18736,19415
EIPTTU;5972,14788,16694
EIQRSU;20232
EIQRTU;
EIQRUV;
EIQSTU;
EIQTUY;8656
EIRRSS;14426
EIRRST;
EIRRSV;
EIRRSW;
EIRRTT;18224,20107
EIRRTW;
EIRRVY;7257,7697,7889,7893,8121,8507,11487,11651,12377,12776,12883,13760,14844,16972,18562,18606,18732,18735,19104
EIRRZZ;
EIRSST;
EIRSSU;
EIRSSV;
EIRSSW;
EIRSSX;
EIRSSY;7945,11081,11563,12031,13815,14315,14820,16391,16428,18896,19104,19233
EIRSSZ;
EIRSTT;
EIRSTU;
EIRSTV;
EIRSTW;
EIRSTZ;16655,19969
EIRSVV;
EIRSVW;
EIRSVZ;12042
EIRTTT;20213
EIRTTV;20213
EIRTTW;
EIRTUV;522
EIRTVY;14838,14844,15795,16337,16388,16949,16972,18676,18725,18731,18732,20213
EISSSS;14198,18485,18558,18793,19479,20035,20048,20331
EISSSU;20233
EISSSW;19965
EISSTT;
EISSTU;
EISSTV;
EISSTW;
EISSTX;
EISSVW;15448
EISTTW;
EISTTY;13871
EISTVW;16441,19282
EISTZZ;
EISUVZ;10873,13720,13789,19417
EISWZZ;
EISZZZ;
EITTTX;
EJKNRU;
EJKNTU;16171,16659
EJKOPS;
EJKORS;20344
EJLLOR;
EJLLOS;3584
EJLLOY;
EJLOPS;10480,20290
EJLORT;
EJLORW;
EJLOST;2260,3584
EJLOSU;20290
EJLPSU;10480,20290
EJLRSU;910,8358,10480,20290
EJLSTU;
EJMOOS;3584,14303
EJMOST;3584,7437,10481,12278,14303,16450,16451,18048
EJMPRU;
EJNOST;10481,11751,16450,18048
EJNOSY;17429
EJNOTT;
EJNSXY;
EJOOSY;10480,13575,20344
EJOPRT;
EJORSS;13574
EJORTT;
EJOSSS;11558,15450,18951
EJOTTU;
EJPSTU;18271
EJRSTU;
EJRSUV;15580,19057
EKKOPS;14255
EKKOPU;
EKKORS;4202,5201,11563,12628,19611
EKLLNS;1384,1405,1515,8064,9606,11902,16452
EKLLSS;
EKLLSV;
EKLLSY;1515,18079
EKLMMU;
EKLMSS;6184
EKLMSU;1169,14430
EKLNOS;408
EKLNOU;3766,4559,16267
EKLNRU;3766
EKLNST;
EKLOOR;3767,5130,13643,18289
EKLOPT;
EKLOST;
EKLOSY;14719
EKLPSS;18796
EKLRRU;1061,1193,5272
EKLRSU;
EKLSTT;3768
EKMNOY;
EKMNSY;12281
EKMOOP;12924,20093
EKMORS;10917
EKMOSS;11752
EKMOSY;
EKMRRU;1061,1193,16013
EKMRSS;
EKMSTU;
EKNNOR;524,11030
EKNNOT;
EKNNSU;14321,17922,19381
EKNNTU;16171,16267,19830
EKNOPS;15833
EKNORR;3438,3769,5093,17466,19939
EKNORT;
EKNORW;
EKNORY;8359,15542
EKNOSS;
EKNOST;408,3553
EKNOSW;
EKNOUY;16659
EKNPRU;3438
EKNPTU;
EKNPUY;18289
EKNRSU;
EKNSTU;
EKNTTU;14105
EKOOQU;
EKOORR;
EKOORT;
EKOPRR;3438
EKOPRS;
EKOPSS;4919,11752,15765,18433,18707,18796,19383,19615
EKOPST;
EKOPSU;
EKOPSY;3552,8489,11424,12087,16880
EKORRS;
EKORRW;
EKORRY;
EKORST;
EKORSY;13575
EKORUY;
EKORWY;
EKOSSS;20292
EKOSST;
EKOSTW;
EKPRSU;
EKPSTU;
EKRRSU;11851,20344
EKRRSY;12281
EKRSSY;19994
EKRSTU;11289,12926
EKRSTW;2338
EKRSTY;13575
EKRTUY;
EKRUVY;18289
EKSSTY;
ELLLOR;9820,15201,19809
ELLLOZ;
ELLLRU;4241
ELLMNU;
ELLMOW;
ELLMPU;11355,16667
ELLMRU;3673,3774,11292,18800
ELLMSS;4278,5006,14456
ELLMSY;14270,14455,16547,17572
ELLMTU;537,3774,10237,12379,12930,18800
ELLMUV;7640,8503,8505,8507,8510,12582,16861,16941,20227,20296
ELLMUY;2266,3774,5967,6471,8503,10237,11873,20296
ELLNOP;14923,15890
ELLNOR;15016
ELLNOV;20227
ELLNOY;14126,14890,16760,16884,18226,18649,20049,20346
ELLNSS;19617
ELLNSU;3521
ELLNSY;1405,1515,3773,4679,7762,11970,12546,13622,14322,16223,18166,18226,18798,20049,20346
ELLNUU;14126,15949,16014,16546,16941,18027,20294
ELLNUW;11292
ELLOPR;4611,8231,15840,19219
ELLOPS;5525
ELLOPX;
ELLORR;
ELLORS;
ELLORT;
ELLOSS;18554
ELLOST;
ELLOSY;5525,11970,12546,19218
ELLOTX;2126,3586,8670
ELLOTY;2017,2954,5832,6578,7402,8026,8514,14213,14825,14965,16944,18649
ELLOVY;14965,16944
ELLOWY;4957,12548,18227
ELLPRU;
ELLPSS;16841
ELLPSU;9609
ELLPTU;
ELLPUW;
ELLPUY;2276,7041,8228,10428,16352,20296
ELLQSU;16223,19948
ELLSST;
ELLSSW;13879,18165
ELLSTU;
ELLSTY;16949,18798
ELLSUV;
ELMMOP;1125,2756,16796
ELMMPU;
ELMNOR;14458,17016
ELMNOS;14682
ELMNOT;
ELMNOY;6987,7638,8494,15520,17762
ELMNPU;2185,5729,8329,11355,19621,19625,20050
ELMNSU;18811,19761
ELMOOP;5729,12308,14273,14458,16225,17736,19625,20093,20299
ELMOOS;
ELMOOY;3588,3705,6987,12308,12663,14910,16797,16944,20299
ELMOPU;18274,20050
ELMOPY;20050
ELMORS;
ELMORT;
ELMOST;
ELMOSU;
ELMOSY;
ELMOTT;13799,16274
ELMOTY;2883,3705,7913,9824,16944
ELMOUV;16941,20227
ELMOXY;16227
ELMOZZ;
ELMPPU;
ELMPRU;
ELMPSU;
ELMRSU;
ELMRTY;7913
ELMSST;
ELMSSU;
ELMSUV;11774,14432,20247
ELMSUY;3527,3559,5528,12552,12671,12820,12826,14265,14432,20247
ELMSXY;3545
ELMTUU;12379,19387,20238
ELMTUW;2943,17937
ELMTUY;2266,5528,12382,12642,12826,12930
ELMUZZ;
ELNNOR;2062,14459,15016,15017,15649,15651,17412,18461,18525
ELNNOS;9522,18250,18807,18809
ELNNRU;14358,14371,14638,15594,15651,16286,16675,17412,18469,19955,20052
ELNNTU;15856,16876,18174,20238
ELNOOS;
ELNOOT;10355,12383,12385,16453,17355,18591,18936,19513,19773,20133
ELNOOW;5130,10486,12693,19711,20133
ELNOOY;3588,3785,6237,6987,8514,8567,10426,12663,12680,12837,15178,15651,16797,18289,20133,20297,20299
ELNOPS;18817,18963,20347
ELNOPT;
ELNOPU;14923,20347
ELNOPY;
ELNORR;1519,2348,2349,5133,10487,12550,15017,15653,17466,17624,18955,19633
ELNORS;
ELNORT;14459
ELNOSS;
ELNOST;
ELNOSU;
ELNOSV;
ELNOSW;8128
ELNOSZ;3334
ELNOTT;14093
ELNOUV;11923
ELNOUZ;17425
ELNOVY;1021,5388
ELNOZZ;
ELNPPU;91,92,104,108,762,9999
ELNPST;
ELNPTU;19073
ELNPTY;15287,19217
ELNRSU;
ELNRTU;
ELNRUU;18469,18959
ELNRUZ;8532,10071,11292,17425,17683,17887
ELNSSU;
ELNSSY;7378,11436,14322,16223,18292
ELNSTU;
ELNSXY;14652
ELNTTU;100,3715,16961
ELNTTY;1499,12574,12705,16453,17936,19529
ELNTXY;3588,3730,7283,11787,12104,12710,14742,15287,16862
ELNUZZ;
ELOOPP;
ELOOPR;18289,19625
ELOOPS;8298,13880,18984,20055
ELOOPT;14805,16269
ELOOPZ;12381,16366
ELOORS;
ELOORT;
ELOORW;5130,14889
ELOOSS;2345
ELOOSV;19617
ELOOSW;7919
ELOOSY;5838,10480,14451,14873,15002,16454,17698,20351
ELOOSZ;
ELOOTT;212,7776,12096,12383,14558,14989,20299
ELOPPP;
ELOPPR;
ELOPPS;
ELOPPT;15895
ELOPPU;14779
ELOPPY;5337,7976,16227
ELOPRR;
ELOPRS;
ELOPRT;
ELOPRV;
ELOPRW;5344
ELOPRX;3797,7831
ELOPRY;6924,8231
ELOPSS;
ELOPSU;
ELOPSY;5525,13880,19541
ELOPTT;
ELOPTU;
ELOPTY;
ELORRS;18229
ELORRW;
ELORSS;
ELORST;
ELORSU;
ELORSV;
ELORSW;
ELORSY;
ELORTT;
ELORTU;
ELORTV;
ELORTW;
ELORTY;
ELORUV;5156,5309,5388,12942
ELORVW;776,8075,18175
ELORVY;
ELORWY;14283,18227,20133
ELOSSS;
ELOSST;
ELOSSU;
ELOSSV;
ELOSSW;18932,20135
ELOSSY;6788,8589,10491,19541
ELOSTT;
ELOSTU;
ELOSTV;
ELOSTW;
ELOSTX;6159,10823,11787,12422,12423,12425,12943,16645,16899
ELOSTY;17429
ELOSUV;
ELOSUZ;
ELOSVV;14997
ELOSVW;12692
ELOSVX;11941,12645,16376
ELOSVY;17996,19535,19541
ELOSXY;5949,11787,14652,19415,20254
ELOSZZ;
ELOTTU;
ELOTTY;4982,9935,12663,14558,14965,14989
ELOTUV;
ELOTUZ;
ELOTWY;12548,14283,18227,20133
ELOTYZ;
ELOWYY;
ELPPRU;14779
ELPPSU;
ELPQUU;19387
ELPRRU;3498,12636,16286
ELPRSU;
ELPRSY;
ELPRTY;
ELPRUV;12646,12942,15632,15949,16890,16972,17434,18289
ELPRUY;13728,15632,15651,16970,16972,18289
ELPSST;
ELPSSU;
ELPSSY;17583,17891,18735,19400,19541
ELPSTU;
ELPSTZ;
ELPSUX;12943,20295
ELPSUY;108,14265
ELPSUZ;
ELPUZZ;
ELRRSU;
ELRSSU;
ELRSTU;
ELRSTY;
ELRSUV;
ELRSUY;17325,17627
ELRTTU;
ELRTTY;
ELRUWY;
ELRUWZ;11292
ELSSSU;
ELSSTU;
ELSSTW;
ELSSTY;
ELSTTU;
ELSTTY;
ELSTUX;16899,20295
ELSTUZ;10873,13808
ELSUZZ;
ELUWZZ;
EMMMOT;8690,14746
EMMMRU;
EMMNNO;1100,1944,5284,14746
EMMNOT;19966
EMMNTU;18708
EMMORS;
EMMORY;2756,10449,14910,14953,16796
EMMORZ;8532,12719
EMMOST;
EMMOSU;11848,20237
EMMOYZ;16193
EMMPRU;7793
EMMPTU;7711,7793,8147,16906
EMMRRU;
EMMRSU;
EMMRSY;19968,19969
EMMSTY;8379,10006,11358,12856,12857,14265,16192
EMMSUU;
EMNNNO;3799,8537,10007,11804,11805,13887,14848,15829,16358,16559,16560,16977,18261,18656,20317,20318
EMNNOS;14216,14709,17618,18455,18807,19639,19641,20178
EMNOOR;14458
EMNOPT;19216
EMNOPY;5278,10381,11426,12059,18040,18652,19216,20050
EMNORS;
EMNORT;
EMNOSS;
EMNOST;
EMNOSV;8598
EMNOSY;5951,14709
EMNOTY;3443
EMNOXY;3588,10381
EMNPSU;
EMNRRU;
EMNRSU;
EMNRTU;
EMNSSU;19640
EMNSUW;11753,12117,12813
EMNSYZ;14941,19969
EMNTTU;14966,16694,19422,19434
EMOORR;10962,14098,14107,14953,15482,16530,19332
EMOORS;
EMOORT;
EMOOSS;
EMOOSV;16697,17494
EMOPPR;16227
EMOPPT;6752,18913
EMOPPY;3440,16227,20148
EMOPRR;12059
EMOPRS;
EMOPRT;
EMOPRY;2317,3593,7799,8106,8109,8597,11301,12059,16486,16770,16983
EMOPST;
EMOPSY;
EMOQSU;11672,20241,20265
EMORRS;
EMORRT;12656,14107,19824
EMORRW;
EMORSS;
EMORST;
EMORSU;
EMORSV;
EMORSW;
EMORTU;
EMORUV;12883,12944,15005
EMOSSS;9827,10770
EMOSSU;
EMOSSY;
EMOSTT;15967
EMOSTY;
EMOSUY;8308,10006,10310,12547
EMOSZZ;
EMOTTT;8305,16867,20262
EMPPRU;19245
EMPPTU;
EMPRSS;3444
EMPRST;
EMPSSU;
EMPSTT;14405,16736,16737,18244,20206
EMPSTU;12423
EMRRSU;
EMRRUY;3774,12883,14119,19824
EMRSSU;
EMRSTU;
EMRTTU;15955,19824
EMSSSU;
EMSSTU;
EMSSTY;2153
EMSSUY;5508,6243,8308,12826,14322,14432,14456,16730
EMSTTU;
EMSUZZ;
ENNNOP;6103,8625,11230,11356,11879,12121,12313,14187,15656,18588
ENNOOR;
ENNOPT;14955
ENNOPU;188,3751,8111,13899,14559,15203,20185
ENNORT;
ENNORU;20052
ENNORW;17027,18461,19695,20186
ENNOSS;17025,17029
ENNOST;18455
ENNOSU;188,16973
ENNOSX;12361,16376,16653,16973,18890,19512
ENNOTW;17027,19695,20186
ENNOTZ;3657,5284,5379,5475,10466,11915,18088,19802,19852
ENNPRU;955,14955,15979,18449,19625,20052,20185
ENNPSU;188,19628
ENNPTU;1316,8606,9792,11717,14955,15979,16042,16420,18449,20185
ENNRRU;4327,5286,14657,18449,19332,20186
ENNRSU;
ENNRTU;15979,16420,18449
ENNRUW;14319,17027,20186
ENNSTU;
ENNSUW;8128,11969,18005
ENNTTU;3028,3715,15856,19422,20214
ENNTUU;3717,7796,12944,14459,14955,15979,16420
ENOOPR;722,6246,8294,14458,16494,16722,17319,19160
ENOORS;
ENOORT;14246,18936
ENOOSS;14453
ENOOSZ;
ENOPPU;5730,11725
ENOPRR;15535,16722,18964
ENOPRS;
ENOPRU;
ENOPRV;5901,11149
ENOPRY;5108
ENOPST;
ENOPSY;
ENOPTT;3390
ENOPWY;
ENORRS;19194
ENORRT;14585
ENORRW;
ENORRY;11728,11729,11826,12844,12904,12958,14263,14878,15813,16490,19194,19576,19649,19656
ENORRZ;3639
ENORSS;
ENORST;
ENORSU;
ENORSW;18827
ENORSY;11970
ENORSZ;18220
ENORTT;
ENORTU;
ENORUV;11923,12798
ENORUZ;8532,10295,10466,15339,17383,17425
ENORVY;1496,8121,12837,17684
ENORZZ;
ENOSSS;
ENOSST;
ENOSSU;11812,20359
ENOSSW;
ENOSSY;14121,18292,19730,20293
ENOSTT;
ENOSTX;2351
ENOSTY;13622,17429
ENOSUV;326
ENOSUW;8128,12813
ENOSVW;19324
ENOSVY;
ENOSWW;19310,19940
ENOSXY;3750,5949,8576,11787,11826,12565,14652,18220
ENOTTU;3028,3741,15856,16694,19422,20214
ENOUVW;
ENPPRU;15928,16343,16714,18582
ENPRRU;
ENPRST;
ENPRSU;
ENPRTU;1001,4688,16561
ENPRUU;3498,15151
ENPRUY;3218,3788,4688,5730,11436,15651,16770,18289,20052
ENPRWY;19840
ENPSTU;
ENPTTU;16694
ENPTUU;3018
ENPTUW;
ENQRSU;11811,17452
ENQSUY;5509,12820
ENRRSU;
ENRRTU;
ENRSST;
ENRSSU;
ENRSSY;14322,18615,19233
ENRSTU;
ENRSTW;
ENRSTY;
ENRSUU;11265,18752,19098
ENRSUY;14322,17325,17433,19548
ENRTTU;
ENRTUU;3348,3717,10295,11265,12944,14888,17887
ENRUZZ;
ENRVWY;11280
ENSSTT;
ENSSTU;
ENSSUW;
ENSUXY;3521,11787,12266
ENTTWY;
ENTUVX;11349,15919
EOOPPR;
EOOPPS;16846,19823
EOOPRR;3449,15535,16722
EOOPRS;
EOOPRT;1144,14246
EOOPRX;3797,7811,12561,15985,17319,18167,19346,20264
EOOPST;
EOOPSV;2150,12392,12955,16824,17628,19512,19893
EOOPTY;3785,12395,12680,12890,12932,12942,14127,16970,18290,20348
EOORRS;
EOORRT;11139,16141
EOORSS;
EOORST;
EOORSW;
EOORTT;10502,18534,19820
EOOSST;
EOOSSW;14661
EOOSTZ;16718
EOPPPR;19346
EOPPPT;15595
EOPPRR;1188,3179,5251,11724,19988
EOPPRS;
EOPPRT;
EOPPRY;12432
EOPPST;
EOPPSU;
EOPRRS;
EOPRRT;
EOPRRU;
EOPRRV;
EOPRRW;20343
EOPRRY;11728,12768,15443,15988,19656
EOPRSS;
EOPRST;
EOPRSU;
EOPRSV;5901
EOPRSW;
EOPRSY;15988
EOPRTT;
EOPRTU;
EOPRTW;
EOPRTX;3797,3804,12561
EOPRTY;
EOPRTZ;2818
EOPRXY;3750,12565,16227
EOPSSS;
EOPSST;
EOPSSU;
EOPSSY;15305,15445,19541
EOPSTX;12422,12423
EOPSTY;
EOPTTU;14788,16694
EOPTUV;11791,12154,12773,12942,16890
EOQRSU;8659,11044,16221,20231,20232,20265
EOQRTU;
EOQSTU;17544
EOQTTU;
EORRRS;19194
EORRRT;2362,10502,14283,15468,16054,16487
EORRRY;5321,5514,5533,5818,9776,10104,10502,10776,11651,11729,11814,11893,14283,14878,15813,15988,16698,18661,19194
EORRSS;
EORRST;
EORRSU;
EORRSV;
EORRSW;
EORRSY;11091,12036,18229,19194,19649,19656
EORRTT;10502,14947,15766,15959
EORRTU;
EORRTV;
EORRZZ;
EORSST;
EORSSU;
EORSSV;
EORSSW;3531
EORSTT;
EORSTU;
EORSTV;
EORSTW;
EORSTX;
EORSTY;
EORSTZ;15954
EORSVW;
EORSWW;5185,19310
EORSXY;3750,10321,10777,11413,11787,11798,11826,12109,12139,12565,12948,18101,18220
EORTTT;11858
EORTTU;
EORTTX;3797,10502,10831
EORTUV;
EORTVX;16097,16294
EORTWY;12548,14127,14283,15574,16605,18213,18227
EORUVY;8656,12837,12883,14839,15632,17434,18289
EOSSSS;11047,11812,11822,12952,15943,16786,16787,17329,17554,17697,17999,18593,18837,18956,18961,19326,19610,19651,20357
EOSSST;
EOSSSU;17919
EOSSSW;3518,3531,5386,11743,12378,19765,20292
EOSSTU;
EOSSTV;
EOSSTW;
EOSSTX;18648,18693
EOSSVW;
EOSTTU;
EOSTUZ;16718,19049
EOSTWZ;14402
EOSUUV;19741
EPPPRY;3596
EPPPTU;
EPPRSU;
EPPSTU;
EPRRSU;
EPRRSY;14931
EPRSST;
EPRSSU;
EPRSSW;
EPRSSY;17583,17891,18735,19400
EPRSTU;
EPRSTW;
EPRSUU;
EPRSUW;12056,19140
EPRTTU;
EPRTTY;2221,2817,20213
EPRTUU;
EPRTWY;12538,14127
EPRUVY;15632,17434,18289
EPSSSU;
EPSSTU;
EPSSUY;3011,15305,15445,16935,16986
EPSTUZ;
EPSTXY;17551,19415
EQRTWY;
EQSSTU;
EQSSUU;12952
EQSTUU;109,2356
EQSTUY;3030,3808,11802,12852,16808
ERRSTU;
ERRSTY;14428,14931
ERRSUU;3351,4277,8523
ERRSUY;4339,10321,14233,18857,19496
ERRTTU;
ERSSST;
ERSSTT;
ERSSTU;
ERSSTV;
ERSSTW;
ERSSTY;19104
ERSSUU;
ERSSUV;
ERSSVY;7902,9638,11081,16428,16785,16913,17745,17891,19104,19477,19525,19535
ERSTTU;
ERSTTY;
ERSTUU;19098,19341
ERSTUV;
ERSTUY;
ERSTVY;16949,17996
ERSTWY;17433,18213,19993
ERSTXY;800,2800,7292,8436,10777,11787,12948,14742,17551
ERSUVY;20247
ERTTUX;3804
ESSSSU;2023,10420,10706,10895,10951,11307,11822,12952,16452,17330,18501,18774,18801,18816,18837,19610,19619,19651,20340,20349,20357
ESSSTU;
ESSSUW;4618,9833,10022,10945,18294,18802
ESSTTU;16935
ESSTTY;12395
ESTTUY;8618,8693,12463,13871,14952,15008,15011,16892,16935,19999
ESTUYZ;6058,16718,19049
ESTUZZ;
FFFLOY;
FFFLSU;
FFFLUY;
FFGIIN;
FFGILS;15990,19663
FFGINO;20363
FFGIRS;17034
FFGLOO;
FFGRSU;
FFGRUY;
FFHIOS;
FFHIST;
FFHISW;
FFHIWY;
FFHORS;3032
FFHOSU;
FFHOSW;3032
FFIILY;7824
FFIINT;7826
FFIKLS;
FFIKSS;
FFILLU;
FFILOT;12967,20364
FFILPS;
FFILTU;7304,10504,12968
FFIMNU;
FFINNU;2758,10504,20362
FFINPU;
FFINRU;
FFINSS;18459
FFINSY;
FFIOPR;
FFIOPT;
FFIOST;2366,3816
FFIPSS;18850
FFIPSY;
FFIQSU;
FFISST;
FFISTY;
FFISUX;
FFKOSS;
FFLOTY;10961,12967,20364
FFLPSU;3817
FFLPUY;
FFLRUY;4266,18857
FFLSSU;12964
FFNORU;920
FFNSSU;14755,17035,17036,18459
FFNSUY;
FFOPSU;
FFOPSY;
FFOPTU;
FFOPUY;
FFOSSW;
FFRRUU;
FFSSTU;8723,11842,12971
FFSTUY;
FGGIIS;
FGGIIZ;
FGGORY;18866,19677
FGHILT;10966
FGHIRT;
FGHIST;
FGHOTU;10507
FGIIKN;15028
FGIILN;
FGIINN;
FGIINR;18864
FGIINW;18307,18864,19697
FGIINX;
FGIINY;13833
FGIKNY;14882,16523
FGILNS;
FGILNU;
FGILNY;
FGILST;
FGILUY;12993,14339,18026,18309,19709,19713,20375,20385
FGIMNU;
FGINOR;
FGINOS;15480
FGINOX;18892
FGINRY;18301,20380
FGINSU;
FGINUZ;
FGIORT;10979
FGIOSU;10980,14337,18466,18894,20392
FGIOTZ;17041
FGIRST;
FGJLUU;
FGLMUU;
FGLNOS;
FGLORU;5549,12983,12991
FGLTUU;18027
FGNOOS;18471
FGNORY;13985,17046,18301
FGNOSU;
FGNSUU;7819,15030,20378
FGOORS;17034
FGOORT;10507,19715,20382,20389
FGOOSU;14337,19679,20393
FGORSU;10511,15029,17036,17039
FHIIKS;
FHIINS;
FHILST;17052
FHILSU;6019
FHILTY;
FHIMUY;
FHIRST;
FHIRTT;2788,3360,10692,10966,11837,18869
FHISST;
FHISSU;19719
FHISTU;
FHISTW;
FHISTY;10032,19723,20381
FHLOSU;
FHLSUY;9319,18857,20375,20381
FHOOOR;
FHOORW;11002
FHOOSW;16529
FHORST;17052
FHORTU;3157,10507
FHORTY;2368,9455
FHORWY;20396
FHOSTT;2377,7855,10968,11864,19679
FHOSTU;
FHOSTW;18900
FHPRUY;7323,12983,20381,20396
FHSTUY;19730,20375,20381
FIIKNR;7867
FIILLN;
FIILLP;8763,20363
FIILMS;7063
FIILNT;
FIILPR;3380,9670,11926
FIILSU;4282,10518,12966,12970,13018,20383
FIILVY;2391,17673,19735,19740
FIIMNR;11923,17058
FIIMNY;2374,17058,17659,18878
FIIMST;3816,13023,13024,13025,14469
FIINOR;333,3821,3833,11923,15663,18303,18864
FIINOT;332,333,3821,11915,13024,19674,20395
FIINVY;17684,19735
FIIOST;332,1533,3816,5555,7890,7891,13024,16545,18900,20394
FIISTX;3379
FIITXY;
FIIVVY;
FIJLOR;
FIKLSS;20369
FIKLSU;
FIKLSY;
FIKNOS;8777
FIKRSS;
FIKRSY;
FILLLU;2407,5557,12991,17053,18026,18478,20401
FILLOS;2409,8780,12993,17053,17056,20385,20405
FILLPU;20401
FILLRS;1534,3826,8780,13007,13017,20381,20396,20405
FILLRY;16523,16547,18896,19723,19751,20396
FILLUW;
FILMOU;2367,3836,4939,4940,20401
FILMPS;13028,16020,19737
FILMRY;11847,16547,17047
FILMSY;16547,20387
FILMUU;13019,14347,14885,20405
FILNOR;15663
FILNOW;
FILNST;17052
FILNSU;2882,10512
FILNTU;14888
FILNTY;13748
FILNUX;
FILOOS;7063,8721,14469,15032
FILORT;
FILORV;18486
FILOSS;5558,8718,14467,17060,20402
FILOTU;3036
FILOUZ;10071,10516,18060,18303
FILOXY;
FILPPY;
FILPTU;5561
FILRST;
FILRTY;
FILSSU;7827,16039,17060,18889
FILSTT;13011
FILSUZ;
FIMNOR;
FIMNOY;13004,15663,17047,18301
FIMNRU;16034,19724
FIMNUY;3831,16536,16546,17061
FIMOST;3816,5555,13004,13008,13033,14469,20394
FIMSTU;20394
FINOOS;6263,8771,14224,14886,14887,15032,17052,17056,17398,18021,20406
FINOPR;808,8757
FINORT;333,2739
FINORX;18039,18058
FINOSU;15031
FINOTY;2375,6262,8752,8778,13833,16543
FINSST;6267,8756,13033,13034,15665,20393,20395
FINSTU;
FINSTY;13004,14465,16517,16543,17037,20374
FINTUX;11841,11849
FIOOST;6263,8771,8787,14469,15032,17056,17062,20405
FIOPRT;8757
FIOQSU;18919,20394
FIORRT;2412,17062,20390,20392
FIORST;
FIOSST;2413,3840,13033,13034,13036,15665
FIOSSY;2413,3386,7902,10518,14128,14343,14467,15665,20393
FIOTTU;3819,7305,8774,11918
FIPRUY;5561,18061,20381,20396
FIPTYY;19713
FIRSST;6267,13012,13027,13033
FIRSTT;8761
FIRSTU;
FIRTUY;18934,19709
FIRYZZ;
FISSTW;
FISTWY;
FJLLOO;364
FJLOUY;
FKLNSU;
FKLNUY;
FKLOOS;8777,19750
FKLOSY;
FKNOTY;
FLLLUY;2407,14890,18026
FLLOOW;
FLLOSY;2407,7894,11971,12993,14887,16534,16547,19708,19759
FLLOUY;2407,8720,8778,11971,12993,14890,16534,17063,19759,20371
FLMNOU;
FLMOOR;7348,14468
FLMORY;17047,20386
FLMPSU;
FLNOOU;813,3036,6264,10517,11920,13020
FLNOOW;5130,19711
FLNRUU;1103,1215,5015,18469,18959
FLOORS;8780,15035,20407
FLOOSY;14887,16547,17063,17698,20407
FLOOUZ;10071
FLOOYZ;
FLOPPY;14021,19759
FLOPTU;3385,5561,11039
FLOPUW;
FLORSU;15034
FLORUY;15662,17063,20403
FLOSSY;3386,7902,8740,10518,14343,14467,19730
FLOSTU;
