AAABC;CR,HT,IR,MR,OR,TW
FHLSU;AB,AG,AM,AT,DE,EF,EN,ER,ES,HU,NU,PU
FHMSU;AL,DI,FI
FHNOS;AI,IU
FHOOS;AD,AL,BE,ER,IL,IT,LY,OR
FHOOW;AT,DE
FHORS;EO,ES,OO,OW
FHORT;OO
FHOSU;IN
FHOSW;CI,IL
FHOTT;OO
FHOTU;AP,NX
FHOTW;AO
FHRSU;BI,DE,EF,EL,ER,ES,IN,OT
FHRTU;AC,AG,AK,ER,IY,LU
FIIIL;
FIILM;BO,DE,ER,FY,GN,LO,LY
FIINS;AL,BF,BR,ES,ET,EU,EX,FT,GK,GL,GN,GR,GT,GX,GY,KR,LL,LT,MR,OR,OS
FIINX;DE,ES
FIITX;AF
FIJSU;TY
FIKLS;DE,EO,HO
FIKLU;EN,ER,GN,LY,NY
FIKNS;AU,GI,GU,GY,IR,LU
FIKRS;DU,IN,LU,TU
FIKSS;AA,CO
FIKSU;AN,DR,GN,RT
FILLO;DE,EO,EW,IM,JY,MY,TU,TY
FILLR;
FILLS;FU,HU,IN,IP,IU,KU,PU,TU
FILLY;AK,AN,AT,DU,IM,JO,KU,MO,NU,OT
FILMP;AY,DE
FILMS;AL,AS,BE,DO,EH,EL,ER,ES,ET,OU,TU
FILMU;BR,DN,EN,GN,ST
FILMY;CO,FI,IL,LO
FILNT;AA,AG,AM,GO
FILOO;BF,GN,GY,MN,TW
FILOS;BD,CR,DM,DN,DX,FT,HK,HW,IT,MU,NR,NW,RT,RV,TU
FILPS;EP,ER,HU,IL,IR,LU,TU
FILRS;BI,CO,IP,KU,NO,OV
FILRT;AI
FILST;AU,AY,FO,FU,FY,IO,KU,LU,MU,OU,PU,UW,UY,WY
FILSU;AB,AT,BB,BY,FL,FT,LP,LT,MO,MT,OO,OT,PT,TT,TW,TY
FILTT;AE,AY,DE,ER,UY
FILTY;AL,AS,AT,BO,DE,EE,FS,LO,SU,SW,TU
FILUZ;YZ
FIMOT;RR,RY
FIMRS;DO,IN,MO,NO,OO
FIMTU;ET,RY
FIMTY;AT,ER,OR,RU,SY
FINNY;AC,AG,GO,LU
FINOS;AH,AN,AR,BF,BW,CF,CT,DL,EL,FP,IR,IS,LR,LW,MR,PR,RS,RT
FINRS;AA,AC,AD,AG,AM,AO,AU,BI,FU,GI,GO,GU,GY,HU,IK,IM,IO,LO,MO,OP,OS,OT
FINST;CO,FI,GI,GO,OR
FINTU;DO,GR,GT,GZ
FINTY;IR
FINUX;DE,ES
FINUY;DE,ER,KL,LL,LN,LT
FIOQU;DE
FIOST;CN,GN,HU,LU,PX,TU
FIPSS;
FIRRY;EL,ET,HO,LU,OT
FIRST;
FIRTT;AU
FIRTU;AN,AO,AT,DE,EL,EO,ER,ET,EV,EX,GN,LO
FIRTY;FO,HT,IN,IV,MO,NO,OR
FIRTZ;AO,DE,ES
FIRZZ;
FISST;AA,AC,AT,AY,CU,IM
FISTT;AH,AM,AS,AT,OU
FISTW;DE,EI,ER,LU
FISTY;AL,AS,IP,JU,LR,LU,MY
FITWY;
FIYZZ;IL,LU
FKLNU;AT,DE,EI,ER,GI
FKLOO;BU,BY,MT
FKLOS;AE,EI,HI
FKLOY;AW,BO
FKLUY;IL
FKNSU;AI,ER,GI
FKNUY;
FKORS;AE,ER,OO
FKORY;AH
FKSSU;BU,ER,RY
FKSSY;RU
FLLOY;AC,AO,BW,GW,IJ,IM,IT
FLLSU;AB,AM,AN,AP,EG,ER,ET,FI,HI,II,IK,IP,IT,OU,TU
FLLUY;AG,AP,AW,BF,DI,ER,IK,IN
FLMPU;AD,AL,DE,ER
FLNOW;ER
FLNOY;CR,CU,GI
FLOOR;DE,DU,ER,ET,EY,EZ,NR
FLOOS;BE,ET,EZ,FG,LW,NU,NW,UZ
FLOPS;DU,EF,HU,TU,UW
FLORS;CI,IN,IT,IV,MY
FLORU;AD,AL,AM,AV,CI,CP,DI,DO,FK,FM,HN,IN,IT,KW,MO
FLORY;AE,AV,CN,DP,EN,EO,EV,EW,GI,IT
FLOSS;AR,AU,DE,EG,EH,ER,ES,EU
FLOST;FI,II,IR
FLOSU;AS,CC,DN,DP,GN,IM,IO,LU,MN,NO,OZ,PW,UV
FLOSW;AE,AL,EL,ER,HI,IN,LO,NO,OR,PU
FLOTU;AB,AL,AN,DE,DO,EE,ER,ET,EW,OO,OW
FLOTY;DW,IL,IR
FLOUW;BL,DM,KR,LY,OT
FLRRU;
FLRSU;IK
FLTUY;IN,IT
FMOOS;DI,IR,LR
FMORS;DI,IM,IN,IO,LO,LY
FMORU;AL,AT,FL,LO
FMPRU;DE,EE,EL
FNNUY;AC,IL,NU
FNORR;AW,LO,OW
FNORS;AF,AI,FU,GI,GY,II,IL,IM,IP,IS,MU,OU
FNORT;CU,DE,EE,EH,EL,EN,ER,EU,EW,FU,NO,PU
FNORW;AR,AT,DE,EL,EO,ER,ET,OR
FNOST;AD,AM,CI,GI,KY
FNOTU;AL,AW,CE,CR,DI,EN,ER,FR,HX,PR
FOOPR;AP,DE,EI,ER,ET,OT
FOOPS;DE,FT
FOOPY;
FOORS;AT,DE,DX,EH,EI,ER,ET,EW,HO,HW,IM,IU,KO,NU
FOORY;DE,EL
FOOST;AL,AR,EL,EN,ER,FP
FOOSW;BG,ER,LL,LN,LR
FOOSY;
FOOTY;AB,AW,BO
FOOWY;AT
FOPRS;CE,ES,ET,EU,FI,IN,IT,IY
FOPSU;DL,ER,HL,IN,LT,LW,ST
FORRU;
FORRY;EG,ET,HI,IT,UW
FORST;AM,AO,AU
FORSU;AT,AV,BF,BI,FN,HT,IO,NO
FORSW;AE,AR,EF,EG,EL,EO,HO,LO,RU
FORTY;AC,EP,ER,FI,IL,IM,IN,IR
FORWY;EL,LM,RU
FOSST;CU,EF,EN,ET,PU
FOSSW;RT
FOSTT;AM,AU,IU
FOSTU;DF,FP,IT,PS
FOSTY;KN
FRRSU;FU
FRRUY;OW
FRSSU;IY,KY,LU
FRSTU;EE,EF,EL,EN,EO,ER,ET,EU,HO,MU,NU
FRSUY;IS,KS,LU
FRSUZ;
FRTUY;AL,EM,EP
FRUYZ;
FSSTU;AL,AN,EE,ET,HI,OP
FSSUY;IL,IR,KR,NU
FSTTU;AB,AO,IL,IO,NU
FSTUY;EP,IJ
FTTUY;AI,IL
FUYZZ;IL
GGGLO;IN
GGHOS;BI,DE,DI,EL,ER,ET,HI,IL,IN,IW,LY,RU,TU
GGHUY;
GGIJY;
GGIMS;AE,AN,EL,EO,HU,NU
GGINO;CG,DD,DG,DM,FF,FG,FO,FW,GJ,GM,GT,GU,OP,PU,UV
GGINS;BI,BU,GU,HI,HU,IN,IP,IR,IU,IV,JU,LU,MU,RU,TU
GGIOT;AN,GN,NN
GGIPY;ER,MN,NP,RS
GGIRS;AE,AN,AO,DE,EE,EJ,EL,EN,EO,ER,ET,EW,HI,IN,IR,NO,NU,OO,PY
GGIWY;ER
GGLOY;FI,HS,IS
GGLSU;DE,EG,EI,EJ,EM,EN,EP,ER,ET,IN,NY
GGMOY;AT
GGMSU;DE,EE,EL,ER,HI,IN,RU
GGMUY;IL
GGNOS;AB,AM,AU,AW,AX,AY,BO,BU,DE,DU,EG,EL,ER,OR,OY
GGNUY;ET,LS
GGOOS;BN,DF,EL,IL,IN,IR,LL,LO,NR,NY,RT
GGORS;CY,HU,IN,IO,NO
GGOSY;AN,CR,HL,IL,NO
GGPUY;
GGRUY;BE
GGSUV;
GGUVY;
GHHIS;AF,AG,AN,ER,FO,GO,HI,IN,NU
GHHIT;OP
GHHOS;AW,EW,FI,GI
GHHOU;DE
GHIKT;RU
GHILT;DE,EN,ER,IN,LY,NO,NY,RY,TY,WY
GHIMT;AE,EN,EP
GHINO;BB,BR,CC,CR,CU,CW,DD,DR,FU,FW,RW,WW
GHINS;BI,BU,DI,DU,FI,GI,GU,HI,HU,IK,IN,IP,IR,IS,IV,IW,KU,LU,MU,PU,RU
GHINT;CI,CU,DU,FI,IL,IN,IP,IT,IW,NU,RU,TU
GHINY;MN,MR
GHIOS;AE,AT,BG,CE,CT,DF,DG,DL,DO,DP,EO,EP,ET,FH,GH,GL,GW,LU,PZ,UV
GHIPT;AN,DE,EM,HO,IN,RU,TU
GHIRS;GI,IL,IN,MU,NU
GHIRT;DE,EG,EL,EN,ER,ET,KU,NU,PU
GHISS;AE,AN,BE,EL,ER,IN
GHIST;CO,QU
GHISW;AG,AK,AN,AP,GO,IN,NO
GHITT;AN,BE,EN,EO,ER,GI,IN,LY,NO,NU,NY,PU
GHITW;AN,IN,LY
GHLLY;IT
GHLOU;EI,EL
GHLPU;AM,IN,IT
GHLPY;CI,DI,EM,IT
GHNOS;OP
GHNOT;DE
GHORU;DE,EI,EN,ER,NU
GHOSS;AE,EL,LN,OR
GHOST;AC,AE,AI,CE,CI,DE,DO,EG,EI,ET,OP,RW
GHOSU;AQ,EM,EU,IV,OQ
GHOSY;GL,LO,LU
GHOTU;EI
GHOTY;RW
GHRSU;AC,AD,AI,AN,AR,AT,IM,IN,MP
GHSSU;
GHSTU;IN,IQ
GHSUV;AI,IO
GHSUY;IL,LO
GHUVY;
GIILS;AG,DR,EG,EJ,EL,EP,ER,HR,RT
GIILV;AO
GIINP;HT,QU,TT,TY
GIINR;BB,BN,BR,GG,GN,NN,NU,QU,RY
GIJNO;ES,GG,HS,IN,TT
GIJOS;AD,DU,EN,HN,KN
GIJOT;LN,NT
GIKLS;IN,NO,NU
GIKNS;BU,CO,CU,DE,DO,DU,EE,EL,EM,EW,FU,GO,HU,JO,LO,LU,MO,MU,NO,NU,OO,OP,OU
GIKOP;
GILLR;AU,IN
GILLS;AE,AU,EE,EI,EN,EO,ET,EU,HU,NU,OO
GILLY;AE,AN,AZ,DE,EN,HT,IN,NY
GILMS;AB,AM,AN,AO,AP,AT,IN,PY
GILNO;AA,AC,AF,AK,AN,AZ,CK,CL,CN,CY,FY,LL
GILNP;
GILNS;
GILNT;AB,AC,AF,AG,AH,AK,AM,AN,AP,AR
GILNU;HK,NV,VV
GILNY;DI,DO,DY,EL,EM,ER,EV,IL,IM,IN,LY,MO,OR,VY
GILOO;BD,BR,CO,TW
GILOR;BO,CW,TT
GILPU;AM,BL,DY,ER,HT
GILPY;CH,CT,DH,DO,DU,HT,MS
GILRS;DI,HI,IN,IT
GILRU;DY,TY
GILRY;BN,DI,DU,EN,GW,ZZ
GILST;DO,GO,IO,IR,OO,OT,RY
GILSU;
GILTU;CP,HP
GILTZ;DE,ES
GIMMU;ER,ET,LY
GIMNS;DI,IL,IN,IP,IS,IT,IX,TY
GIMNY;HN,HR,IL,MR,ST
GIMOS;DI,TU
GIMOY;DP
GIMOZ;
GIMPS;AE,AH,AL,EI,EL,EY,IN,LY
GIMPU;AL
GIMPY;DO,LS
GIMRY;AE,AN,AT,HN,MN
GIMSS;DE,EN,ET,HT,IN,NU,RU
GINNY;AE,AF,AK,AR,AW,AZ,DE,DK,DU,EN,ER,EV,HM,IL
GINOP;BP,FP,GN,IN,NY,PP,PW
GINOR;HN,MN,MO,MU,NN,NU,NY
GINOT;BM,BO,FO,GG,MM,MO
GINOW;FG,FH,HK,PP
GINOY;DL,FL,LP,LR,PR
GINOZ;AE,AL,AR,BR,ER,GL,GR
GINPS;
GINQU;AK,EM,EU,IP,IR,IT,OT,TY
GINRS;CY,FY,KY
GINRU;BB,BK,BX,BY,FF,IQ,JY
GINRW;
GINSS;CI,DI,HI,IK,IM,IP,IR,IZ,PR,PY
GINST;BU,DU,FU,GU,JU,MU,NU,PU,TU
GINSU;CH,CK,CO,GG,GH,GI,GJ,GT,HH,HK,HO,HT,IT,JT,KN,KO,KT,NN,NT,OT,TT
GINSW;PU
GINSZ;EL,ER,ET,EZ
GINTY;AA,AB,AX,AZ,DI,QU
GINVY;AR,AZ,DI,IZ,LY
GINWY;
GINYZ;AL,AN,AT,AV,CO,IV
GIOPP;AT,BN,CN,DN,EN,FN,HN,LN,MN,NO,NP,NT,NU,NW
GIOPR;DY,OR,RU
GIORR;AN,DN,NT,NV,OP
GIORS;GO
GIORT;AC,AD,BY,DI,LT,LY
GIORU;CN,EH,EP,GN,LN,MN,NN,NP
GIORV;
GIOSY;AU,GL,PS,SZ
GIPPY;AN,GN,HN,IN
GIPRS;DU,GY,HT,TU
GIPRT;AN,HS,NO
GIPRY;DO,GS
GIPSY;DE,EL,EM,EP,ES,GR,LM,OS
GIRRS;AH,GI,IN,NU
GIRST;IL,KU,LY,PU
GIRSY;AA,AH,AN,CN,DN,FN,GP,KN,NO,NP,NT
GISST;OP
GISSW;AJ,EL
GISTU;BN,DM,DN,FN,FU,GN,HN,HQ,IN,JN,KN,KR,MN,MY,NN,NP,NR,NT,PR
GISTW;AN,AT,DE,DO,EL,EN,IN,NO
GJMUU;LU
GJNOS;AR,EI,HI,IK,OU
GJOSU;DI,NO
GKLNO;CE,CI,CU,HI,IO,IP
GKNOS;AB,AI,CI,DI,EY,GI,IJ,IM,IN,IO,IP,IT,IU,IY,KO
GKNSU;AR,BE,BI,CI,DI,FI,HI,IL,IM,IN,IO,IT
GKNUY;
GKOOS;AB,AL,IN,KN,MU
GKOOY;
GKORS;BY
GKOSS;
GKOSU;AL,IN,MO
GKOSW;AH,LY
GKSSU;EM
GLLOO;AN,AR,AT,LR
GLLOY;ES,FW
GLLSU;EF,EI,ER,ET,EY,HI,IN
GLLUY;AF
GLMOO;DE,ER,HO,OR
GLMOS;
GLMOU;AB,AE,AR,BI,DE,EI,RW
GLMSU;FU,MU
GLNOO;CE,EV,EY,NR,PR,PY
GLNOP;OR,OY
GLNOS;
GLNOU;BW,DR,FR,TT
GLNSU;AA,AC,AF,AH,AN,AR,NU,PU
GLOOP;DE,IN
GLOOS;BE,BU,EG,ER,EY,FF,GO,TU
GLOOY;FU,HS
GLOPS;DY,HU,TU
GLORW;AI,CI,MU
GLORY;HU,SS
GLOSS;BU,HN,HU
GLOST;DI,DO,GI,HY,II,IN,IO,IT
GLOSV;IN
GLOSW;BE,EG,IN,KY,NU
GLOTU;DE,FY,HY,IN,IY,NT
GLOUV;AS
GLPSU;AE,DE,EG,EN,ER,NU,OT,RY
GLPUY;DI,ER,IN,RS
GLRRR;
GLRRS;
GLRSU;BU,FO,PY
GLRUY;DI,FF,HO,IT,OO,PS
GLSSU;BO,HO
GLSTU;FU
GMMUY;AA,IL
GMNOO;AD,DO,RU,RW
GMNOS;
GMNOU;AR,OR
GMNSU;
GMNUU;LU
GMOOR;AE,DE,EL,ER,IN,LO,NU,NW
GMORS;HU,UU
GMORY;EN
GMOSS;EO
GMPRU;AK,AO,DE,DO,IN
GMPSU;AZ
GMPSY;EI,IL
GMPYY;
GMSSU;AN,AR,BU,DE,EK,EL,IN,IR,PY
GNNOS;AA,AL,AM,AT,AY,MO,OR,UW
GNNUY;DI,ER,IT,OU
GNNYY;OR
GNOOP;DO,LR,LY
GNOOS;EH,EN,ER,ET,EY,GR,GY,JU,KK,NR,OR,OS,RT
GNOOY;IS,LO,LP,OZ
GNOOZ;EY,OY
GNOPR;AA,AB,DE,EE,EY,HY,LO
GNOPS;PU,TU
GNOPY;CI,ER,HI,HR,IL,IM,IN,IR,LO
GNORW;DE,ER,LY,MO,NU,PU
GNORY;CI,HP,IK,IL,IN,IP,LW,NY
GNOSS;BU,DO,DU,HL,HU,OO
GNOST;CE,EL,EO,EU,PU,UU
GNOSW;DO,EP,LU,NU
GNOSY;AE,AG,AN,BE,EK,EL,EM,EO,ES,EX,GO
GNOTU;LT
GNOUY;BI,ER,HT,IK,NU
GNOYZ;CI,EL,EM,EO,OO
GNPSU;LU,OP,OT,UW
GNRSU;BE,DE,DO,EG,EH,EL,EN,EO,EY,JU
GNRTU;AO,AY,OP,OU
GNRUW;AI,NO,NU,OP
GNSSU;BO,CE,DE,DO,EE,EL,EP,HO
GNSTU;BI,DI,FI,GI,HI,HO,II,IJ,IK,IL,IM,IN,IO,IP,IT,MU,NU,OP,OU
GNSUW;AN,IP,LO,NO,PU
GOOPS;AD,DH,HT,MR,RT
GOOPY;
GOORS;AL,AV,CE,EI,EL,EN,EP,EV,EY,GI,GN,GT,IL,IN,IV,LP,NN,NO,NT,OO,PT,TT
GOORY;EN,ES,TU
GOOSY;BD,CD,GN,HL,IN
GOOTU;EN,ER,ES,RW,RY
GOPPY;
GOPRS;LO,MO,OT
GOPRU;DE,DM,DR,EI,ER,IR
GOPRY;DI,HN,IN
GOPSY;DL,IS
GORSS;IN,LY
GORST;HW,OP,OT
GORSW;AD,EF,ER,HT,IM,PU
GORSY;BC,BK,CG,LS
GORSZ;
GORTU;BU,BW,DE,EF,EM,EO,EW,MW,NP,NU,OW
GORUY;EN,ER,LO
GORVY;AE
GOSSU;AE,AR,BL,BN,BW,DN,ER,IN
GOSTU;BU,DU,MO,NP,NU
GOSTY;IN
GOTUY;FL,IL
GPPUY;
GPPYY;
GPRSU;AD,DI,IT,LY
GPRTY;ES
GPSSU;MY
GPSYY;
GRRUY;EE,EO,ES
GRSTU;IK,IP
GRSUU;BL,EL,EP,GM,GR,IM,IN,JN
GRSUY;EL,EN,ER,ES,LP
GSSTU;AB,AU
GSSUY;MP
GSTUY;IL,IM
GTTUY;ER
HHIPS;AR,DE,ER,ES,EY,IP,OT
HHISS;TW
HHISW;AD,AK,DE,ES,EY,OR
HHMPU;AR,DE
HHOOS;AK,AR,DE,TT
HHPPT;OU
HHPYY;
HHSSU;AG,CO,GO
HHSUU;FL,MM
HHSUY;AB
HIIKO;DE,GN
HIILN;AG,CT,DG,EG,EP,GL,GR,GT,GW
HIIMS;AC,AD,AH,AS,CK,CU,DL,FL,KL,KO,RU,SS
HIIOS;CT,DT,PR,RT
HIIRS;AF,AK,AP,BC,BN,CR,GG,GL,GN,GT,IK,MU,NO,OP,OT
HIJOS;CK,GN
HIKLT;CY,EU,EY,NO
HIKLW;
HIKNS;EO,ES,EU,GI,GU,IJ,IN,IO,IP,MO,OW,PU
HIKNT;AT,BE,EM,ER,LO,NU
HIKNY;GT
HIKOS;AR,AW,DR,EN,EO,ET,FL,MN,NW,OR,PY
HIKRS;II,MU,OO
HIKST;
HIKSW;AE,AG,AH,AM,AO,AR,DE,ER,ET,NO
HILLO;CK,DE,EN,EO,PT
HILLS;BU,DE,DU,EH,EN,FU,GU,PU
HILLT;CY,EY,GY,OP
HILLY;AT,DP,ET,GT,RS,RT
HILMU;CL,DY,IT,MO,TU
HILOT;AG,AM,AY,AZ,BU,CI,DI,GN,KN,LP,NY,WW
HILPY;AP,AS,DG,DL,DS,GT,IT,LO,NO,OX,SU
HILRT;AG,AN,AP,DY,GY,IT
HILRW;DE,EE,ER,ET,PU
HILSS;AF,AK,AN,AT,AV,GT,KU,MO,OT,OW
HILST;
HILSU;AN,AT,CE,CT,CY,DL,DO,DP,ER,ES,IP,KS,KY,LP,OT,PY
HILSY;AA,AC,AD,AK,AN,AP,AW,AZ,BU,CN,CP,CU,DP,FI,GN,GU,IN,KU,LR,OR,OW,PU
HILTT;AE,AL,EI,EM,EU,EW,GY,IR,OO
HIMRT;BO,HY,OU,PU
HIMSS;AA,AE,AI,AO,AP,AR,AU,DO,EI,EU,IM,IS,LO,LY,NU,OP,PR
HIMST;AP,AV,BU,NU,OP
HIMSW;AK,AP,AR,IP,LO,OR
HIMSY;AF,CC,PR
HIMTY;EN,ER,EZ,HR,PU
HINNT;AG,AX,DE,EG,ER,GI,GO,IO,LY,OR
HINNY;EE,GM,LT
HINOR;AG,AT,BC,BG,CC,CD,CG,CH,CL,CO,DG,GK,GN,GW,KN,LY,MP,NT,OT,OZ
HINPU;AD,CE,GL,GM,GP,TW
HINSS;DY,FU,GI,IO,IP,IW,JU,KR,MU,OO,OP,OT,OW,PU
HINST;DU,FU,IW,LP,MU,RU
HINSW;GO,KO,OS,OT
HINSY;AL,AZ,CL,CP,IL,OR
HINWY;
HIOPP;ER,GN
HIOPT;DY,GH,LL,NO
HIORS;BO,DK,DW,HW,IP,IT,KO,LY,OP,PW,TY
HIORU;AV,BM,DM,EG,ET,LT,MT
HIOSS;AM,AP,BP,CZ,DM,IN,LM,MP,NO,NP,OV,PP,PY
HIOST;AA,AB,AC,AG,AO,AR,BB,BO,CC,CG,CI,CK,CR,FF,FO,FU,HT,IR,MR,TU
HIOSW;AK,AR,BZ,DE,DR,ER,GG,GN,HR,KN,MR,PR
HIPPY;AL,GN
HIPRT;AA,AL,CE,EE,EI,EL,GU,MU
HIPSS;BI,BO,GT,IN,IW,MO,MR,NO,NU,OP,OT
HIPST;AC,AE,AM,AN,CE,DI,EP,ET,FU,NY,PU
HIPSW;AE,AG,AM,AR,AS,AW,AY,ER,IM,IS,OR
HIPTW;AC,EP,IP,NU
HIPTY;DO,IL,MU
HIPZZ;ES
HIRRS;
HIRRW;DE,EL,ET
HIRSS;AA,AD,AF,AM,AN,AP,CM,LL,MP
HIRST;IO,NO,NU
HIRSU;EG,EH,EK,EL,EM,EP,ER,ET,GM,IM,KM,MM,TT
HIRSW;CO,DO,GT,HO,MO,OP
HIRTY;AC,AN,CD,DE,DL,DO,EM,FU,HM,LL
HISST;BI,LP,LY,UZ
HISSU;AM,AT,BE,BK,CE,CT,DK,EK,EL,EM,ET,JN,KL,MN,MT,NP,OR,TZ
HISSV;OO
HISSW;IN,IP
HISSY;DN,QU
HISTW;AA,AR,AT,IN
HISTX;LY
HITWY;GL,LS
HIWZZ;DE,ER,ES
HJNOS;GI,NO
HJOOS;AP,BB,NN
HKKOU;ST
HKLOS;AD,AO,BI,EN,FI,KO
HKLSU;AP,CE,IS,IY
HKLUY;IS
HKMOU;CM,DO
HKNOS;BU,EI,EL,ER,II,IM,IW
HKNOY;
HKNSU;BO,EI,ES,EY,GI,IP,OO
HKNTU;DE,IN
HKNUY;
HKOOS;BB,BI,EI,EM,ER,EY,IR,KL,KY,PU,VZ
HKOOY;KS,LZ
HKOPS;IY,OU,SY
HKORS;AC,AI,CI,CU,DI,DY,IO,WY
HKOSS;ER,ES,PY
HKOSW;AG,AI,AM,ER,IN,RY
HKRSU;AB,AC,AS,AT,CO,IM
HKSSU;AK,AR,BI,DI,EI,EN,ER,IL,NU
HKSUY;CM,EN,IL
HLLOO;DE,EI
HLLOU;DE,EG
HLLOY;AN,AT,CE
HLLSU;AM,AN,AP,AT,BI,DI,EN,ER,FI,GI,IP
HLLUY;
HLMOS;GU,TY
HLMPY;AD,AN,EG,NY
HLMSU;BE,CE,DE,EM,EN,ES,GO
HLMUY;DI,IS,RT
HLNOO;CI
HLNSU;EE,EF,EL,EM,FU,GI
HLOOS;AF,AK,AP,FI,FY,KK
HLOOY;FS,GS,KZ,ST
HLOPX;ES,IY
HLORS;AD,AE,AT,DE,EL,ET,IY,TY
HLORW;
HLOSS;CK,CS,GN,GU,IM,IW
HLOST;
HLOSW;AC,AL,BU,LO
HLOTW;AO,IW,OU
HLOTY;BC,CR,CZ,ER,EX,GU,IN,UY
HLPSU;BI,CE,DE,DI,DO,ER,FI,FO,FU,II,IL,RU
HLPSY;CI,DI,EN,EP
HLRSU;BU,PU
HLRTU;AB,FU,IO,MY
HLRUY;AP,MT
HLSSU;GO,IK
HLSUY;BI,CI,CO,ER,GI,GO,IK,IM
HLSWY;AE,AI,IO,IT
HLSYY;
HMNOT;AI,AP,LY
HMNPY;CI,DE,ET,LY
HMNSY;IT
HMOOP;
HMOOS;BI,EK,EX,IN,UU
HMOOZ;
HMOPR;AA,AC,AI,BI,CE,CI,DE,DI,EW,IN
HMOPW;DE,ER
HMORR;AK,AU,LY
HMORS;
HMORU;AL,AR,BG,BI,CE,DE,DI,ET,IT
HMOST;AC,AF,AR,AZ,IP,IR
HMOTU;BE,DE,ER,IR
HMOTY;AM,ER,EX
HMPSU;DI,EI,EN,ER,GR,IM,NY
HMPTU;AC,AK,BE,DE,ER,IR
HMPUW;DE
HMPUY;
HMRRY;CI,LO
HMRTU;AE,AK,CE,EO,EP,ER,EV,IO,IP,LY,MY
HMSSU;CK,IN
HMSTU;EI,IN
HMSTY;AR,HR
HMSUU;AL,BG,ER,ES
HMSUY;AB,CK,CO,IL,LP,NP
HMTYY;
HNOOP;AR
HNOOR;AP,DG,FG,IZ
HNOOS;AB,AD,BB,DO,DU,EG,GI,IM,IS,IT,JN,TU
HNOOW;AG,DE,KW
HNOPS;AM,AR
HNOPY;CI,DI,GI,GR
HNORS;CR,CY
HNORT;CU,IN
HNORY;AM,EP,ER,ES,GP,IL,IS
HNOSW;AM,EM,ER,GI,IK,IS,IT,NU,UY
HNOSY;AC,CR,IR,NT,RT,UW
HNSSU;AE,AN,AP,DE,EK,EO,ES,FI,GO,IJ,IM,IP,KU
HNSTU;CE,DE,DI,EE,EN,ER,FI,GI,IM,IR
HNSTY;NO,OP,OR
HOOPS;AB,AJ,AL,CE,CP,DG,EO,ER,IR,KU,OO
HOOPT;AD,AF,DE,EL,EY,KO
HOOPW;AL,DE,EE,EI,ER
HOORS;BC,BI,CC,CE,CI,CU,EF,EK,EP,EV,FO,FW,IK,IP,IU,OO,RR,UZ
HOORT;AG,FO
HOOSS;AR,GR,IN,IV,NR,QU
HOOST;AI,DG,DI,FI,IN,NU
HOOSW;BX,DE,DG,GO,LL
HOOTT;DE,FO,IL
HOOTW;AF,AL,DE,LU
HOOTY;EP,LS,MS,NP,PS
HOPPY;
HOPQS;
HOPRT;AC,AD,TU,UW
HOPSS;AI,AR,BI,IM,IN,IP,IT,TU
HOPST;CL,LY,NY
HOPSU;DL,DR,FL,GL,IR,KO,NO
HOPSW;AT,ER,IR
HOPSY;DR,ER,ET,TU
HOQTU;
HORST;CI,II,IM
HORSU;AA,OZ
HORSW;AI,AR,CI,FO,HI,IM,IP,KY
HORSY;AO,CN,IL,IN,KW
HORTT;PU
HORTU;IL,IM,NW,PT,PW
HORTW;PU
HOSST;
HOSSU;CH,OQ
HOSSW;CE
HOSTT;HI
HOSTU;AE,AU,AW,DE,IW,KK
HOSTW;
HOSTY;EE,EN,EP,NN,NP,OP
HOSUY;CL,CM,DR,GL,NW
HOSWW;
HOSWY;AD,AM,EM,ER,IL,KR,NU
HOTTY;AR,IM
HOTUY;AB,DR,EN,ER
HPSSY;
HPSTU;AZ,FI,IP
HPSUW;
HPSUY;CS,MN
HQRSU;AE,ES
HRRUY;
HRSTU;AB,AG,AK,BI,EI,EK,EN,ER,EW,EY,IN
HRSUU;BL,CR,EM,MO,OT
HRSUY;AR,DO,EL,ET,ST
HRTTU;BE,BI,CH,EP,ER,NU,OP,PU
HRUUU;
HSSTU;CI,CK,CY,FI,IZ
HSSUY;AQ,CP,CT,IQ,RT
HSTUY;EE,ER,RS
HSUUW;
HUYZZ;
IIJNN;GK,GO,GX,OT
IIKKO;
IIKLM;ER,GN,LY,NP,RY
IIKLN;BC,BE,EF,EK,ER,ET,KY,MP
IIKNN;AC,AM,AT,CH,CM,ET,FI,IM
IIKPS;AH,AT,CN,EL,EN,ER,ES,GN,HN,KN,LY,MN,NP,UW
IIKRR;AU,BE,EM
IIKST;AN,AP,DE,DL,EF,EL,EN,ET,GN
IIKSW;AA,AK,CE,CN,PU
IILLV;AN,AU,CY,DY,EN,ET
IILMT;AI,AN,AR,DE,DY,EG,EL,EP,ER,GN,HU
IILMU;AB,HT,ST
IILNN;BR,CE,OT,TY
IILNP;AT,AU,EH,EZ,KM,LO,OT,PY,TU,UV
IILNT;AI,AM,AP,AU,AV,BU,CH,DO,LT,NO,OP,PU
IILPS;AH,CY,EG,EK,EL,EM,EP,FL,FR,HU,KY,LU,WY
IILSW;AE,BT,DH,EL,ET,GN,PY
IIMMN;CO,JY
IIMMT;CE
IIMMX;AN,DE,ES
IIMNO;AL,AR,CF,CM,CS,CT,DE,DH,DR,GL,JS,KR,LL,LS,SS,TX
